Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
Introduction à l'ancien occitan,390j022a,Lecture with Practical Exercises,Hélène Carles,French,Introduction to Old Occitan
"Arthur sans le Graal. La ""seconde vague"" des romans arthuriens en prose",390j570a,Seminar,Richard Trachsler,French,"Arthur without the Grail. The ""Second Wave"" of the Arthurian Prose Romances."
"Arthur sans le Graal. La ""seconde vague"" des romans arthuriens en prose",390j570a,Exercise Group,Inès Marie Conti,French,"Arthur without the Grail. The ""Second Wave"" of the Arthurian Prose Romances."
"Garou en vers et garou en prose. Editer les deux versions du Roman de ""Guillaume de",.390j572a,Seminar,Richard Trachsler,French,"""Garou"" in Verse and ""Garou"" in Prose. On Editing the two Versions of ""Guillaume de"
La liste Goncourt 2023,390j573a,Colloquium,Thomas Klinkert,French,"The 2023 ""Goncourt List"""
Réalisation d'un projet pratique,390j574a,Other,Thomas Klinkert,French,Carrying out a practical project
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Course,Ulf Zölitz,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics)
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics)
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics)
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics)
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics)
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics)
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics)
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics)
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics)
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics)
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics)
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics)
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics)
Prolegomena (Linguistique – Linguistica - Lingüística),410-001a,Other,Martin-Dietrich Glessgen,Other,Prolegomena: Romance Linguistics
Doktoratskolloquium (M. Thommen),IUS_AD49,Colloquium,Marc Thommen,German,Doktoratskolloquium (M. Thommen)
Doktoratskolloquium (F. Bommer),IUS_AD70,Colloquium,Felix Bommer,German,Doktoratskolloquium (F. Bommer)
Doktoratskolloquium (Altwicker/Vokinger),IUS_AD85,Colloquium,Tilmann Martin Altwicker,German,Doktoratskolloquium (Altwicker/Vokinger)
Doktoratskolloquium (F. Thouvenin),IUS_AD80,Colloquium,Florent Thouvenin,German,Doktoratskolloquium (F. Thouvenin)
Doktoratskolloquium (P.G. Picht),IUS_AD62,Colloquium,Peter Georg Picht,German,Doktoratskolloquium (P.G. Picht)
Doktoratskolloquium (Heinemann/Sethe),IUS_AD37,Colloquium,Andreas Heinemann,German,Doktoratskolloquium (Heinemann/Sethe)
Doktoratskolloquium (D. Jakob),IUS_AD10,Colloquium,Dominique Hans Jakob,German,Doktoratskolloquium (D.Jakob)
Doktoratskolloquium (Baumgartner/Domej/Droese),IUS_AD59,Colloquium,Samuel P. Baumgartner,German,Doktoratskolloquium (Baumgartner/Domej/Droese/Haas)
Doktoratskolloquium (M. Mahlmann),IUS_AD12,Colloquium,Matthias Mahlmann,German,Doktoratskolloquium (M. Mahlmann)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Patricia Maria Katharina Pálffy,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Brennpunkt Wirtschaftspolitik – Ökonomie im Kampf der Argumente (S) Focus on,the22MO0045,Seminar,Christoph Eisenring,German,Brennpunkt Wirtschaftspolitik – Ökonomie im Kampf der Argumente (S) Focus on
VisRel 2: Interpreting and comparing images in the Study of Religion\s,57LB008,Exercise Group,Schirin Cathrine Laura Ghazivakili,German,VisRel 2: Interpreting and comparing images in the Study of Religion\s
Language course: Akkadian I,91L0021,Language Course,Margaret Jaques,German,Language course: Akkadian I
Language course: Advanced Akkadian Language and Texts,91L0031e,Language Course,Margaret Jaques,German,Language course: Advanced Akkadian Language and Texts
Basic Course: Fieldwork,57LB006,Course,Vanessa Kopplin,German,Methodology SWM 1: Fieldwork
Repetitorium: Zürich sub- and surface. Local religion and spirituality.,59LB001,Other,Dorothea Lüddeckens,German,Repetitorium: Zürich sub- and surface. Local religion and spirituality.
Lingua italiana (B2-C1),410-007a,Exercise Group,Franca Strologo,Italian,Italian Language (B2-C1)
Storia letteraria dalle Origini al Cinquecento,410-009a,Exercise Group,Franca Strologo,Italian,Italian Literature: from its Origins to the Cinquecento
"Seminar: The End: The Demise, Death, and Transformation of Religions",54LM001b,Seminar,Mattias Brand,English,HVRW MA-Seminar: Contact und transformation
Language course: Introduction to the Sumerian grammar,91L0025,Language Course,Margaret Jaques,German,Language course: Introduction to the Sumerian grammar
"Seminar: Popmusic, Protest, Gender and Religion",55LM001b,Seminar,Vanessa Kopplin,German,"SWRW MA-Seminar: Religion, body, medicine"
Seminar: Religious innovation,53LM001b,Seminar,Rafael Walthert,German,STRW MA-Seminar: Power and Religion
Fachdidaktik Pädagogik und Psychologie I,090PP1,Lecture with Practical Exercises,Nadja Badr Goetz,German,Subject Didactics Pedagogy/Psychology I
Reading seminar: Material Religion,54SS035,Seminar,Christoph Uehlinger,German,HVRW BA-Seminar: Reading seminar: Material Religion
Der Aufbau von Vorstellungen in MINT Fächern von der Primar- und Sekundarstufe zum,Gymnasium090MINT,Seminar,Kai Niebert,German,Der Aufbau von Vorstellungen in MINT Fächern von der Primar- und Sekundarstufe
Fachdidaktik Physik I,090Phy1,Lecture with Practical Exercises,Andrea Michael Oettli,German,Subject Didactics Physics I
(Wiederholungsprüfung) Fondamenti di linguistica diacronica e dialettologia,410-004a,Examination,Stefano Negrinelli,Italian,Introduction to Diachronic Linguistics and Dialectology
"Temi, forme, modi, teorie e storie di letteratura italiana (gruppo 2)",410-006a,Seminar,Johannes Bartuschat,Italian,Introduction to Textual Analysis and Literary Criticism
Seminar: Religion and conspiracy theories,53SS013,Seminar,Loic Manuel Bawidamann,German,"Advanced Module: Politics and Religion, Seminar Paper"
Exercise: methods in the study of religion\s,57LB001,Exercise Group,Dorothea Lüddeckens,German,ERWA: methods in the study of religion\s
Methods: Exercises in religio-historical textual analysis and interpretation,57LB002,Exercise Group,Christoph Uehlinger,German,Methods: Exercises in religio-historical textual analysis and interpretation
HVRW Research colloquium: History of religions/Comparative religion,54SF009,Seminar,Christoph Uehlinger,German,HVRW Research colloquium: History of religions/Comparative religion
Fondamenti di linguistica diacronica e dialettologia (gruppo 1),410-004a,Seminar,Stefano Negrinelli,Italian,Introduction to Diachronic Linguistics and Dialectology
"Filmanalyse, Gruppe B",255-001a,Seminar,Jan Sahli,German,Introduction to the Methods in Film Studies
"Filmanalyse, Gruppe C",255-001a,Seminar,Till Brockmann,German,Introduction to the Methods in Film Studies
"Tutorat, Gruppe A (Durchführung im HS)",255-001a,Tutorial,Jan Sahli,German,Introduction to the Methods in Film Studies
"Tutorat, Gruppe B (Durchführung im HS)",255-001a,Tutorial,Jan Sahli,German,Introduction to the Methods in Film Studies
Einführung in die Methoden der Filmwissenschaft,255-001a,Lecture with Practical Exercises,Jan Sahli,German,Introduction to the Methods in Film Studies
"Temi, forme, modi, teorie e storie di letteratura italiana (gruppo 1)",410-006a,Seminar,Tatiana Crivelli Speciale,Italian,Introduction to Textual Analysis and Literary Criticism
Positionen der klassischen Filmtheorie,255-004a,Course,Daniel Johannes Wiegand,German,Concepts in Classical Film Theory
Fachüberblick Filmwissenschaft,255-501a,Independent Study,Fabienne Liptay,German,Film Studies Overview
Fachüberblick Filmwissenschaft,255-501a,Independent Study,Daniel Johannes Wiegand,German,Film Studies Overview
Fachüberblick Filmwissenschaft,255-501a,Independent Study,Volker Pantenburg,German,Film Studies Overview
Fachüberblick Filmwissenschaft,255-501a,Independent Study,Philosophische Fakultät N.N.-Dozent,German,Film Studies Overview
Bachelorarbeit,255-BAa,Student Work,Fabienne Liptay,German,Bachelor's Thesis
Bachelorarbeit,255-BAa,Student Work,Daniel Johannes Wiegand,German,Bachelor's Thesis
Bachelorarbeit,255-BAa,Student Work,Volker Pantenburg,German,Bachelor's Thesis
Bachelorarbeit,255-BAa,Student Work,Philipp Blum,German,Bachelor's Thesis
Kolloquium für Masterarbeiten,255-MAa,Colloquium,Fabienne Liptay,German,Master's Thesis
Der frühe Tonfilm,255j005a,Seminar,Philosophische Fakultät N.N.-Dozent,German,Der frühe Tonfilm
Narrative der Radioaktivität,255j006a,Seminar,Lysa Sibylle Babylonia Constantinides Tank,German,Narrative der Radioaktivität
Japan und die Vielfalt der filmischen Kunst: Einblicke in das japanische Kino des 20. und,Jahrhunderts255j007a,Seminar,Nadine Soraya Vafi,German,Japan und die Vielfalt der filmischen Kunst: Einblicke in das japanische Kino des 20.
Queeres Kino,255j008a,Seminar,Simone Winkler,German,Queeres Kino
Exkursion an die Internationalen Kurzfilmtage Winterthur,255j009a,Field Trip,Jan Sahli,German,Exkursion an die Internationalen Kurzfilmtage Winterthur
Exkursion ans Stummfilmfestival im Filmpodium,255j010a,Field Trip,Daniel Johannes Wiegand,German,Exkursion ans Stummfilmfestival im Filmpodium
Praktische Filmkritik – Produktion von Video-Essays,255j011a,Exercise Group,Michael Baute,German,Praktische Filmkritik – Produktion von Video-Essays
Atelier avec Ursula Meier (Réalisatrice/Scénariste),255j012a,Other,Matthias Brütsch,French,Atelier avec Ursula Meier (Réalisatrice/Scénariste)
Praktikum extern,255j013a,Practical Training,Milos Lazovic,German,Praktikum extern
Kino und Animismus,255j014a,Seminar,Jelena Rakin,German,Kino und Animismus
Alles fake? Filme zwischen Dokumentar- und Spielfilm,255j015a,Seminar,Philipp Blum,German,Alles fake? Filme zwischen Dokumentar- und Spielfilm
Kino und Atmung. Von Windmaschinen und anderen kinematografischen Luftnummern,255j016a,Seminar,Linda Waack,German,Kino und Atmung. Von Windmaschinen und anderen kinematografischen Luftnummern
Farbe im Film,255j021a,Colloquium,Philosophische Fakultät N.N.-Dozent,German,Farbe im Film
Schmerzphysiologie,Z_KFS3.2,Course,Michael Meier,German,"Individual Examination Bachelor 3.1, theoretical, dental and medical Basics"
