Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
Foundations of Data Science (L+E),22MI0005,Lecture with Practical Exercises,Dan Olteanu,English,Foundations of Data Science (L+E),Monday,Afternoon,14,18
"Market-Based Research in International Accounting, Part II: Applications &amp; Special",TopicsDOEC0613,Seminar,Luzi Hail,English,"Market-Based research in International Accounting, Part II: Applications &amp; Special",Wednesday,Morning,8,18
Pluralism in Economics (L) (Plurale Ökonomik),22BO0049,Course,Dina Pomeranz,English,Pluralism in Economics (L) (Plurale Ökonomik),Friday,Afternoon,13,18
Applied Empirical Methods for Business Administration (L+E),22MO0006,Lecture with Practical Exercises,Oleg A. Prokopyev,English,Applied Empirical Methods for Business Administration,Tuesday,Afternoon,16,18
PhD Course: Market Design HS23,DOEC1098,Course,Marek G. Pycia,English,PhD Course: Market Design HS23,Monday,Afternoon,16,18
Einführung in die Mediävistik,620-501a,Lecture with Practical Exercises,Sebastian Scholz,German,Introduction to Medieval Studies,Wednesday,Afternoon,12,13
Krisen im Mittelalter,620j501a,Course,"Sebastian Scholz, Sophie Schweinfurth Ventura, Sabrina Melanie Vogt, Philip Zimmermann",German,Topical Lecture Series Middle Ages,Tuesday,Afternoon,16,18
Bibliotheken – Netzwerke kultureller Ordnung,620j502a,Seminar,Julia Frick,German,Summer School Middle Ages,Monday,Morning,10,15
"Hören und Sprechen, B2 (German)",ren,Language Course,Ursina Tones,German,"Hören und Sprechen, B2 (German)",Tuesday,Afternoon,16,17
Basic German 1; A1,_D_ZB_11,Language Course,Ursina Tones,German,Basic German 1; A1,Thursday,Evening,18,19
Basic German 3; A2,_D_ZB_23,Language Course,Ursina Tones,German,Basic German 3; A2,Wednesday,Evening,18,19
Basic German A2: Learning with stories,_D_Z24Le,Language Course,Ursina Tones,German,Basic German 4; A2: Learning with stories,Wednesday,Morning,11,13
Basic German 1; A1: for late arrivals,_D_ZB11C,Language Course,Miriam Vorbrugg,German,Basic German 1; A1: compact,Tuesday,Afternoon,17,19
Basic German 2; A1,_D_ZB_12,Language Course,Miriam Vorbrugg,German,Basic German 2; A1,Thursday,Afternoon,12,13
"Basic German 4; A2: Listening, reading, and communication",_D_24_LI,Language Course,Miriam Vorbrugg,German,"Basic German 4; A2: Listening, reading, and communication",Wednesday,Afternoon,12,13
Deutsch verstehen und sprechen; B1,_D_Zvesp,Language Course,Miriam Vorbrugg,German,Deutsch verstehen und sprechen; B1,Monday,Morning,11,13
German 5; A2-B1: Einstieg ins Niveau B1,_D_Z25Ei,Language Course,Miriam Vorbrugg,German,German 5; A2-B1: Einstieg ins Niveau B1,Monday,Afternoon,16,17
"Recherchieren - Präsentieren - Diskutieren, B1 (German)",_D_ReB1,Language Course,Miriam Vorbrugg,German,"Recherchieren - Präsentieren - Diskutieren, B1 (German)",Tuesday,Afternoon,12,13
"Grammatikrepetitorium für Fortgeschrittene; Vorlesung und Übungen, B2-C1 (German)",_D_Grare,Language Course,Cornelia Steinmann,German,"Grammatikrepetitorium für Fortgeschrittene; Vorlesung und Übungen, B2-C1 (German)",Thursday,Afternoon,12,13
Seminar: Modern Data Analytics (MSc),22MIS100,Seminar,"Michael Hanspeter Böhlen, Dan Olteanu",English,Seminar: Modern Data Analytics (MSc),Tuesday,Morning,10,12
Introduction to Data Science for Doctoral Students (L),DINF1128,Course,Dan Olteanu,English,Introduction to Data Science for Doctoral Students (L),Monday,Afternoon,14,18
Banking (VU),22BO0009,Lecture with Practical Exercises,"Christoph Basten, Johanna Braun",German,Banking (VU),Thursday,Afternoon,16,18
Bank Treasury Management (L),22MO0064,Course,Andreas Blöchlinger,English,Bank Treasury Management (L),Monday,Morning,8,9
"Research Seminar in Contract Theory, Banking and Money I (S) HS23",DOEC1096,Seminar,"Steven Ongena, Hans Gersbach, Felix Hans Robert Von Meyerinck",English,"Research Seminar in Contract Theory, Banking and Money I (S) HS23",Friday,Afternoon,12,13
Research Seminar BBLS Banking &amp; Finance (S) HS23,DOEC1097,Seminar,Per Östberg,English,Research Seminar BBLS Banking &amp; Finance (S) HS23,Monday,Afternoon,12,13
Numerical Methods in Informatics (L+E),22BI0003,Lecture with Practical Exercises,Renato Pajarola,English,Numerical Methods in Informatics (L+E),Wednesday,Morning,8,9
Seminar: Best Practices and Guidelines for Visualization (BSc),22BIS018,Seminar,Alexandra Diehl,English,Seminar: Best Practices and Guidelines for Visualization (BSc),Thursday,Afternoon,16,18
Seminar: Best Practices and Guidelines for Visualization (MSc),22MIS018,Seminar,Alexandra Diehl,English,Seminar: Best Practices and Guidelines for Visualization (MSc),Thursday,Afternoon,16,18
Basic German 3; A2,_D_ZB_23,Language Course,Olga Martin,German,Basic German 3; A2,Thursday,Evening,18,19
Littérature moderne: théories et pratiques,390-002a,Course,Thomas Klinkert,French,Modern Literature: Theories and Practices,Thursday,Afternoon,16,18
Denis Diderot,390-003a,Seminar,Thomas Klinkert,French,From François Rabelais to Maryse Condé: Reading the World through Literature,Wednesday,Afternoon,16,18
Introduction à la philologie informatique,390-005a,Seminar,Martin-Dietrich Glessgen,French,The Linguistic Change,Monday,Afternoon,16,18
Kieferorthopädische Diagnostik,ZKOM1.1,Course,"Raphael Patcas, Spyridon Papageorgiou, Monika Hersberger",German,"Individual Examination Master 1.1, theoretical, dental and medical Basics",N/A,N/A,N/A,N/A
Kurs in kieferorthopädische Kasuistik,ZKO_M2.1,Exercise Group,"Theodore Eliades, Raphael Patcas, Marc Andreas Schätzle, Eleni Alexopoulou",German,Clinical Course in Orthodontics,N/A,N/A,N/A,N/A
Klinischer Kurs in kieferorthopädischer Triage,ZKO_M2.1,Exercise Group,"Raphael Patcas, Spyridon Papageorgiou, Vasiliki Koretsi",German,Clinical Course in Orthodontics,N/A,N/A,N/A,N/A
Automatic Speech Processing [Introduction],521j033a,Lecture with Practical Exercises,Eleanor Rosalie Chodroff,English,Automatic Speech Processing [Introduction],Tuesday,Afternoon,14,15
Excursion,521j035a,Field Trip,Manfred Klenner,English,Excursion,N/A,N/A,N/A,N/A
Sommerschule,521j037a,Independent Study,Manfred Klenner,"English, German",Sommerschule,N/A,N/A,N/A,N/A
"Filmanalyse, Gruppe A",255-001a,Seminar,Philipp Brunner,German,Introduction to the Methods in Film Studies,Monday,Morning,10,13
"Lehr- und Lernort Berufsfachschule, Teil 1: Unterrichtsfach Sport",090LLB1S,Seminar,Andreas Thoma,German,Unterrichtsgestaltung und Schulentwicklung an Berufsfachschulen,Thursday,Morning,8,9
Fachdidaktik Chemie I,090Ch1,Course,Amadeus Bärtsch,German,Subject Didactics Chemistry I,Friday,Afternoon,16,18
Fachdidaktik Deutsch II,090Web2,Course,Christine Weber,German,Subject Didactics German II,Monday,Morning,10,12
Fachdidaktik Deutsch II,090Wam2,Course,Philippe Wampfler,German,Subject Didactics German II,Monday,Morning,10,12
Fachdidaktik Geographie III,090GG3,Lecture with Practical Exercises,"Peter Abegglen, Patrik Weiss",German,Subject Didactics Geography III,Wednesday,Afternoon,16,18
Fachdidaktik Geschichte III,090Ro3,Lecture with Practical Exercises,Urs Roemer,German,Subject Didactics History III,Friday,Morning,10,12
Fundamental Probability for Finance (I+II) (L),22MO0058,Course,Marc Paolella,English,Fundamental Probability for Finance (I+II) (L),Tuesday,Morning,10,12
Statistical Foundations for Finance (Mathematical and Computational Statistics with a View,Finance22MO0103,Course,Marc Paolella,English,Statistical Foundations for Finance (Mathematical and Computational Statistics with a,Tuesday,Afternoon,16,18
Real Analysis I (L),22MO0194,Course,Marc Paolella,English,Real Analysis I (L),Tuesday,Afternoon,12,13
Bilanzanalyse und internationale Rechnungslegung (S) (Financial statement analysis and,accounting22BO0039,Seminar,Oliver Köster,German,Bilanzanalyse und internationale Rechnungslegung (S) (Financial statement analysis,Monday,Morning,10,14
ME4: Accounting and Economics (L+E),22MO0004,Lecture with Practical Exercises,"Robert F. Göx, Dieter Pfaff",English,ME4: Accounting and Economics (L+E),Tuesday,Afternoon,12,13
Praxisfälle aus der Wirtschaftsprüfung (S) (Seminar: Selected Cases in Auditing),22MO0051,Seminar,Dieter Pfaff,German,Praxisfälle aus der Wirtschaftsprüfung (S) (Seminar: Selected Cases in Auditing),Friday,Morning,9,18
Fallstudienseminar zu Transfer Pricing (S),22MO0098,Seminar,Dieter Pfaff,German,Fallstudienseminar zu Transfer Pricing (S),Monday,Morning,8,18
Seminar zum Accounting: Controlling in Fallstudien,22MO0195,Seminar,Dieter Pfaff,German,Seminar zum Accounting: Controlling in Fallstudien,Thursday,Morning,8,18
Allgemeine Pathologie,Z_PAT3.1,Course,"Chantal Pauli, Sabine Rohrmann, Zsuzsanna Varga, Marco Bühler, Katharina Ursula Endhardt, Martina Haberecker, Miriam Anna Elisabeth Nowack, Michael Dieter Reinehr, Antonia Töpfer",German,"Individual Examination Bachelor 3.1, theoretical, dental and medical Basics",N/A,N/A,N/A,N/A
Okklusion und Unterkieferbewegungen,Z_KFS3.1,Course,"Rengin Attin, Vera Colombo, Jenni Inari Hjerppe",German,"Individual Examination Bachelor 3.1, theoretical, dental and medical Basics",N/A,N/A,N/A,N/A
Orale Pathologie,ZPATM1.1,Course,"Franz E. Weber, Chantal Pauli, Daniela Mihic-Probst, Marianne Tinguely Kovarik, Zsuzsanna Varga, Paul Schumann, Stephan Studer, David Johannes Balun, Valerian Alexander Dirr, Daniel Farhoumand, Martina Haberecker, Johann Hartmannsgruber, Birgit Helmchen, Danielle Kundert, Günter Müller, Marc Precht",German,"Individual Examination Master 1.1, theoretical, dental and medical Basics",N/A,N/A,N/A,N/A
Propädeutischer Kurs in Okklusionsanalyse,Z_OKKL1,Exercise Group,"Mutlu Özcan, Rengin Attin, Vera Colombo, Tonino Di Bello, Jenni Inari Hjerppe, Natalija Semenic",German,Propaedeutic Course in Occlusion Analysis,N/A,N/A,N/A,N/A
OT Lecture: Mishnaic Hebrew and Early Rabbinic Literature,14SV021,Course,Iuliana Schrepfer,English,AT Vorlesung: Mischna-Hebräisch und frührabbinische Literatur,Monday,Afternoon,14,15
Computational Forensic Linguistics,521j528a,Course,"Gerold Schneider, Manfred Klenner, Ahmet Yavuz Uluslu",English,Computational Forensic Linguistics,Wednesday,Afternoon,12,13
Language Technology for Social Media Analysis,521j531a,Seminar,"Martin Volk, Thomas N. Friemel, Julia Müller",English,Language Technology for Social Media Analysis,Thursday,Morning,10,12
A Neuropsychological View on Speech and Language Disorders,521j534a,Seminar,Nathalie Régine Giroud Rickenbacher,English,A Neuropsychological View on Speech and Language Disorders,Tuesday,Morning,10,12
Summer School,521j536a,Independent Study,Manfred Klenner,English,Summer School,N/A,N/A,N/A,N/A
Frontiers in Social Neuroscience and Neuroeconomics (S),DOEC0068,Seminar,"Carlos Alos-Ferrer, Ernst Fehr, Christian Ruff, Todd Anthony Hare, Philippe Tobler",English,Frontiers in Social Neuroscience and Neuroeconomics (S),Tuesday,Morning,9,17
Scientific programming for neuroeconomic experiments (S),DOEC0267,Seminar,Christian Ruff,English,Scientific programming for neuroeconomic experiments (S),Wednesday,Morning,10,12
Non-Invasive Brain Stimulation for Neuroeconomics (S),DOEC0530,Seminar,Christian Ruff,English,Non-Invasive Brain Stimulation for Neuroeconomics (S),Thursday,Morning,10,12
Current Topics in Neuroeconomics and Decision Neuroscience (S),DOEC0634,Seminar,Christian Ruff,English,Current Topics in Neuroeconomics and Decision Neuroscience (S),Wednesday,Afternoon,12,14
Vision Algorithms for Mobile Robotics (L+E),DINF2039,Lecture with Practical Exercises,Davide Scaramuzza,English,Vision Algorithms for Mobile Robotics (L+E),Thursday,Morning,8,9
Theorien der Multinationalen Unternehmung (S) (Theories of Multinational Corporation),22BO0059,Seminar,Andreas Scherer,German,Theorien der Multinationalen Unternehmung (S) (Theories of Multinational,Tuesday,Morning,10,12
Wissenschaftstheorie (V) (Philosophy of Science),22MO0054,Course,Andreas Scherer,German,Wissenschaftstheorie (V) (Philosophy of Science),Monday,Afternoon,14,15
Seminar on Responsible Leadership (S),22MO0080,Seminar,Christian Vögtlin,English,Seminar on Responsible Leadership (S),Wednesday,Afternoon,14,18
Current Topics in Management and Business Ethics (S) HS23,DOEC1099,Seminar,John Matthew Amis,English,Current Topics in Management and Business Ethics (S) HS23,Monday,Morning,9,17
Doktoranden- und Forschungsseminar (S) HS23 (Research Seminar HS23),DOEC1100,Seminar,Andreas Scherer,German,Doktoranden- und Forschungsseminar (S) HS23 (Research Seminar HS23),Tuesday,Afternoon,16,18
Macroeconomics for Research Students Part I (Ph.D.) (L),DOEC0380,Course,"Florian Scheuer, David Hémous",English,Macroeconomics for Research Students Part I (Ph.D.) (L+E),Monday,Morning,10,12
Macroeconomics for Research Students Part I (Ph.D.) (E),DOEC0380,Exercise Group,"Frederik Hermann Bennhoff, Carole Anne Sophie Marullaz",English,Macroeconomics for Research Students Part I (Ph.D.) (L+E),Friday,Afternoon,14,15
Macro Reading Group (S),DOEC6125,Seminar,"Florian Scheuer, David Hémous, Alessandro Ferrari",English,Macro Reading Group (S),Monday,Afternoon,13,14
Umwelt- und Ressourcenökonomik (V) (Environmental and Resource Economics),22BO0023,Course,Armin Rolf M. Schmutzler,German,Umwelt- und Ressourcenökonomik (V) (Environmental and Resource Economics),Thursday,Morning,8,9
Recent Developments in Competition Policy (S),22MO0074,Seminar,Armin Rolf M. Schmutzler,English,Recent Developments in Competition Policy (S),Thursday,Afternoon,14,16
Topics in Microeconomics (S) HS23,DOEC1101,Seminar,"Nick Netzer, Armin Rolf M. Schmutzler",English,Topics in Microeconomics (S) HS23,Thursday,Afternoon,16,18
Microeconomics Seminar (ETH/UZH) (S),DOEC6089,Seminar,"Christian Ewerhart, Nick Netzer, Marek G. Pycia, Armin Rolf M. Schmutzler, Jakub Steiner, Hans Gersbach, Barton Edward Allan Lee",English,Microeconomics Seminar (ETH/UZH) (S),Thursday,Afternoon,12,13
Wirtschaftsinformatik II (V+Ü) (Business Informatics II),22BI0005,Lecture with Practical Exercises,"Gerhard Schwabe, Mateusz Dolata",German,Wirtschaftsinformatik II (V+Ü) (Business Informatics II),Friday,Morning,10,13
Information Management (L+E),22MI0001,Lecture with Practical Exercises,Gerhard Schwabe,English,Information Management (L+E),Thursday,Morning,10,13
Enterprise IT-Architectures (L+E),22MI0012,Lecture with Practical Exercises,"Hans-Peter Hoidn, Kai Schwidder",English,Enterprise IT-Architectures (L+E),Friday,Afternoon,12,13
Mediävistisches Praktikum,620j503a,Practical Training,N/A,German,Practical course,N/A,N/A,N/A,N/A
Research Colloquium Language &amp; Medicine,271G608a,Colloquium,"Johannes Kabatek, Birgit Kleim, Tobias Kleinjung, Susanne Wegener, Nathalie Régine Giroud Rickenbacher, Gerold Schneider, Yvonne Ilg, Anke Maatz",English,Research Colloquium Language &amp; Medicine,Thursday,Afternoon,13,16
Mikroökonomik I (V) (Microeconomics I),22AOEC03,Course,Ulf Zölitz,German,Mikroökonomik I (V+Ü) (Microeconomics I),Thursday,Afternoon,14,15
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Tuesday,Morning,8,9
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Tuesday,Morning,10,12
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Tuesday,Morning,10,12
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Tuesday,Afternoon,12,13
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Tuesday,Afternoon,12,13
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Tuesday,Afternoon,14,15
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Wednesday,Morning,10,12
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Wednesday,Afternoon,12,13
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Wednesday,Afternoon,12,13
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Wednesday,Afternoon,14,15
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Thursday,Afternoon,12,13
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Thursday,Afternoon,12,13
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,"Patricia Maria Katharina Pálffy, Simone Tuor Sartore",German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),Wednesday,Morning,8,9
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,"Patricia Maria Katharina Pálffy, Simone Tuor Sartore",German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),Wednesday,Morning,8,9
Doctoral Seminar Information Management,DINF1126,Seminar,"Gerhard Schwabe, Mateusz Dolata",English,Doctoral Seminar Information Management,Wednesday,Afternoon,12,13
The Economics of Human Capital (S),22MO0100,Seminar,Carmit Segal,English,The Economics of Human Capital (S),Thursday,Afternoon,12,15
Change Management (L),22BO0032,Course,David Nils Otto Seidl,German,Change Management (L),Thursday,Morning,10,12
Case Studies: Organisationsberatung (mit Kooperationspartnern aus der Praxis) (S),22MO0050,Seminar,David Nils Otto Seidl,German,Case Studies: Organisationsberatung (mit Kooperationspartnern aus der Praxis) (S),Friday,Morning,9,14
The Practice of Strategy (S),22MO0052,Seminar,Tania Ulrike Räcker,English,The Practice of Strategy (S),Wednesday,Morning,9,12
"Organization, Management, and Theories of the Firm (S)",DOEC0348,Seminar,"Andreas Scherer, David Nils Otto Seidl",English,"Organization, Management, and Theories of the Firm (S)",Thursday,Morning,8,18
Theorizing and Writing Qualitative Work - From data analysis to theorization HS23,DOEC1102,Seminar,"David Nils Otto Seidl, Tammar Beth Zilber",English,Theorizing and Writing Qualitative Work - From data analysis to theorization HS23,Tuesday,Morning,9,16
Algorithmic Game Theory and Mechanism Design (L+E),22BMI002,Lecture with Practical Exercises,Sven Seuken,English,Algorithmic Game Theory and Mechanism Design (L+E),Wednesday,Afternoon,12,13
Combinatorial Algorithms (L+E),22MI0018,Lecture with Practical Exercises,Alexander Offtermatt Souza,English,Combinatorial Algorithms (L+E),Wednesday,Afternoon,14,18
Behavioral Theory (L),22MO0081,Course,Jakub Steiner,English,Behavioral Theory (L+E),Tuesday,Morning,10,12
Behavioral Theory (E),22MO0081,Exercise Group,"Juuso Matias Kiviranta, Philipp Sternal",English,Behavioral Theory (L+E),Thursday,Afternoon,14,15
Computer Networks and Distributed Systems (L+E) (Kommunikationsnetze und Verteilte,22BI0006,Lecture with Practical Exercises,Burkhard Stiller,English,Computer Networks and Distributed Systems (L+E) (Kommunikationsnetze und,Thursday,Morning,8,12
Seminar: Internet Economics (BSc),22BIS001,Seminar,Burkhard Stiller,English,Seminar: Internet Economics (BSc),Thursday,Afternoon,12,13
Protocols for Multi-media Communications (PMMK) (L+E),22MI0010,Lecture with Practical Exercises,Burkhard Stiller,English,Protocols for Multi-media Communications (PMMK) (L+E),Wednesday,Morning,8,12
Communication Systems Lab Course (PR),22MI0021,Practical Training,Burkhard Stiller,English,Communication Systems Lab Course (PR),Tuesday,Afternoon,14,18
Computer Network Security Principles,22MI0022,Lecture with Practical Exercises,Burkhard Stiller,English,Computer Network Security Principles,Wednesday,Morning,10,12
Seminar: Internet Economics (MSc),22MIS001,Seminar,Burkhard Stiller,English,Seminar: Internet Economics (MSc),Thursday,Afternoon,12,13
Introduction to Operations Research (L+E),22BO0010,Lecture with Practical Exercises,Tarkan Tan,English,Introduction to Operations Research (L+E),Tuesday,Afternoon,12,15
Doing Research in Operations Management HS23,DOEC1110,Seminar,"Christiane Barz, Oleg A. Prokopyev, Tarkan Tan",English,Doing Research in Operations Management HS23,Tuesday,Morning,10,12
Seminar: Blockchain Platforms (BSc),22BIS016,Seminar,Claudio Juan Tessone,English,Seminar: Blockchain Platforms (BSc),Thursday,Morning,8,9
Network Science (L+E),22MI0019,Lecture with Practical Exercises,Claudio Juan Tessone,English,Network Science (L+E),Monday,Morning,8,12
Blockchain and Crypto Economics (L&amp;E),22MI0036,Lecture with Practical Exercises,Claudio Juan Tessone,English,Blockchain and Crypto Economics (L&amp;E),Tuesday,Afternoon,12,15
Seminar: Blockchain Platforms (MSc),22MIS016,Seminar,Claudio Juan Tessone,English,Seminar: Blockchain Platforms (MSc),Thursday,Morning,8,9
PhD Seminar on Blockchain Research (S),DINF1138,Seminar,Claudio Juan Tessone,English,PhD Seminar on Blockchain Research (S),N/A,N/A,N/A,N/A
"digital social sciences: AI, Text2Data and Applied Economics (S)",DOEC6116,Seminar,"Hans-Joachim Voth, David Yanagizawa-Drott",English,"digital social sciences: AI, Text2Data and Applied Economics (S)",Tuesday,Morning,10,14
Zurich GSE Placement Class (V),DOEC6121,Course,Hans-Joachim Voth,English,Zurich GSE Placement Class (V),Tuesday,Morning,8,9
Gr 1 La langue française sur l'axe diac,390-009a,Seminar,Martin-Dietrich Glessgen,French,Core Areas,Monday,Afternoon,14,15
Gr 2 La langue française sur l'axe diac,390-009a,Seminar,Seraina Montigel,French,Core Areas,Thursday,Afternoon,12,13
Corporate Finance (L+E),22BO0008,Lecture with Practical Exercises,Zacharias Sautner,German,Corporate Finance (L+E),Tuesday,Morning,8,9
"Langue française (niveau moyen), groupe 1",390-010a,Language Course,Marie Elisabeth Thérése Burkhardt,French,French Language (Medium degree),Tuesday,Afternoon,12,13
Finance with Excel (S),22BO0016,Seminar,"Sandro Braun, Fabian Forrer, Luzius Neubert, Benjamin Wilding",German,Finance with Excel (S),Thursday,Morning,8,18
Business- &amp; Finance-Game (S),22BO0018,Seminar,"Johanna Braun, Roland Schläfli, Benjamin Wilding",German,Business- &amp; Finance-Game (S),Monday,Morning,8,18
Unternehmensberichterstattung und Corporate Governance (S) (Value Reporting and,22BO0019,Seminar,"Alexander Florian Wagner, Sascha Andre Behnk, Arun Vasudevan",German,Unternehmensberichterstattung und Corporate Governance (S) (Value Reporting and,Monday,Morning,9,18
"Langue française (niveau moyen), groupe 2",390-010a,Language Course,Dagmar Wieser,French,French Language (Medium degree),Thursday,Afternoon,16,18
Aktuelle Trends im Private Banking (S) (Current Trends in Private Banking),22BO0052,Seminar,Christian Georg Bührer,German,Aktuelle Trends im Private Banking (S) (Current Trends in Private Banking),Thursday,Morning,8,18
Seminar Corporate Governance (S),22MO0041,Seminar,Christoph Wenk Bernasconi,English,Seminar Corporate Governance (S),Friday,Morning,8,9
Interdisziplinäres Seminar Mergers and Acquisitions (Interdisciplinary seminar mergers,22MO0048,Seminar,"Hans-Ueli Vogt, Alexander Florian Wagner, Rolf Watter, Karoly Christian Köpe",German,Interdisziplinäres Seminar Mergers and Acquisitions (Interdisciplinary seminar mergers,Monday,Morning,8,18
Unternehmensbewertung in der Praxis (S) (Valuation in practice),22MO0049,Seminar,"Alexander Florian Wagner, Rudolf Volkart, Christian Hirzel, Thomas Vettiger",German,Unternehmensbewertung in der Praxis (S) (Valuation in practice),Monday,Morning,8,17
Corporate Finance (L),DFOEC007,Course,"Kjell G. Nyborg, Alexander Florian Wagner",English,Corporate Finance (L),Monday,Morning,9,12
Partie I: Production écrite / compréhension écrite / grammaire (groupe 1),crite,compréhension écrite,Cyril Dubois,French,French Language (C1),Tuesday,Morning,8,9
Advanced Microeconomics I (L),22MO0012,Course,Roberto A. Weber,English,Advanced Microeconomics I (L+E),Wednesday,Morning,10,12
Partie I: Production écrite / compréhension écrite / grammaire (groupe 2),crite,compréhension écrite,Cyril Dubois,French,French Language (C1),Tuesday,Afternoon,12,13
Advanced Microeconomics I (E),22MO0012,Exercise Group,"Lorenzo Arcà, Benjamin Alessandro Riva, Daniela Santos Cardenas",English,Advanced Microeconomics I (L+E),Wednesday,Afternoon,16,18
Grundlagen Interdisziplinären Arbeitens,683-001a,Lecture with Practical Exercises,"Philippe Della Casa, Christina Maria Leypold, Rouven Turck","German, English",Principles of interdisciplinary work,Wednesday,Morning,10,12
Basiswissen Interdisziplinäre Archä_ften,683-002a,Seminar,Niels Bleicher,German,Basics in IAS,Wednesday,Afternoon,14,15
Externes Praktikum IAW,683-005a,Practical Training,Rouven Turck,German,Professional traineeship,N/A,N/A,N/A,N/A
Wissenschaftliches Zeichnen,683j004a,Exercise Group,Oliver Bruderer,German,Visual Documentation,Thursday,Afternoon,12,15
Fachwissenschaftlich-fachdidaktische Vertiefung in Deutsch,090FWVD1,Seminar,André Bucher,German,Advances in didactics of German language teaching,Tuesday,Afternoon,14,15
Advanced Microeconomics I (E),22MO0012,Exercise Group,"Lorenzo Arcà, Benjamin Alessandro Riva, Daniela Santos Cardenas",English,Advanced Microeconomics I (L+E),Friday,Afternoon,12,13
Introductory Maths Course (L+E),DOEC0447,Lecture with Practical Exercises,"Agustina Colonna, Andreas Hefti, Stine Solveig Helmke, Felix Samy Soliman",English,Introductory Maths Course (L+E),Monday,Morning,9,16
Experimental and Behavioral Economics Seminar (S),DOEC0524,Seminar,"Björn Bartling, Ernst Fehr, Roberto A. Weber, Sandro Ambühl",English,Experimental and Behavioral Economics Seminar (S),Friday,Afternoon,12,13
PhD Course: Behavioral Economics (L),DOEC0802,Course,Roberto A. Weber,English,PhD Course: Behavioral Economics (L),Monday,Morning,10,12
Programming Practices for Research in Economics (L),DOEC0879,Lecture with Practical Exercises,Wirtschaftswiss. Fakultät N.N.-Dozent,English,Programming Practices for Research in Economics (L),Thursday,Morning,9,17
Zurich GSE Research Seminar HS23,DOEC1103,Seminar,Wirtschaftswiss. Fakultät N.N.-Dozent,English,Zurich GSE Research Seminar HS23,N/A,N/A,N/A,N/A
Techniques de la traduction (B2/C1),390-013a,Language Course,Dagmar Wieser,German,French Language (B2/C1) - Translation (German-French),Friday,Afternoon,14,15
Zurich GSE Short Course HS23,DOEC1104,Seminar,Wirtschaftswiss. Fakultät N.N.-Dozent,English,Zurich GSE Short Course HS23,N/A,N/A,N/A,N/A
Zurich GSE Advanced Research Seminar HS23,DOEC1105,Seminar,Wirtschaftswiss. Fakultät N.N.-Dozent,English,Zurich GSE Advanced Research Seminar HS23,N/A,N/A,N/A,N/A
Faculty Research for Graduate Students (S),DOEC6110,Seminar,Wirtschaftswiss. Fakultät N.N.-Dozent,English,Faculty Research for Graduate Students (S),Monday,Afternoon,16,18
Einführung in die empirische Wirtschaftsforschung (V) (Introductory Econometrics),22BO0002,Course,Rainer Winkelmann,German,Einführung in die empirische Wirtschaftsforschung (V+Ü) (Introductory Econometrics),Tuesday,Morning,10,12
