Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
Machine Learning for Natural LanguageProcessing 1,521-505a,Tutorat,Simon Clematide,English,Machine Learning for Natural Language Processing 1
Machine Learning for Natural LanguageProcessing 1,521-505a,Course,Simon Clematide,English,Machine Learning for Natural Language Processing 1
Artificial Intelligence for Language Accessibility,521-532a,Lecture with Practical Exercises,Sarah Ebling,English,Artificial Intelligence for Language Accessibility
Mathematische Grundlagen der Computerlinguistik 2,521l001a,Lecture with Practical Exercises,Lena Sophia Bolliger,English,Mathematical Foundations of Computational Linguistics 2
"Seminar: Bioethics, Biolaw and Emerging Technologies",90MA-2,Seminar,Roberto Andorno,English,Master's Thesis
Intermediate Python Programming,DSI_IPP,Course,Alberto Bacchelli,English,Intermediate Python Programming
Einführung in die Rechtswissenschaft Gruppe 1,60PM1-1,Course,Hans-Ueli Vogt,German,Introduction to Law
Einführung in die Rechtswissenschaft Gruppe 2,60PM1-1,Course,Matthias Mahlmann,German,Introduction to Law
Begleitseminar Einführung Germanistische Linguistik A (Gruppe 1),360-101a,Seminar,Eyal Liron Dolev,German,Introduction to German Linguistics A
Begleitseminar Einführung Germanistische Linguistik A (Gruppe 2),360-101a,Seminar,Xenia Bojarski,German,Introduction to German Linguistics A
Good Statistical Practice,STA472,Course,Reinhard Furrer,English,STA 472 Good Statistical Practice
Exercises Statistical Modeling,STA121.2,Exercise Group,N/A,English,STA 121 Statistical Modeling
Statistical Methods for the Analysis of Microarray and Short-Read Sequencing Data,STA426.2,Exercise Group,Hubert Rehrauer,English,STA 426DP Statistical Analysis of High- Throughput Genomic and Transcriptomic Data
Statistical Modeling,STA121.1,Course,Zofia Baranczuk-Turska,English,STA 121 Statistical Modeling
Statistical Analysis of High-Throughput Genomic and Transcriptomic Data,STA426.1,Course,Hubert Rehrauer,English,STA 426DP Statistical Analysis of High- Throughput Genomic and Transcriptomic Data
Analysis III,MAT221.1,Course,Corinna Ulcigrai,English,MAT 221 Analysis III
Topology,MAT701.1,Course,Joseph Ayoub,English,MAT 701 Topology
Lineare Algebra für die Naturwissenschaften,MAT141.1,Course,Christoph Luchsinger,English,MAT 141 Linear Algebra for Natural Sciences
Analysis I,MAT121.1,Course,Alexander Gorodnik,German,MAT 121 Analysis I
Complex Networks Theory and Applications,MAT933.1,Course,N/A,English,MAT 933DP Complex Networks Theory and Applications
Programming,MAT101.1,Course,Gauthier Wissocq,English,MAT 101 Programming
Contemporary Analysis for Ecology,EEE352,Course,Pascal Niklaus,English,EEE 352 Contemporary Analysis for Ecology
Einführung in die Neuere deutsche Literaturwissenschaft: Begleitseminar 5,360-104a,Seminar,Urs Giezendanner,German,Introduction to Modern German Literature
Primate Evolutionary Biology,BIO201,Course,Judith Maria Burkart,English,BIO 201 Primate Evolutionary Biology
Molekulare und klassische Genetik Vorlesung,BIO111.1,Lecture with Practical Exercises,Konrad Basler,German,BIO 111 Molecular and Classical Genetics
Student Research Retreat in Microbiology and Immunology,BME644,Doktorandenseminar,Rolf Kümmerli,English,BME 644 Student Research Retreat in Microbiology and Immunology
Von Affenmenschen und Menschenaffen,BIO214,Course,Hans-Konrad Schmutz,German,BIO 214 Of ape men and man apes
"Evolution of the Human Brain, Cognition, and Language",BIO219,Course,Lucio Vinicius Castilho,English,"BIO 219 Evolution of the Human Brain, Cognition, and Language"
Anthropological Seminar Series,BIO551,Colloquium,Judith Maria Burkart,English,BIO 551 Anthropological Seminar Series
Hydrological Modelling and Programming,GEO475.2,Lecture with Practical Exercises,Math.-naturwiss. Fakultät N.N.-Dozent,English,GEO 475 Hydrological Modelling and Programming
"FR.S410.2 Linguistique française I, Groupe 2",390x410a,PHZH SEK I Module,Harald Völker,French,French Linguistics I
"FR.S410.1 Linguistique française I, Groupe 1",390x410a,PHZH SEK I Module,Harald Völker,French,French Linguistics I
EN.S410 English Linguistics I,440x410a,PHZH SEK I Module,Annina Seiler Rübekeil,English,EN.S410 English Linguistics I
"GGP.S410.1 Grundkurs Geschichte 1, Gruppe 1",600x410a,PHZH SEK I Module,Andrea Scherer,German,GGP.S410: Basic Course History 1
"GGP.S410.3 Grundkurs Geschichte 1, Gruppe 3",600x410a,PHZH SEK I Module,Andrea Scherer,German,GGP.S410: Basic Course History 1
Ältere deutsche Literatur – Grundlagen und Methoden (Seminar 1),360-109a,Seminar,Damaris Leimgruber,German,Medieval and Early Modern German Literature - Basics and Methods
Geschlechtercodierungen in der Literatur aus der Schweiz,360-113a,Colloquium,Martina Wernli,German,Literature in Switzerland
Forschungskolloquium Lehrstuhl Schneider,360l557a,Colloquium,Sabine Schneider,German,Forschungskolloquium Lehrstuhl Schneider
Illustrations in Natural History,BIO271,Course,Christian Klug,German,BIO 271 Illustrations in Natural History
Evolution and Paleobiology of Plants,BIO265,Lecture with Practical Exercises,Elke Schneebeli,English,BIO 265 Evolution and Paleobiology of Plants
Proseminar Theoretische Physik,PHY391.1,Proseminar,Peter Stoffer,German,PHY 391 Proseminar Theoretical Physics
3D Modelling,683l014a,Sonstiges,Philosophische Fakultät N.N.-Dozent,English,Computer Applications
Kunst- und Kulturrecht,90GL9-1,Course,Christoph Beat Graber,German,Art Law and Culture
"Legal Theory - Law between Neuroscience, Psychology and Behavioral Economics",90GL14-1,Course,Matthias Mahlmann,English,Legal Theory
Typologies of Linguistic Structures,272-518a,Seminar,Stefan Schnell,English,Typologies of Linguistic Structures
Linguistic Analysis and Annotation – Practical Application,272-515a,Exercise Group,John Mansfield,English,Linguistic Analysis and Annotation – Practical Application
Gesellschaftsrecht Gruppe 1,120PM4-1,Course,Lukas Müller,German,Company Law for future notaries
Principles of Corporate Law,90CL4-1,Course,Kern Alexander,English,Mobility Exam Principles of Corporate Law (MLaw)
Contract Design I,90WM4-1,Lecture with Practical Exercises,Alexander Stremitzer,English,Contract Design I
Strafrecht AT I Gruppe 1,60PM7-1,Course,Gunhild Barbara Godenzi,German,"Criminal Law I, Part 1 (no exam registration)"
Strafrecht AT I Gruppe 2,60PM7-1,Course,Felix Bommer,German,"Criminal Law I, Part 1 (no exam registration)"
"Nature, Money, Empire: Japanese Moral Philosophy at the Turn of the 19th Century",290l613a,Seminar,Raji Steineck,English,"Nature, Money, Empire: Japanese Moral Philosophy at the Turn of the 19th Century"
Advanced English for academic purposes,_E_AdvE,Sprachkurs,David Camorani,English,Advanced English for academic purposes
Advanced English for academic purposes,_E_AdvE,Sprachkurs,David Camorani,English,Advanced English for academic purposes
Advanced writing workshop C1-C2 (7 sessions) (English),_E_AWrW,Sprachkurs,Kimberly Lewis,English,Advanced writing workshop
Doctoral and research writing C1-C2 (English),_E_ZWdr,Sprachkurs,Kimberly Lewis,English,Doctoral and research writing
Militärstrafrecht,120WM2-1,Course,Stefan Flachsmann,German,Military Criminal Law
European Criminal Law,90IL3-1,Course,Lukas Staffler,English,Mobility Exam European Criminal Law (MLaw)
Advanced writing and speaking C1-C2 (English),_E_AWrSC,Sprachkurs,Kimberly Lewis,English,Advanced writing and speaking C1-C2 (English)
Literarische Lektüre: Gegenwartsliteratur Japans,290-012a,Exercise Group,Daniela Tan,German,Readings in Japanese Literature
Cambridge C2 Proficiency test preparation C1-C2 (English),_E_C2PE,Sprachkurs,Paschal Maher,English,Cambridge C2 Proficiency preparation
English for work B2-C1,_E_ZWork,Sprachkurs,Paschal Maher,English,English for work B2-C1
Digital Transformation - a Scientific Overview,DSI_DTOR,Seminar,Michael Coors,English,Digital Transformation - a Scientific Overview
Teamwork on Digital Transformation Challenges I,DSI_DTC1,Seminar,Ursula Brack,English,Teamwork on Digital Transformation Challenges I
Kriminaltechnik - Naturwissenschaftliche Forensik und Rechtsmedizin,90WM19-1,Course,Jörg Arnold,German,Forensic Science and Medicine
Allgemeines Verwaltungsrecht Gruppe 1,120PM6-1,Lecture with Practical Exercises,Alain Griffel,German,"Public Law II, Part 1 (no exam registration)"
Europarecht Gruppe 1,120PM7-2,Course,Matthias Oesch,German,"Public International Law/European Law, Part 1 (no exam registration)"
Bewegungsapparat,.121_bw,Lecture with Practical Exercises,Giuliano Corte,German,Locomotory System
Analytische Hörpraxis,760-004a,Exercise Group,Doris Lanz,German,Analytical Listening
"Ovid, Heroides (Proseminar lateinische Literatur)",323l003a,Seminar,Beate Beer,German,"Ovid, Heroides (Proseminar Latin Literature)"
Angewandte Medien- und Publikumsforschung,254-050a,Course,Florin Büchel,German,Applied Media and Audience Research
Angewandte Akustik und Physiologie des Ohres,760l009a,Exercise Group,Jörg Bohlender,German,Applied acoustics and physiology of the ear
Altitalische Textlektüre (Seminar lateinische Linguistik),323l015a,Seminar,Florian Sommer,German,Italic Texts (Seminar Latin Linguistics)
PhD Course: Market Design HS24,DOEC1156,Course,Marek G. Pycia,English,PhD Course: Market Design HS24
Paläographie I: Die lateinische Schrift vor der Karolingerzeit,324l505a,Exercise Group,Carmen Cardelle,German,Paleography I: The Latin Scripts before the Carolingian Era
Current Debates in Social Anthropology,721-500a,Seminar,Johannes Quack,English,Current Debates in Social Anthropology
Macroeconomics for Research Students Part I (Ph.D.) (L),DOEC0380,Course,David Hémous,English,Macroeconomics for Research Students Part I (Ph.D.) (L+E)
Macro Reading Group (S),DOEC6125,Doktorandenseminar,Timo Boppart,English,Macro Reading Group (S)
Introductory Course Neuroscience I (HS),SPV0Y050,Course,Irmgard Amrein,English,Introductory Course Neuroscience I
Forschungskolloquium über klinische Grundlagenforschung für Doktorierende und Assistierende,BCH0Y030,Colloquium,Matthias Baumgartner,German,"Kolloquium Fundamental research in clinical Biochemistry (for doctoral students,"
Klinisch-biochemisches Kolloquium,BCH0Y020,Colloquium,Matthias Baumgartner,German,Kolloquium in clinical Biochemistry
Introductory Course in Neuroscience II ( FS),SPV0Y020,Course,Marc Bolliger,English,Introductory Course in Neuroscience II ( FS)
Kolloquium über aktuelle Hirnforschung,SPV0Y030,Colloquium,Csaba Földy,German,"Kolloquium über aktuelle Hirnforschung, im Institut"
Doing Research in Operations Management HS24,DOEC1161,Doktorandenseminar,Christiane Barz,English,Doing Research in Operations Management HS24
Demokratie und Erziehung,234-505a,Seminar,Lisa Dillinger,German,Democracy and Education
Poliklinische Visite,DER0M040,Kurs,Florian Anzengruber,German,Poliklinische Visite
Kolloquium Psychotherapie undPsychosomatik,PSY0M050,Colloquium,David Briner,German,Kolloquium Psychotherapie und Psychosomatik
Psychophysiologie psychotroper Substanzen,PSY0M030,Course,Simone Grimm,German,Psychophysiologie psychotroper Substanzen
Forschungskolloquium für Doktoranden,PSY0M100,Colloquium,Susanne Walitza,German,Forschungskolloquium für Doktoranden
Journal Club der Abteilung Virale Immunbiologie des Instituts für Experimentelle Immunologie,IMM17006,Seminar,Christian Münz,German,Journal Club der Abteilung Virale Immunbiologie des Instituts für Experimentelle
Network Science (L+E),22MI0019,Lecture with Practical Exercises,Claudio Tessone,English,Network Science (L+E)
Development Economics (E),22BO0119,Exercise Group,Matteo Machiorlatti,English,Development Economics (L+E)
Chronological Modelling,683l010a,Sonstiges,Eythan Levy,English,Chronological Modelling
Corporate Finance (PhD),DFOEC007,Course,Kjell G. Nyborg,English,Corporate Finance (PhD)
PhD Course: Behavioral Economics (L),DOEC0802,Course,Roberto A. Weber,English,PhD Course: Behavioral Economics (L)
Faculty Research for Graduate Students (S),DOEC6110,Doktorandenseminar,Wirtschaftswiss. Fakultät N.N.-Dozent,English,Faculty Research for Graduate Students (S)
Intermediate Statistics (L),22MO0059,Course,Michael Wolf,English,Intermediate Statistics (L+E)
Economics of Child and Youth Development (S),22MO0229,Seminar,Ulf Zölitz,English,Economics of Child and Youth Development (S)
Arbeitsmarktökonomik (V) (Laboreconomics),22BO0047,Course,Josef Zweimüller,German,Arbeitsmarktökonomik (V + Ü) (Labor economics)
Fundamentos de la Narratología (grupo 1),427-001a,Seminar,Roberto Mejias Méndez,Spanish,Fundamental Principles of Literary Analysis
Análisis Discursivo de Textos Literarios Españoles: Algunos Minicuentos del Siglo XX,427-004a,Seminar,Itziar Lopez Guil,Spanish,Analysis of Spanish Literary Texts
Spracherwerb Schwedisch a,360-206a,Sprachkurs,Anna Schaffner,"German, Swedish",Swedish Language Acquisition
Grundlagen der Sinologie,280-001a,Exercise Group,Brigit Knüsel Adamec,German,Introduction to Sinology
Grundlagen der Sinologie,280-001b,Exercise Group,Brigit Knüsel Adamec,German,Introduction to Sinology
Modernchinesisch 1,280-010a,Sprachkurs,Franziska Huber,"German, Chinese",Modern Chinese 1
Modernchinesisch 3,280-013a,Sprachkurs,Xiaobin Hu,"Chinese, German",Modern Chinese 3
Modernchinesisch 5: Literarische Texte,280-015a,Sprachkurs,Franziska Huber,"German, Chinese",Modern Chinese 5
Mathematik I (V) (Mathematics I),22AOEC04,Course,Christiane Barz,German,Mathematik I (V+Ü) (Mathematics I)
Mathematik I (Ü) (Mathematics I),22AOEC04,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik I (V+Ü) (Mathematics I)
Seminar: Visual Analytics (BSc),22BIS022,Seminar,Jürgen Bernard,English,Seminar: Visual Analytics (BSc)
Seminar: Visual Analytics (MSc),22MIS022,Seminar,Jürgen Bernard,English,Seminar: Visual Analytics (MSc)
Advanced Topics in Artificial Intelligence (AI) (L+E),22MI0004,Lecture with Practical Exercises,Abraham Bernstein,English,Advanced Topics in Artificial Intelligence (AI) (L+E)
Doctoral Seminar Dynamic and DistributedInformation Systems,DINF1145,Doktorandenseminar,Abraham Bernstein,English,Doctoral Seminar Dynamic and Distributed Information Systems
Introduction to Economic Inequality (L),22BO0055,Course,Anne Ardila Brenoe,English,Introduction to Economic Inequality (L)
Theories of Accounting Disclosure (S),22MO0094,Seminar,Evgeny Petrov,English,Theories of Accounting Disclosure (S)
Empirical Methods (L),22MO0010,Course,Gregory S. Crawford,English,Empirical Methods (L+E)
Betriebswirtschaftslehre III (V)(Business Administration III),22BO0001,Course,Uschi Backes-Gellner,German,Betriebswirtschaftslehre III (V+Ü) (Business Administration III)
Historia de las Teorías Literarias en España,427l040a,Course,Itziar Lopez Guil,Spanish,History of literary theories in Spain
Labor Economics (L),22MO0066,Course,David Dorn,English,Labor Economics (L)
The Economy of Risk in Insurance (L),22MO0033,Course,Michel Dacorogna,English,The Economy of Risk in Insurance (L)
Counterparty Credit Risk Management (L),22MO0034,Course,Fabrizio Anfuso,English,Counterparty Credit Risk Management (L)
Investigaciones Iberorrománicas Actuales,427l585a,Colloquium,Johannes Kabatek,Other,Current Ibero-Romance Research
Business &amp; Society (L),22BO0029,Course,Sybille Sachs,German,Business &amp; Society (L)
The Economics of Sports: Governance and Markets (L),22MO0062,Course,Raphael Flepp,English,The Economics of Sports: Governance and Markets (L)
Intercultural Management: Cultural dimensions of international management (L),22MO0114,Course,Xinhua Wittmann Zhang,English,Intercultural Management: Cultural dimensions of international management (L)
Requirements Engineering I (L+E),22BMI003,Lecture with Practical Exercises,Martin Glinz,English,Requirements Engineering I (L+E)
Human Aspects of Software Engineering (L+E),22MI0014,Lecture with Practical Exercises,Thomas Fritz,English,Human Aspects of Software Engineering (L+E)
Advanced Managerial Accounting (VU),22BO0037,Lecture with Practical Exercises,Robert F. Göx,German,Advanced Managerial Accounting (VU)
Wirtschaftschemie I,WCH401.1,Lecture with Practical Exercises,Mario Jaeckel,"German, English",WCH 401 Chemistry &amp; Business Studies I
Modernes Japanisch 1,290-003a,Sprachkurs,Guido Gefter,"German, Japanese",Modern Japanese 1
Modernes Japanisch 3,290-005a,Sprachkurs,Mariko Vontobel-Kishimoto,"German, Japanese",Modern Japanese 3
