Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
Staatsrecht I Gruppe 2,60PM8-1,Course,Giovanni Biaggini,German,"Public Law I, Part 1 (no exam registration)"
Staatsrecht I Gruppe 3,60PM8-1,Course,Johannes Reich,German,"Public Law I, Part 1 (no exam registration)"
Allgemeines Verwaltungsrecht Gruppe 2,120PM6-1,Lecture with Practical Exercises,Felix Uhlmann,German,"Public Law II, Part 1 (no exam registration)"
Öffentliches Verfahrensrecht Gruppe 1,120PM6-2,Course,Alain Griffel,German,"Public Law II, Part 1 (no exam registration)"
Öffentliches Verfahrensrecht Gruppe 2,120PM6-2,Course,Felix Uhlmann,German,"Public Law II, Part 1 (no exam registration)"
Grundlagen der lateinischen Linguistik,323l004a,Seminar,Florian Sommer,German,Basic Latin Linguistics
"International Organisations - Transforming the Organisations, Transforming Education",226l511a,Seminar,Christian Ydesen,English,"International Organisations - Transforming the Organisations, Transforming Education"
Musik und Dichtung im 17. Jh.,760l002a,Seminar,Hein Sauer,German,Music and poetry in the 17th century
Fundamental Probability for Finance (I+II) (L),22MO0058,Course,Marc Paolella,English,Fundamental Probability for Finance (I+II) (L)
Statistical Foundations for Finance (Mathematical and Computational Statistics with a View Towards Finance,22MO0103,Course,Marc Paolella,English,Statistical Foundations for Finance (Mathematical and Computational Statistics with a
Real Analysis I (L),22MO0194,Course,Marc Paolella,English,Real Analysis I (L)
Introduction to Measure Theory and Lebesgue Integration (L),22MO0227,Course,Marc Paolella,English,Introduction to Measure Theory and Lebesgue Integration (L)
Geschichte und Soziologie der Medien,254-055a,Course,Edzard Schade,German,History and Sociology of Media
Multivariate Statistics,254-501a,Course,Maud Reveilhac,English,Multivariate Statistics
It's a (wo)man's world! Archäologische Perspektiven auf Frauen in Griechenland,682l101a,Course,Corinna Reinhardt,German,It's a (wo)man's world! Archaeological perspectives on women in Greece
Förderung und Erfassung erwerbsbezogener digitaler Kompetenzen,226l507a,Seminar,Sara Keel,German,Promotion and recording of work-related digital competencies
Lateinische Sprache im Mittelalter,324-503a,Sprachkurs,Alexander Christian Häberlin,German,Latin Language in the Middle Ages
Aquatic Ecology,EEE318,Block Course,Florian Altermatt,English,EEE 318 Aquatic Ecology
ME4: Accounting and Economics (L+E),22MO0004,Lecture with Practical Exercises,Robert F. Göx,English,ME4: Accounting and Economics (L+E)
Applied Empirical Methods for BusinessAdministration (L+E),22MO0006,Lecture with Practical Exercises,Sergei Ketkov,English,Applied Empirical Methods for Business Administration
"Forschung und Lehre an der mittelalterlichen Universität: Texte, Autoren, Handschriften",324l512a,Seminar,Carmen Cardelle,German,"Research and Teaching at Medieval Universities: Texts, Authors, Manuscripts"
Corporate Finance (L+E),22BO0008,Lecture with Practical Exercises,Zacharias Sautner,German,Corporate Finance (L+E)
Corporate Finance (L),22MO0008,Course,Zacharias Sautner,English,Corporate Finance (L)
Theorien der Multinationalen Unternehmung (S) (Theories of Multinational Corporation),22BO0059,Seminar,Andreas Scherer,German,Theorien der Multinationalen Unternehmung (S) (Theories of Multinational
Doktoranden- und Forschungsseminar (S) HS24 (Research Seminar HS24),DOEC1158,Doktorandenseminar,Andreas Scherer,German,Doktoranden- und Forschungsseminar (S) HS24 (Research Seminar HS24)
Seminar at the Institute of Anatomy,ANA0Y010,Seminar,Andrew Hall,German,Seminar at the Institute of Anatomy
Introduction to Game Theory (L),22BO0020,Course,Jakub Steiner,English,Introduction to Game Theory (L+E)
Behavioral Theory (L),22MO0081,Course,Jakub Steiner,English,Behavioral Theory (L+E)
"Unterricht, Didaktik und Lernen: Grundlagen",226-523a,Lecture with Practical Exercises,Vanda Capon-Sieber,German,"Instruction, Didactics, and Learning: Basics"
Communication Systems Lab Course (PR),22MI0021,Praktikum,Burkhard Stiller,English,Communication Systems Lab Course (PR)
Introduction to Operations Research (L+E),22BO0010,Lecture with Practical Exercises,Oleg Prokopyev,English,Introduction to Operations Research (L+E)
Elective modules: Informatics for master theses and data analysis,MAS3120,Sonstiges,Patrick Beeler,German,Elective Module: Informatics for the Masters' thesis and data analysis
Elective modules: Psychiatry 1 -   Bioscience methods for the study of   psychiatric disorders,81MAS304,Sonstiges,Oliver Gero Bosch,German,Elective Module: Psychiatry 1 - Bioscience methods for the study of psychiatric
PhD Seminar I,22CL_006,Seminar,Alisa Berger,English,PhD Seminar I
Applied Implementation Science in HealthCare,23CR_506,Seminar,Lauren Clack,"German, English",Applied Implementation Science in Health Care
Guter Unterricht im Spannungsfeld zwischen gesellschaftlichen Anforderungen und Erkenntnissen,226l524a,Seminar,Katriina Vasarik Staub,German,Good schooling in a tension field between societal expectations and empirical
Theorie und Empirie der Erziehungswissenschaft,234-507a,Lecture with Practical Exercises,Katrin Kraus,German,Theory and Empirics of Educational Science
Cutting Edge Topics in Immunology and Infection Biology,MIK0S080,Course,Martin F. Bachmann,English,Cutting Edge Topics in Immunology and Infection Biology
"Kernspintomographie und lokale Magnetresonanz-Spektroskopie, Kolloquium",BMT0M030,Colloquium,Klaas Paul Prüssmann,German,"Kernspintomographie und lokale Magnetresonanz-Spektroskopie, Kolloquium"
Klinische Visite,DER0M050,Kurs,Florentia Dimitriou,German,Klinische Visite
Seminar in Klinischer Pharmakologie und Toxikologie (mit dem Schweizerischen Toxikologischen Informationszentrum),MED0M390,Kurs,Alessandro Emanuele Ceschi,German,Seminar in Klinischer Pharmakologie und Toxikologie (mit dem Schweizerischen
"Gynäkologisch-onkologisches Kolloquium, Fallbesprechung (Tumorboard)",GYN0M070,Colloquium,Matthias Guckenberger,German,"Gynäkologisch-onkologisches Kolloquium, Fallbesprechung (Tumorboard)"
Klinische Visite in interventioneller Neuroradiologie,RAD0M110,Kurs,Zsolt Kulcsar,German,Klinische Visite in interventioneller Neuroradiologie
Probleme der Fahreignung,JUM0M050,Kurs,Michael Thali,German,Probleme der Fahreignung
Blockchain and Crypto Economics (L&amp;E),22MI0036,Lecture with Practical Exercises,Claudio Tessone,English,Blockchain and Crypto Economics (L&amp;E)
Freshwater Environmental and Ecosystem Modelling,EEE362,Course,Luca Carraro,English,EEE 362 Freshwater Environmental and Ecosystem Modelling
Zurich GSE Placement Class (V),DOEC6121,Course,Hans-Joachim Voth,English,Zurich GSE Placement Class (V)
Ideengeschichte &amp; Wissenschaftsphilosophie (V+Ü) History of Economic Thought (L+E),22BO0057,Lecture with Practical Exercises,Suzann-Viola Renninger,German,Ideengeschichte &amp; Wissenschaftsphilosophie (V+Ü) History of Economic Thought
Einführung in die empirische Wirtschaftsforschung (V) (Introductory Econometrics),22BO0002,Course,Michael Wolf,German,Einführung in die empirische Wirtschaftsforschung (V+Ü) (Introductory Econometrics)
Einführung in die empirische Wirtschaftsforschung (Ü) (Introductory Econometrics),22BO0002,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Einführung in die empirische Wirtschaftsforschung (V+Ü) (Introductory Econometrics)
Econometrics for Policy Analysts (L),22MO0168,Course,David Yanagizawa-Drott,English,Econometrics for Policy Analysts (L+E)
Empirical Microeconomics Seminar (S),DOEC6111,Doktorandenseminar,Anne Ardila Brenoe,English,Empirical Microeconomics Seminar (S)
ME1: Personnel Economics (L+E),22MO0001,Lecture with Practical Exercises,Uschi Backes-Gellner,English,ME1: Personnel Economics (L+E)
Business Economics Research Seminar (S) HS24,DOEC1146,Doktorandenseminar,Luis Aguiar,English,Business Economics Research Seminar (S) HS24
Sinnfluencer,254l102a,Seminar,Anna Schorn,German,Sinnfluencer
Español B2: Gramática y comunicación,_Sp_B2Gc,Sprachkurs,Joaquin Ruano Cespedes,Spanish,Español B2: Gramática y comunicación
Zurich Graduate Colloquium,MAT075.1,Colloquium,N/A,English,MAT 075 Zurich Graduate Colloquium
Grundlagen Fernerkundung,GEO233.1,Course,Andreas Hüni,"German, English",GEO 233 Remote Sensing and Geographic Information Science III (Basics of Remote
Geomorphologie und Glaziologie,GEO231.1,Course,Isabelle Gärtner,German,GEO 231 Physical Geography III (Geomorphology and Glaziology)
Spectroscopy of the Earth System,GEO442.1,Course,Alexander Damm-Reiser,English,GEO 442 Specialization in Remote Sensing: Spectroscopy of the Earth System
"Spectroscopy of the Earth System, Exercises",GEO442.2,Exercise Group,Alexander Damm-Reiser,English,GEO 442 Specialization in Remote Sensing: Spectroscopy of the Earth System
Earth Perspectives - Introduction to Geographic Information Science and Remote Sensing,GEO113.1,Course,Alexander Damm-Reiser,German,GEO 113 Remote Sensing and Geographic Information Science I (Earth Perspectives)
"Earth Perspectives Labs, Gruppe 2",GEO113.2,Exercise Group,Alexander Damm-Reiser,German,GEO 113 Remote Sensing and Geographic Information Science I (Earth Perspectives)
Forschungsforum Biogeochemistry and Landscape Dynamics (für Doktorierende),GEOFoBL,Forschungsseminar,Markus Egli,English,Research Forum on Biogeochemistry and Landscape Dynamics (for PhD)
Dendro-Ecology,GEO818.1,Lecture with Practical Exercises,Paolo Cherubini,"German, English",GEO 818 Dendro-Ecology
Retrieving Geographic Information,GEO871.1,Lecture with Practical Exercises,Ross Stuart Purves,English,GEO 871 Retrieving Geographic Information
"Earth Perspectives Labs, Gruppe 3",GEO113.2,Exercise Group,Alexander Damm-Reiser,German,GEO 113 Remote Sensing and Geographic Information Science I (Earth Perspectives)
Advanced Spatial Analysis I,GEO872.1,Lecture with Practical Exercises,Peter Ranacher,English,GEO 872 Advanced Spatial Analysis I
Vertiefung Humangeographie: Critical Reading and Writing,GEO363.1,Course,Jennifer Bartmess,English,GEO 363 Advanced Human Geography Vc (Critical reading and writing seminar)
Kristalle und Mineralien,ESS231.1,Lecture with Practical Exercises,N/A,German,N/A
Numerical modelling of Ore Forming Hydrothermal Processes,ESS451.1,Course,N/A,German,N/A
Advanced geochronology,ESS429.1,Course,N/A,German,N/A
"Geophysik I, VL",ESS352.1,Course,N/A,German,ESS 352 Geophysics I
Atmosphärenchemie,ESS373.1,Course,N/A,German,ESS 373 Atmospheric Chemistry
Atmosphärenphysik,ESS374.1,Course,N/A,German,ESS 374 Atmospheric Physics
Wettersysteme,ESS383.1,Course,N/A,German,ESS 383 Weather Systems
"GGP.S420 Geographie Grundkurs I, Gruppe C",GEO900.1,PHZH SEK I Module,Holger Frey,German,GGP.S420 Basics in Geography I
"GGP.S420 Geographie Grundkurs I, Gruppe D",GEO900.1,PHZH SEK I Module,Holger Frey,German,GGP.S420 Basics in Geography I
Research Colloquium in Economic Geography for MSc and Phd Students,GEO511.8,Colloquium,Xavier Balaguer Rasillo,"German, English",GEO 511 Master Thesis
Research Colloquium in Social and   Cultural Geography for MSc and   PhdStudents,GEO511.6,Colloquium,Ifigeneia Dimitrakou,German,GEO 511 Master Thesis_Beg_Okt
Geochronologie I,GEO343.1,Lecture with Practical Exercises,Paolo Cherubini,"German, English",GEO 343 Geochronology
Earth System Observations and Analyses,ESS417.1,Lecture with Practical Exercises,Alexander Damm-Reiser,English,ESS 417 Earth System Observations and Analyses
"Geobiologie, Uebungen",ESS236.1,Course,N/A,German,ESS 236 Geobiology
Analyzing the plant-soil system: theory,ESS841.1,Seminar,Meredith Christine Schuman,English,ESS 841 Analyzing the plant-soil system
Inhaltsregulierung auf Internet- Plattformen,254l107a,Seminar,Florian Saurwein-Scherer,German,Content moderation on Internet platforms
Religionen und religiöse Diskurse in der digitalen Öffentlichkeit,254l118a,Seminar,Rebekka Sarah Rieser,German,Religions and religious debates in the digital public sphere
Data Analysis and Visualization for Communication Science,254l113a,Seminar,Morley Weston,English,Data Analysis and Visualization for Communication Science
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Deborah Kistler,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Deborah Kistler,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Deborah Kistler,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Deborah Kistler,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Deborah Kistler,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Deborah Kistler,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Deborah Kistler,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Deborah Kistler,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Deborah Kistler,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),22BO0004,Exercise Group,Deborah Kistler,German,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working)
Politik im Netz: Digitale Kommunikationsstrategien,254l115a,Seminar,Pamina Syed Ali,German,Politics on the Internet: Digital communication strategies
Fächerübergreifend Unterrichten,U,Seminar,Christine Gerloff-Gasser,German,Interdisciplinary Teaching
Strategic CEO Communication &amp; Socio- Political Advocacy,254l117a,Seminar,Markos Mpadanes,English,Strategic CEO Communication &amp; Socio- Political Advocacy
Fitspiration in den sozialen Medien,254l119a,Seminar,Isa Vos,German,Fitspiration in den sozialen Medien
Swedish I A1,_SWE_I,Sprachkurs,Franziska Kreis,German,Swedish I A1
Swedish II A2.1,_SWE_II,Sprachkurs,Franziska Kreis,German,Swedish II A2.1
Russian I A1.1,_RUS_I,Sprachkurs,Daniel Henseler,German,Russian I A1.1
Russian I A1.1,_RUS_I,Sprachkurs,Daniel Henseler,German,Russian I A1.1
Russian V A2.2+,_RUS_V,Sprachkurs,Daniel Henseler,German,Russian V A2.2+
"Exercices pratiques, groupe 1",390-002a,Exercise Group,Marie Burkhardt,French,Modern Literature: Theories and Practices
Exercices de rédaction universitaire,390-014a,Exercise Group,Marie Burkhardt,French,Academic Writing (French)
Français B1-B2 : Expression orale,_F_EoB12,Sprachkurs,Jean-Philippe Coen,French,Français B1-B2 : Expression orale
Français B1-B2 : Grammaire et Vocabulaire,_F_GVa,Sprachkurs,Jean-Philippe Coen,French,N/A
Griechische Sprache I,91LB003,Sprachkurs,Kurt Keller,German,Greek I
Griechische Sprache II,91LB004,Sprachkurs,Kurt Keller,German,Greek II
Chemistry 1 (NT.S410),CHE401.1,PHZH SEK I Module,Thomas Moehl,German,NT.S410 Chemistry 1
Hebrew Bible Research Seminar,14SF010,Forschungsseminar,Konrad Schmid,German,AT Forschungsseminar
NT/ST Seminar: Karl Barth's exegesis of the Letter to the Romans,15SS037,Seminar,Stefan Krauter,German,NT/ST Seminar: Karl Barths Auslegungen des Römerbriefes
KG Seminar: Zwingli and the Anabaptists,22SS036,Seminar,Tobias Jammerthal,German,KG Seminar: Zwingli und die Täufer
ST: Basic Course Dogmatics,23LB000,Course,Michael Stephan Pfenninger,German,ST: Grundkurs Dogmatik
ST: Readings in Dogmatics,23LB000,Exercise Group,Dominik von Allmen,German,ST: Foundation Course Dogmatics + Lecture Course Dogmatics
"German B1: Lesen, Sprechen und Diskutieren",_D_ZGB1L,Sprachkurs,Frank Kauffmann,German,"German B1: Lesen, Sprechen und Diskutieren"
ST Lecture Dogmatics: Basic principles of Reformed Theology,23SV014,Course,Matthias D. Wüthrich,German,ST Vorlesung Dogmatik: Grundzüge reformierter Theologie
ST Seminar Dogmatics: What is happiness?,23SS037,Seminar,Christiane Tietz,German,ST Seminar Dogmatik: Was ist Glück?
PT Course: Practical Theology and Cultural Witness,24LB000,Seminar,Ralph Kunz,German,PT: Essentials of Practical Theology
PT Liturgics Training: Evensong,24SU023,Exercise Group,Ralph Kunz,German,PT Liturgik Übung: Evensong
Exercises Physical Chemistry I for the Life Sciences,CHE154.2,Exercise Group,Georg Artus,German,CHE 154 Physical Chemistry I for the Life Sciences
Crafting Functional Organic Molecules,CHE322.1,Lecture with Practical Exercises,Michal Juricek,English,CHE 322 Crafting Functional Organic Molecules
Green Chemistry,CHE328.1,Lecture with Practical Exercises,Sandro Vicente Olveira,English,CHE 328 Green Chemistry
Environmentally Safe Chemicals,CHE711.1,Lecture with Practical Exercises,Kathrin Fenner,English,CHE 711 Environmentally Safe Chemicals
Foundations of Materials Science I,KRI202.1,Lecture with Practical Exercises,Math.-naturwiss. Fakultät N.N.-Dozent,German,KRI 202 Foundations of Materials Science I
Revision course on ethics,23LM102,Repetitorium,Lea Chilian,German,ST: Repetitorium Ethik
Ethics at the end of life: Basics and theological perspectives,23SV120,Course,Michael Coors,German,ST Vorlesung Ethik: Ethik am Lebensende: Grundlagen und theologische Perspektiven
Queering Theology in theological ethics and church practice,23SS115,Seminar,Michael Coors,German,ST Seminar Ethik: Queering Theology in der theologischen Ethik und kirchlicher Praxis
Basic Course: Fieldwork,57LB006,Course,Vanessa Kopplin,German,Methodology SWM 1: Fieldwork
Exercise: methods in the study ofreligion\s,57LB001,Exercise Group,Selina Maya Bloch,German,ERWA: methods in the study of religion\s
Italiano B2-C1: Lingua e letteratura,_I_LL,Sprachkurs,Paola Brülisauer-Casella,Italian,Italiano B2-C1: Lingua e letteratura
Italiano A1,_I_A1,Sprachkurs,Paola Brülisauer-Casella,Italian,Italiano A1
Italiano A2,_I_A2,Sprachkurs,Anna Dal Negro,Italian,Italiano A2
Italiano A1,_I_A1,Sprachkurs,Anna Dal Negro,Italian,Italiano A1
Italiano A2,_I_A2,Sprachkurs,Alessia Tarantino,Italian,Italiano A2
Italiano B1: Grammatica in contesto comunicativo,_I_GB1,Sprachkurs,Alessia Tarantino,Italian,Italiano B1: Grammatica in contesto comunicativo
Seminar: Religion and modern society (RKE.S410.1),56LP011,PHZH SEK I Module,Lea Sara Mägli,German,Seminar: Religion and modern society (RKE.S410)
Seminar: Religion and modern society (RKE.S410.2),56LP011,PHZH SEK I Module,Lea Sara Mägli,German,Seminar: Religion and modern society (RKE.S410)
Methoden der Digital Humanities anwenden und reflektieren,DH,Seminar,Christine Grundig,German,Methoden der Digital Humanities anwenden und reflektieren
Das Deutsche Seminar - Ethnographischer Abgesang auf einen Lehr- und Lernort,360-105a,Seminar,Heiko Hausendorf,German,Analyzing language empirically: Present- day language
Physikalisches Kolloquium,PHY002.1,Colloquium,Christof Aegerter,German,PHY 002 The Zurich Physics Colloquium
Forschungsseminar in kondensierter Materie,PHY004.1,Forschungsseminar,N/A,German,PHY 004 Seminar in Condensed Matter Physics
Übungen Mechanik Gr. 1,PHY311.2,Exercise Group,Stefano Pozzorini,German,PHY 311 Mechanics
Übungen Mechanik Gr. 2,PHY311.2,Exercise Group,Stefano Pozzorini,English,PHY 311 Mechanics
Quantenmechanik I,PHY331.1,Course,Massimiliano Grazzini,German,PHY 331 Quantum Mechanics I
Experimentelle Methoden und Instrumente der Teilchenphysik,PHY461.1,Course,Lea Caminada,English,PHY 461 Experimental Methods and Instruments of Particle Physics
Physics and Mathematics of Radiotherapy Planning,PHY471,Course,Jan Unkelbach,German,PHY 471 Physics and Mathematics of Radiotherapy Planning
Vertiefung zu Physik I,PHY110,Course,Matthias Hengsberger,German,PHY 110 Extended Physics I
Phenomenology of Particle Physics II,PHY452.1,Course,Thomas Gehrmann,German,PHY 452 Elementary Particle Theory
Exercises Physics and Mathematics of Radiotherapy Planning,PHY471,Exercise Group,Jan Unkelbach,German,PHY 471 Physics and Mathematics of Radiotherapy Planning
Le Dragon et le Graal: à la découverte de la littérature française du Moyen Age (Exercices),390-004a,Exercise Group,Stephanie Wittwer,French,The Dragon and the Grail: Discovering Medieval French Literature
Colloquium,506-598a,Colloquium,Bernhard Tschofen,German,Master Colloquium
Ethno Graphic - Graphic Novels in der empirischen Kulturwissenschaft,506l003a,Seminar,Todd Sekuler,German,Ethno-Graphic: Graphic Novels
Kopräsenz. Über das natürliche Zuhause von Sprache,360l121a,Course,Heiko Hausendorf,German,Copresence. On the natural home of speech
Kinder- und Jugendmedien und Populärkultur: Theoretische Zugänge,506l406a,Course,Christine Lötscher,German,Children's and Young Adult Literature and Popular Culture: Theoretical Approaches
Kulturwissenschaftliche Vortragsreihe,506l409a,Colloquium,Natalie Borsy,German,Cultural Studies – Lecture Series HS 24
Melancholia and Dystopia,506l512a,Exercise Group,Silvy Chakkalakal,German,Melancholia and Dystopia
Berufsperspektiven,506l415a,Sonstiges,N/A,German,Career Prospects
Einführung in die Zeitgeschichte,598-506a,Seminar,Svenja Goltermann,German,Introduction to Contemporary History
Wissenschaftliches Schreiben,360l128a,Seminar,Ann-Marie Moser,German,Academic writing
Künstliche Intelligenz und Digital History - Fluch oder Segen?,600-001a,Seminar,Christine Grundig,German,Methods and Theories
Einführungsvorlesung,600-008a,Course,Gesine Krüger,German,Introductory Lecture Fall
Gruppe 05: Kriminalpolitik und Rechtspraxis,600-007a,Seminar,Jens Bartels,German,Introductory Course I
Gruppe 08: Frauen in der Geschichtsschreibung,600-007a,Seminar,Nicola Blum,"German, English",Introductory Course I
Gruppe 12: Öffentlicher Raum und Öffentlichkeit,600-007a,Seminar,Omar El Manfalouty,"German, English",Introductory Course I
Gruppe 13: Religion und Kultur: eine Geschichte der Religionspraxis,600-007a,Seminar,Laurent Burrus,German,Introductory Course I
Herrschaftspraxis und Gesellschaft im 8. und 9. Jahrhundert,600-013a,Seminar,Sebastian Scholz,German,Medieval History 3
Umstrittene Territorien: Kosovo und Nagorno Karabach,600-025a,Seminar,Daniel Ursprung,German,Modern History 11
Exercise: Methodical approaches to classical Islamic sources,57LB002b,Exercise Group,Doris Decker,German,Methods: Exercises in religio-historical textual analysis and interpretation
Digitale Literatur(wissenschaft),360l134a,Colloquium,Clemens Özelt,German,Digital Literatur/Humanities
Who's who au royaume de Logres? Introduction au métavers arthurien.,390l020a,Course,Richard Trachsler,French,Who's who in the Kingdom of Logres? An Introduction to the Arthurian Metaverse.
Field research: Religious objects athome and in the museum,57SS001,Block Course,Mattias Brand,German,STRW Seminar: Field research: Religious objects at home and in the museum
Le voyage en poésie: 16e - 21e siècles,390l021a,Course,Christina Vogel,French,Travelling in Poetry: 16th - 21st Centuries
Scrittura scientifica in linguistica,410l038a,Exercise Group,Alberto Giudici,Italian,Academic Writing in Linguistics
Theories of Fiction and Fictionality,390l022a,Course,Thomas Klinkert,English,Theories of Fiction and Fictionality
Forschungskolloquium NDL,360l555a,Colloquium,Frauke Berndt,German,Research Colloquium for Modern German Literature
"La Suite ""historique"" du ""Merlin"". Problèmes d'édition",390l573a,Seminar,Richard Trachsler,French,"The ""Suite historique"" of the ""Merlin"" Romance. Editorial problems"
"Temi, forme, modi, teorie e storie di letteratura italiana (gruppo 2)",410-006a,Seminar,Johannes Bartuschat,Italian,Introduction to Textual Analysis and Literary Criticism
"Beffa, facezia, novella: il racconto comico in Italia tra Medieovo e Rinascimento",410l033a,Course,Johannes Bartuschat,Italian,"Beffa, facezia, novella: The comic tale in Italy from the Middle Ages to the"
Gesprächslinguistik und Medizin,360-546a,Seminar,Yvonne Ilg,German,Present-day language: Functions
Introduction to Data Analytics and Python,DSA101.1,Lecture with Practical Exercises,Alexandria Liang,English,DSA 101 Introduction to Data Analytics and Python
Deutsch lesen und schreiben; B2,_D_Zlesc,Sprachkurs,Claudio Consani,German,Deutsch lesen und schreiben; B2
German B1,_D_ZGeB1,Sprachkurs,Corinna Viviani,German,German B1
"Erweiterung des Wortschatzes; Vorlesung mit Uebungen, A2-B1 (German)",_D_ErWoV,Sprachkurs,Frank Kauffmann,German,"Erweiterung des Wortschatzes; Vorlesung mit Uebungen, A2-B1 (German)"
German C1,_D_GerC1,Sprachkurs,Lea Gass,German,German C1
Akademisches Schreiben; B2.2-C1.1 (German),_D_AkadS,Sprachkurs,Sabine Schilling,German,Akademisches Schreiben; B2.2-C1.1 (German)
Analysieren und Argumentieren auf Deutsch; B2-C1,_D_Analy,Sprachkurs,N/A,German,N/A
"Lesen und Schreiben im Studium, B2 (German)",_D_LuSB2,Sprachkurs,Claudio Consani,German,"Lesen und Schreiben im Studium, B2 (German)"
"Schreibberatung - autonomes Schreiben, ab B1 (German)",_D_Schre,Sprachkurs,Sabine Schilling,German,"Schreibberatung - autonomes Schreiben, ab B1 (German)"
Deutsch sprechen im realen Kontext; B2,_D_RealK,Sprachkurs,Frank Kauffmann,German,Deutsch sprechen im realen Kontext; B2
Deutsch verstehen und sprechen; B1,_D_VESB1,Sprachkurs,Sabine Buchmann Llanaj,German,Deutsch verstehen und sprechen; B1
German B1: Kommunizieren,_D_ZB1Ko,Sprachkurs,Sabine Schilling,German,German B1: Kommunizieren
Basic German 1; A1,_D_GA11,Sprachkurs,Petra Blöchlinger,German,German 1: A1.1
Basic German 1; A1,_D_ZGA11,Sprachkurs,Melanie Kutz,German,German 1: A1.1
Basic German 2; A1,_D_GA12,Sprachkurs,Petra Blöchlinger,German,German 2: A1.2
Basic German 2; A1,_D_GA12,Sprachkurs,Miriam Vorbrugg,German,German 2: A1.2
Basic German 2; A1,_D_ZGA12,Sprachkurs,Miriam Vorbrugg,German,German 2: A1.2
Basic German 2; A1,_D_ZGA12,Sprachkurs,Ursina Tones,German,German 2: A1.2
Basic German 3; A2,_D_GA21,Sprachkurs,Claudio Consani,German,German 3: A2.1
Basic German 3; A2,_D_GA21,Sprachkurs,Lea Gass,German,German 3: A2.1
Basic German 3; A2,_D_ZGA21,Sprachkurs,Ursina Tones,German,German 3: A2.1
"Basic German 4; A2: Listening, reading,",_D_ZGA22,Sprachkurs,Sabine Buchmann Llanaj,German,German 4: A2.2
"Basic German 4; A2: Listening, reading,",_D_ZGA22,Sprachkurs,Ursina Tones,German,German 4: A2.2
German 5; A2-B1: Einstieg ins Niveau B1,_D_GA2B1,Sprachkurs,Corinna Viviani,German,German 5: A2.2/B1.1
German 5; A2-B1: Einstieg ins Niveau B1,_D_ZGA2B,Sprachkurs,Corinna Viviani,German,German 5: A2.2/B1.1
Español B2-C1: Lengua y cine,_Sp_LC,Sprachkurs,Mercedes Iturrizaga Slosiar,Spanish,Español B2-C1: Lengua y cine
Español B1: Inicial,_Sp_B1I,Sprachkurs,Mercedes Iturrizaga Slosiar,Spanish,Español B1: Inicial
Español B1: Consolidación,_Sp_B1C,Sprachkurs,Maria Victoria Ruiz Lozano Hänni,Spanish,Español B1: Consolidación
Español A2: Inicial,_Sp_A2I,Sprachkurs,Joaquin Ruano Cespedes,Spanish,Español A2: Inicial
Español A2: Consolidación,_Sp_A2C,Sprachkurs,Joaquin Ruano Cespedes,Spanish,Español A2: Consolidación
Español A2: Consolidación,_Sp_A2C,Sprachkurs,Mercedes Iturrizaga Slosiar,Spanish,Español A2: Consolidación
Español A1,_Sp_A1,Sprachkurs,Maria Victoria Ruiz Lozano Hänni,Spanish,Español A1
Español A1,_Sp_A1,Sprachkurs,Maria Victoria Ruiz Lozano Hänni,Spanish,Español A1
Español A1,_Sp_A1,Sprachkurs,Joaquin Ruano Cespedes,Spanish,Español A1
Self Study Likelihood and Regression I,STA402.2,Exercise Group,N/A,German,STA 402 Likelihood and Regression I
Practicum Likelihood and Regression I,STA402.2,Exercise Group,N/A,German,STA 402 Likelihood and Regression I
