Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
Erkenntnistheorie (Vertiefung) (Glock),160-512a,Selbststudium mit Leistungsnachweis,Hans-Johann Glock,German,Epistemology (advanced),N/A,N/A,N/A,N/A
Erkenntnistheorie (Vertiefung) (Meylan),160-512a,Selbststudium mit Leistungsnachweis,Anne Meylan,German,Epistemology (advanced),N/A,N/A,N/A,N/A
Erkenntnistheorie (Vertiefung) (Saporiti),160-512a,Selbststudium mit Leistungsnachweis,Katia Saporiti,German,Epistemology (advanced),N/A,N/A,N/A,N/A
Erkenntnistheorie (Vertiefung) (Kuenzle),160-512a,Selbststudium mit Leistungsnachweis,Dominique Kuenzle,German,Epistemology (advanced),N/A,N/A,N/A,N/A
Erkenntnistheorie (Vertiefung) (Dolby),160-512a,Selbststudium mit Leistungsnachweis,David Dolby,German,Epistemology (advanced),N/A,N/A,N/A,N/A
Sprachphilosophie (Vertiefung) (Glock),160-513a,Selbststudium mit Leistungsnachweis,Hans-Johann Glock,German,Philosophy of language (advanced),N/A,N/A,N/A,N/A
Sprachphilosophie (Vertiefung) (Meylan),160-513a,Selbststudium mit Leistungsnachweis,Anne Meylan,German,Philosophy of language (advanced),N/A,N/A,N/A,N/A
Sprachphilosophie (Vertiefung) (Saporiti),160-513a,Selbststudium mit Leistungsnachweis,Katia Saporiti,German,Philosophy of language (advanced),N/A,N/A,N/A,N/A
Sprachphilosophie (Vertiefung) (Pfisterer),160-513a,Selbststudium mit Leistungsnachweis,Christoph Caspar Pfisterer,German,Philosophy of language (advanced),N/A,N/A,N/A,N/A
Bachelorarbeit,160-BAa,Bachelor Paper,N/A,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Masterarbeit,160-MAa,Master Paper,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Jüngere Debatten in der Moralphilosophie (Halbig),163-502a,Selbststudium mit Leistungsnachweis,Christoph Halbig,German,Recent debates in moral philosophy,N/A,N/A,N/A,N/A
Jüngere Debatten in der Moralphilosophie (Bieber),163-502a,Selbststudium mit Leistungsnachweis,Friedemann Rudolf Herbert Bieber,German,Recent debates in moral philosophy,N/A,N/A,N/A,N/A
Jüngere Debatten in der Moralphilosophie (Koch),163-502a,Selbststudium mit Leistungsnachweis,Felix Koch,German,Recent debates in moral philosophy,N/A,N/A,N/A,N/A
Klassiker der Moralphilosophie (Halbig),163-503a,Selbststudium mit Leistungsnachweis,Christoph Halbig,German,Classics of moral philosophy,N/A,N/A,N/A,N/A
Wissen und Gesellschaft (Hönig),164-501a,Selbststudium mit Leistungsnachweis,Kathrin Hönig,German,Knowledge and society,N/A,N/A,N/A,N/A
Wissen und Gesellschaft (Kuenzle),164-501a,Selbststudium mit Leistungsnachweis,Dominique Kuenzle,German,Knowledge and society,N/A,N/A,N/A,N/A
Wissen und Gesellschaft (Saporiti),164-501a,Selbststudium mit Leistungsnachweis,Katia Saporiti,German,Knowledge and society,N/A,N/A,N/A,N/A
Introductory Course in Laboratory Animal Science (LTK Modul 1 - Theory part),IDB412,Course,"Thorsten Buch, Philippe Bugnon",English,IDB 412 Introductory Course in Laboratory Animal Science (LTK Module 1 - Theory,N/A,N/A,N/A,N/A
Introductory Course in Laboratory Course in Laboratory Animal Science (LTK Module 1 - Practical part),IDB413,Praktikum,"Thorsten Buch, Philippe Bugnon",English,IDB 413 Introductory Course in Laboratory Animal Science (LTK Module 1 - Practical,N/A,N/A,N/A,N/A
Master Thesis in Interdisciplinary Brain Sciences,IDB500,Master Paper,Math.-naturwiss. Fakultät N.N.-Dozent,English,IDB 500 Master Thesis in Interdisciplinary Brain Sciences,N/A,N/A,N/A,N/A
Master Thesis Exam Interdisciplinary Brain Sciences,IDB501,Mündliche Prüfung,Math.-naturwiss. Fakultät N.N.-Dozent,English,IDB 501 Master Thesis Exam Interdisciplinary Brain Sciences,N/A,N/A,N/A,N/A
Internship in Company or Clinic,IDB520,Praktikum,Math.-naturwiss. Fakultät N.N.-Dozent,English,IDB 520 Internship in Company or Clinic,N/A,N/A,N/A,N/A
Philosophie der Naturwissenschaften (Saporiti),164-503a,Selbststudium mit Leistungsnachweis,Katia Saporiti,German,Philosophy of natural science,N/A,N/A,N/A,N/A
Philosophie der Naturwissenschaften (Hönig),164-503a,Selbststudium mit Leistungsnachweis,Kathrin Hönig,German,Philosophy of natural science,N/A,N/A,N/A,N/A
Philosophie der Naturwissenschaften (Dolby),164-503a,Selbststudium mit Leistungsnachweis,David Dolby,German,Philosophy of natural science,N/A,N/A,N/A,N/A
Philosophie der Geistes- und Sozialwissenschaften (Hönig),164-504a,Selbststudium mit Leistungsnachweis,Kathrin Hönig,German,Philosophy of the humanities and social sciences,N/A,N/A,N/A,N/A
Philosophie der Geistes- und Sozialwissenschaften (Saporiti),164-504a,Selbststudium mit Leistungsnachweis,Katia Saporiti,German,Philosophy of the humanities and social sciences,N/A,N/A,N/A,N/A
Philosophie der Geistes- und Sozialwissenschaften (Dolby),164-504a,Selbststudium mit Leistungsnachweis,David Dolby,German,Philosophy of the humanities and social sciences,N/A,N/A,N/A,N/A
Lehrgrabung Bödeli/Interlaken,640l201a,Praktikum,Elias Flatscher,German,Short internship in Medieval Archaeology,N/A,N/A,N/A,N/A
Lehrgrabung Bödeli/Interlaken,640l702a,Praktikum,Elias Flatscher,German,Fieldwork internship extended expertise in Medieval Archaeology,N/A,N/A,N/A,N/A
Lehrgrabung Bödeli/Interlaken,640l702a,Tutorat,Elias Flatscher,German,Fieldwork internship extended expertise in Medieval Archaeology,N/A,N/A,N/A,N/A
"Grabung Mutzig (F) Elsass, Paläolithikum",682l108a,Praktikum,Fabio Wegmüller,"German, French",Fieldwork internship in Prehistoric Archaeology (Mutzig),N/A,N/A,N/A,N/A
"Grabung Monte Iato (Palermo, Sizilien) 2024",682l502a,Praktikum,Martin Mohr,German,Fieldwork internship extended expertise in Classical Archaeology,N/A,N/A,N/A,N/A
"Grabung Monte Iato (Palermo, Sizilien) 2024",682l502a,Tutorat,Martin Mohr,German,Fieldwork internship extended expertise in Classical Archaeology,N/A,N/A,N/A,N/A
Paleontological Excursions (on weekends),BIO279,Field Trip,"Gabriel Aguirre Fernandez, Torsten Scheyer",German,BIO 279 Paleontological Excursions (on weekends),N/A,N/A,N/A,N/A
Colloque pour Doctorant-e-s en Littérature française du Moyen Âge,390G507a,Colloquium,Richard Trachsler,French,Postgraduate Seminar in French Medieval Literature,N/A,N/A,N/A,N/A
Privatrechtsgeschichte,90GL15-1,Course,Elisabetta Fiocchi Malaspina,German,Civil Law History,Friday,Afternoon,12,13
Zürcher Ausspracheabende zur Rechtsgeschichte,90WM37-1,Course,"José Luis Alonso, Ulrike Babusiaux, Elisabetta Fiocchi Malaspina, Johannes Liebrecht, Andreas Thier",German,Zurich Evening Talks on Legal History,N/A,N/A,N/A,N/A
Democracy Studies Research Colloquium,615G928a,Colloquium,Doreen Spörer-Wagner,English,Democracy Studies Research Colloquium,N/A,N/A,N/A,N/A
Semantik und Pragmatik,272-003a,Lecture with Practical Exercises,Remo Nitschke,"German, English",Semantics and Pragmatics,Friday,Morning,10,12
Indogermanistik,272-008a,Tutorat,Philosophische Fakultät N.N.-Dozent,"German, English",Indo-European Linguistics,N/A,N/A,N/A,N/A
Ausgewählte Themen der Psychopathologie (Teil 1),200-402a,Exercise Group,"Andreas Maercker, Myriam Thoma",German,Psychopathology Taught Online (PTO),N/A,N/A,N/A,N/A
Praktikum,200-600a,Praktikum,N/A,"German, English",Internship,N/A,N/A,N/A,N/A
"(G01) Masterarbeitsgruppe ""Entwicklungspsychologie: Säuglings- und Kindesalter""",200-901a,Exercise Group,"Esmee Aalders, Moritz Daum, Miriam Teresa Löffler, Joanna Rutkowska, Sebastian Sauppe, Maeike Slikkerveer, Sandro Eduard Stutz, Lisa Wagner, Stephanie Wermelinger","German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
Probleme nationaler Philosophiegeschichte: das 20. Jh.,279-500a,Colloquium,Raji Steineck,"German, English",History and Philosophy (Colloquium),N/A,N/A,N/A,N/A
Die Sprachen China(s): Einführung,280-104a,Course,Wolfgang Behr,"German, English",Chinese and Other Languages of China (Introduction),Friday,Morning,8,9
Forschung und Debatten in der Sinologie,280-401a,Colloquium,"Wolfgang Behr, Sujie Jin","German, English",Research and Debates in Sinology,N/A,N/A,N/A,N/A
Criminology,90GL3-1,Course,Dirk Baier,English,Criminology,Friday,Afternoon,14,15
Introduction to Swiss Law,90PM6A-1,Course,"Florian Brunner, Tanja Domej, Elisabetta Fiocchi Malaspina, Christoph Beat Graber, Tina Huber-Purtschert, Adrian Häusler, Pascal Meier, Daniel Moeckli, David Bertrand Roth, Marc Thommen, Nadine Zurkinden",English,Introduction to Swiss Law,Friday,Morning,10,12
Jugendstrafrecht,90WM16-1,Course,Gian Andrea Ege,German,Juvenile Criminal Law,Friday,Afternoon,12,13
Masterkolloquium ZAForum,682-509a,Colloquium,"Philippe Della Casa, Carola Jäggi, Corinna Reinhardt",German,Colloquium,N/A,N/A,N/A,N/A
Proseminararbeit lateinische Literatur,323-005a,Selbststudium mit Leistungsnachweis,Ulrich Eigler,German,"Term Paper (Proseminar, Latin Literature)",N/A,N/A,N/A,N/A
Ba-Seminararbeit lateinische Literatur,323-006a,Selbststudium mit Leistungsnachweis,Ulrich Eigler,German,"Term Paper (BA Seminar, Latin Literature)",N/A,N/A,N/A,N/A
Proseminararbeit lateinische Linguistik,323-007a,Selbststudium mit Leistungsnachweis,Florian Sommer,German,"Term Paper (Proseminar, Latin Linguistics)",N/A,N/A,N/A,N/A
Übersetzungskompetenz (Akzess Latein),323-008a,Selbststudium mit Leistungsnachweis,Ulrich Eigler,German,Latin Translation Skills,N/A,N/A,N/A,N/A
Vertiefung lateinische Sprachgeschichte (grosser Aufwand),323-501a,Selbststudium mit Leistungsnachweis,Florian Sommer,German,Special Subject in Latin Linguistics (Increased Workload),N/A,N/A,N/A,N/A
Vertiefung lateinische Sprachgeschichte (mittlerer Aufwand),323-502a,Selbststudium mit Leistungsnachweis,Florian Sommer,German,Special Subject in Latin Linguistics (Moderate Workload),N/A,N/A,N/A,N/A
Lektürekompetenz in lateinischer Literatur,323-503a,Selbststudium mit Leistungsnachweis,Ulrich Eigler,German,Reading Skills in Latin Literature,N/A,N/A,N/A,N/A
Museums- und Öffentlichkeitsarbeit,682-516a,Field Trip,Martin Bürge,German,Museum work and public relations,N/A,N/A,N/A,N/A
Ma-Seminararbeit lateinische Literatur,323-504a,Selbststudium mit Leistungsnachweis,Ulrich Eigler,German,"Term Paper (MA Seminar, Latin Literature)",N/A,N/A,N/A,N/A
Vertiefung lateinische Literaturgeschichte (grosser Aufwand),323-505a,Selbststudium mit Leistungsnachweis,Ulrich Eigler,German,Special Subject in Latin Literary History (Increased Workload),N/A,N/A,N/A,N/A
Vertiefung lateinische Literaturgeschichte (mittlerer Aufwand),323-506a,Selbststudium mit Leistungsnachweis,Ulrich Eigler,German,Special Subject in Latin Literary History (Moderate Workload),N/A,N/A,N/A,N/A
Satzlehre I,760-003a,Exercise Group,Angelika Moths,German,Music Theory I,Friday,Morning,8,12
Bachelorarbeit,323-BAa,Bachelor Paper,Ulrich Eigler,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Thematische Lektüre in Gruppen Sozialpädagogik &amp; Sozialisation,226l531a,Selbststudium mit Leistungsnachweis,N/A,German,Subject-Specific Reading in Groups Social Pedagogy and Socialization,N/A,N/A,N/A,N/A
Externes Berufspraktikum BA Archäologien 6 ECTS,682l106a,Praktikum,Philippe Della Casa,German,Professional Traineeship BA Archaeologies 6 ECTS,N/A,N/A,N/A,N/A
Externes Berufspraktikum MA PRA,682l501a,Praktikum,Philippe Della Casa,German,Professional Traineeship MA PRA,N/A,N/A,N/A,N/A
Macroeconomics for Research StudentsPart I (Ph.D.) (E),DOEC0380,Exercise Group,"Igli Bajo, David Burgherr",English,Macroeconomics for Research Students Part I (Ph.D.) (L+E),Friday,Afternoon,14,15
Praktikum Histologie II,HUB2040,Praktikum,"Andrew Hall, Johannes Loffing, Dominique Loffing-Cueni, Lutz Slomianka, Christian Stockmann, Cora Thiel, Oliver Ullrich",German,Praktika 2.SJ HS,N/A,N/A,N/A,N/A
Praktikum Biochemie I + II,HUB2140,Praktikum,"Christine Berger Sprecher, Séverine Lobet, Cristina Manatschal",German,Praktika 2.SJ HS,N/A,N/A,N/A,N/A
Praktikum Klinische Anatomie,HUB2030,Praktikum,"Giovanni Colacicco, Andrew Hall, Helena Lagger Biner, Beatrice Astrid Lauber, Soeren Lienkamp, Natascha Lier, Johannes Loffing, Dominique Loffing-Cueni, Caroline Maake, Christian Stockmann, Oliver Ullrich",German,Praktika 2.SJ HS,N/A,N/A,N/A,N/A
Klinischer Untersuchungskurs,HUB2031,Klinischer Kurs,"Roman Bel-Cornel, Devdas Thomas Inderbitzin, Peter Urs Krähenmann, Reto Laffer, Michael Möddel, Albina Nowak-Wilhelm, Yvette Plambeck-Rauber, Vladimir Sibalic, Ksenija Slankamenac, Nic Zerkiebel",German,Praktika 2.SJ HS,N/A,N/A,N/A,N/A
Der schwerstkranke Patient: Problemorientiertes Lernen auf der Intensivstation,KUR4040,Exercise Group,"Stephan Blumenthal, Patricia Fodor, Christoph Karl Hofer, Sergio Mariotti, Andreas Rist",German,Der schwerstkranke Patient: Problemorientiertes Lernen auf der Intensivstation,N/A,N/A,N/A,N/A
Ausführung wissenschaftlicher Arbeiten in klinischer Biochemie,BCH0Y004,Sonstiges,"Alessio Cremonesi, Martin Hersberger, Martin Werner Poms, Beat Thöny",German,Research project in clinical Biochemistry,N/A,N/A,N/A,N/A
Biomedicine Seminar,PHY0Y030,Seminar,"Cezmi A. Akdis, Thorsten Buch, Giovanni Camici, Olivier Devuyst, Christian Grimm, Thomas Lutz",English,Raum: Y23 K52,N/A,N/A,N/A,N/A
Anatomie der chir.-orthopädischen Zugangswege,ANA17002,Course,"Norman Espinosa, Mazda Farshad, Sandro Fucentese, Karl Grob, Ladislav Nagy, Andreas Schweizer, Karl Wieser, Stephan Hermann Wirth, Patrick Zingg",German,Anatomie der chir.-orthopädischen Zugangswege,N/A,N/A,N/A,N/A
Paläopathologisches Kolloquium,GDM0M060,Colloquium,"Nicole Bender, Thomas Böni, Martin Felix Häusler, Frank Jakobus Rühli, Kaspar Staub",German,Paläopathologisches Kolloquium,N/A,N/A,N/A,N/A
Klinischer Einführungskurs Chirurgie,KUR308A,Klinischer Kurs,"Kevin Sven Akeret, Florin Allemann, David Johannes Balun, Christiane Barthel, Giovanna Brandi, Alexandra Brüggemann, Markus Béchir, Sascha David, Valerian Dirr, Dilmurodjon Eshmuminov, Daniel Farhoumand, Anna-Sophie Favre-Hofer, Jorn Fierstra, Duveken Fontein, Luca Funk, Katarzyna Maria Furrer, Martin Geiger, Stephan Gerdes, Julius Gerhardy, Menno Germans, Elisabeth Johanna Goetze, Epameinondas Gousopoulos, Anisa Hana, Basil Hatz, Jakob Hax, Franziska Heining, Sandro-Michael Heining, Christian Hierholzer, Sven Hillinger, Matthias Hilty, Daniel Hofmänner, Manuela Hunziker Ulrich, Achim Häussler, Jan Philipp Jonas, Marie-Elisabeth Kajdi-Schwab, Maureen Karrer, Benedikt Kranzbühler, Dejan Lavrek, Perparim Limani, Grégoire Longchamp, Nicolai Maldaner, Anna-Leonie Menges, Gian-Marco Monsch, Matteo Müller, Page 2 of 2, Vasileios Ntinopoulos, Pascal Oechslin, Nestoras Papadopoulos, Bettina Pfannmüller, Olga Politikou, Viktoria Pöll, Thomas Rauer, Gregory Reid, Maximilian Ries, Laura Rings, Petar Risteski, Simon Roner, Isabel Räschle, Sameena Sandhu, Yves Scherrer, Martin Oliver Schmiady, Florian Schmid, Marcel Schneider, Didier Schneiter, Frank Schäfer, Reto Schüpbach, Ömer Senbaklavaci, Ksenija Slankamenac, Julian Sromicki, Thomas Stadlbauer, Peter Christian Steiger, Michel Paul Johan Teuben, Henrik Teuber, Igor Tudorache, Mathias Van Hemelrijck, Flavio Vasella, Stefanos Voglis, Andrea Alessandra Weinzierl, Raphael Werner, Willms Willms, Donata von Reibnitz",German,"Introductory Clinical Courses I: BLS, Surgery, Dermatology, Internal Medicine/Clinical",N/A,N/A,N/A,N/A
Klinischer Einführungskurs Pädiatrie,KUR308H,Klinischer Kurs,"Caroline Benz, Christoph Berger, Livia Andrea Dülli, Lara Gamper, Franziska Kunz, Christoph Rutishauser, Christina Schaefer, Sergio Stocker",German,"Introductory Clinical Courses I: BLS, Surgery, Dermatology, Internal Medicine/Clinical",N/A,N/A,N/A,N/A
Klinischer Einführungskurs Psychiatrie,KUR308J,Klinischer Kurs,"Nicole Besse, Ana Buadze, Achim Burrer, Maximilian Buschner, Flurin Cathomas, Giacomo Cecere, Michael Colla, Jan Conradi, Andrea Eisenhut, Jan Exner, Stefano Ferrea, Maurizia Franscini, Katharina Herdener-Pinnekamp, Uwe Herwig, Elena Hickmann, Holger Himmighoffen, Florian Hotzy, David Alen Huber, Johannes Jungwirth, Nils Kallen, Wolfram Kawohl, Friedrich Gunther Keck, Johannes Kirchebner, Golo Dietrich Kronenberg, Gunda Krowatschek, Lena Antonia Machetanz, Marco Maffezzoni Berger, Maria Podaropoulou Prousali, Barbora Provaznikova, Charlotta Rühlmann, Georgios Schoretsanitis, Madlen Sell, Gunda Siemssen, Tobias Raphael Spiller, Manuel Spiller, Hannah Christina Süss, Anastasia Theodoridou, Nicole Thurnherr, Elvira Tini-Chieffo, Stefan Vetter, Tobias Welt, Markus Zahn, Bastian Zöfelt, Page 2 of 2",German,"Introductory Clinical Courses I: BLS, Surgery, Dermatology, Internal Medicine/Clinical",N/A,N/A,N/A,N/A
Klinischer Einführungskurs InnereMedizin im Spital Hirslanden,KUR3080,Klinischer Kurs,"Christian Gmür-Siegfried, Oliver Gämperli, Joachim Mertens, Diana Reser, Andreas Serra, Reto Stocker, Christophe Wyss",German,"Introductory Clinical Courses I: BLS, Surgery, Dermatology, Internal Medicine/Clinical",N/A,N/A,N/A,N/A
Klinischer Einführungskurs Innere Medizin im Spital Lachen,KUR3080z,Klinischer Kurs,"Thomas Bregenzer, Imke Poepping, Christian Steffen",German,"Introductory Clinical Courses I: BLS, Surgery, Dermatology, Internal Medicine/Clinical",N/A,N/A,N/A,N/A
Klinischer Einführungskurs Innere Medizin im Spital Limmattal,KUR3080y,Klinischer Kurs,"Eva Achermann, Thomas Herren",German,"Introductory Clinical Courses I: BLS, Surgery, Dermatology, Internal Medicine/Clinical",N/A,N/A,N/A,N/A
Klinischer Einführungskurs Innere Medizin im Stadtspital Triemli,KUR3080x,Klinischer Kurs,"Irene Abela Steuri, Sayaka Aeschbacher, Sarah Albrecht, Michael Bigger, Levin Bolt, Sandra Hunziker, Corina Omlin, Kristina Reggel-Dapoto, Anita Ritz, Riccardo Steffen, Melina Stüssi-Helbling, Nina Vadasz, Adriana Wirth",German,"Introductory Clinical Courses I: BLS, Surgery, Dermatology, Internal Medicine/Clinical",N/A,N/A,N/A,N/A
Klinischer Einführungskurs Innere Medizin im Spital Zollikerberg,KUR3080q,Klinischer Kurs,"Yvonne Achermann, Ludwig Heuss, Michael Muheim, Simon Andreas Müggler, Matthias Sauter, Joachim Schmitt",German,"Introductory Clinical Courses I: BLS, Surgery, Dermatology, Internal Medicine/Clinical",N/A,N/A,N/A,N/A
Klinischer Einführungskurs Innere Medizin im See-Spital Horgen,KUR3080p,Klinischer Kurs,"Seraina Egli, Silvia Ernst, Franziska Schober, Alexander Justus Turk",German,"Introductory Clinical Courses I: BLS, Surgery, Dermatology, Internal Medicine/Clinical",N/A,N/A,N/A,N/A
"Kurs Labormedizin, Immunologie",KUR3092,Kurs,"Joanna Gawinecka-Polania, Viola Günther, Thorsten Hornemann, Daniel Michael Müller, Jana Pachlopnik Schmid, Elisabeth Probst-Müller, Lanja Saleh, Katharina Spanaus Schlapbach, Alan Valaperti, Maya Vonow-Eisenring, Wijtske Wallimann, Arnold von Eckardstein",German,"Laboratory Courses: Immunology, Laboratory Medicine/Clinical Chemistry, Medical",N/A,N/A,N/A,N/A
Parasitologie,KUR3094,Exercise Group,Felix Grimm,German,"Laboratory Courses: Immunology, Laboratory Medicine/Clinical Chemistry, Medical",N/A,N/A,N/A,N/A
"Klinischer Einführungskurs Innere Medizin, Kantonsspital Zug",KUR3083,Klinischer Kurs,Andrea Frey,German,"Introductory Clinical Courses I: BLS, Surgery, Dermatology, Internal Medicine/Clinical",N/A,N/A,N/A,N/A
Externes Berufspraktikum MA KLA,682l503a,Praktikum,Corinna Reinhardt,German,Professional Traineeship MA KLA,N/A,N/A,N/A,N/A
Externes Berufspraktikum MA Archäologien 6 ECTS,682l504a,Praktikum,Philippe Della Casa,German,Professional Traineeship MA Archaeologies 6 ECTS,N/A,N/A,N/A,N/A
Enterprise IT-Architectures (L+E),22MI0012,Lecture with Practical Exercises,"Hans-Peter Hoidn, Kai Schwidder",English,Enterprise IT-Architectures (L+E),Friday,Afternoon,12,13
Behavioral Theory (E),22MO0081,Exercise Group,Philipp Sternal,English,Behavioral Theory (L+E),Friday,Morning,8,9
"Themenblock Schwangerschaft, Geburt",FW3019,Course,"Dirk Bassler, Vinzenz Boos, Markus Hodel, Franziska Krähenmann, Brigitte Leeners, Giancarlo Natalucci, Nicole Ochsenbein-Kölble, Anita Rauch, Christoph Rüegger, Isabell Witzel",German,"Themenblock Schwangerschaft, Geburt",N/A,N/A,N/A,N/A
Medizin des hochbetagten Menschen,LSSTUD3,Course,Heike A. Bischoff-Ferrari,German,Selbststudium 1.SJ M Med,N/A,N/A,N/A,N/A
Sozialmedizin,LSSTUD4,Course,Jan Fehr,German,Selbststudium 1.SJ M Med,N/A,N/A,N/A,N/A
Allgemeine Pathologie,Z_PAT3.1,Course,"Marco Bühler, Katharina Endhardt, Tibor Hortobagyi, Chantal Pauli, Sabine Rohrmann, Antonia Töpfer, Zsuzsanna Varga",German,"Individual Examination Bachelor 3.1, theoretical, dental and medical Basics",N/A,N/A,N/A,N/A
Thematische schriftliche Arbeit Sozialpädagogik &amp; Sozialisation,226l533a,Selbststudium mit Leistungsnachweis,N/A,German,Subject-Specific Paper Social Pedagogy and Socialization,N/A,N/A,N/A,N/A
Blut und Neoplasien,LSSTUD5,Course,Matthias Guckenberger,German,Selbststudium 1.SJ M Med,N/A,N/A,N/A,N/A
"Klinischer Kurs Gynäkologie und Geburtshilfe, in Praxis, Volketswil",KUR417AF,Klinischer Kurs,N/A,German,"Clinical Courses III: Gynecology &amp; Obstetrics or Pediatrics, Family Medicine,",N/A,N/A,N/A,N/A
"Klinischer Kurs Innere Medizin, im Kantonsspital Münsterlingen",KUR416Y,Exercise Group,"Zorica Arezina, Rudolf Andreas Benz, Anna Beran-Kühne, Till Jörg Blumenstein, Amelie Ursula Cordes, Rainer Fritz, Benjamin Froitzheim, Rosamaria Fulchini, Johannes Graf, Joerg Hansen, Roman Inauen, Matthias Köhler, Sabine Dorothea Majer, Daniel Mattle, Yannis Metaxas, Vojtech Pavlicek, Lukas Pieczora, Tamara Pung, Nicole Rudolph, Jacques-Emmanuel Schaefer, Christine Schlecht, Florian Schliephake, Andreas Schoenenberger, Dinah Schär, Philip Seba, Verena Constanze Stadler, Michael Christian Sulz, Christian Taverna, Robert Thurnheer, Birgit Traichel, Danielle Vuichard Gysin, Markus Werner, Ivana Zindovic, Anna Zortea",German,"Clinical Courses III: Gynecology &amp; Obstetrics or Pediatrics, Family Medicine,",N/A,N/A,N/A,N/A
"Klinischer Kurs Innere Medizin, im Spital Männedorf",KUR416CF,Exercise Group,"Katharina Casauro, Robert Clemens, David Ebersbach, Beat Frank, Katharina Huss-Mischler, Arne Kröger, Jean-Luc Kurzen, Prisca Mattmann-Lacolla, Robert Mundackal, Stefan Pelz, Svenja Pelz, Heike Pietge-Seifert, Karim Shaikh",German,"Clinical Courses III: Gynecology &amp; Obstetrics or Pediatrics, Family Medicine,",N/A,N/A,N/A,N/A
"Klinischer Kurs Innere Medizin, im Stadtspital Waid",KUR416CI,Exercise Group,"Patrice Ambühl, Katja Auinger, Charlotte Berlier, David Blum, Stefan Christen, Corina Ebnöther-Staub, Damian Gruber, Tobias Höfflinghaus, Kathleen Höhn, Reto Kühne, Nundsin Vanessa Lhasam, Simon Meier, Susanne Pratsch Peter, Frans Olivier The, Elisabeth Weber, Andrea Westphalen",German,"Clinical Courses III: Gynecology &amp; Obstetrics or Pediatrics, Family Medicine,",N/A,N/A,N/A,N/A
"Klinischer Kurs Innere Medizin, im Universitätsspital Zürich",KUR416U,Exercise Group,"Annina Althaus, Sena Blümel, Laura Boos, Dominique Braun, Silvio Brugger, Stephanie Damm, Dominik Damm, Daniel Hofer, Raphael Alexander Korach, Albina Nowak-Wilhelm, Miro Emanuel Räber, Thomas Schachtner, Michael Scharl, Tim Sebastian, Carolin Steinack, Barbara Stähli, Malte Vehling, Oliver Vilinovszki, Lukas Oskar Weidmann, Nathan Wolfensberger, Ayla Yalamanoglu",German,"Clinical Courses III: Gynecology &amp; Obstetrics or Pediatrics, Family Medicine,",N/A,N/A,N/A,N/A
"Klinischer Kurs Neurologie und Neurochirurgie, im Universitätsspital Zürich",KUR416BA,Klinischer Kurs,"Bettina Balint, Meret Branscheidt, Christopher David Czell, Giuseppe Esposito, Anna-Sophie Favre-Hofer, Jorn Fierstra, Marian Galovic, Menno Germans, Christoph Globas, Dorothee Gramatzki, Marcellina Isabelle Haeberlin, Michael Hugelshofer, Sarah Hösli, Veronika Kana, Alexander Küffer, Maximilian Johannes Heinrich Mastall, Markus Oertel, Antonella Maria Palla, Heiko Pohl, Maria Rasenack, Heike Russmann, Peter Sandor, Anton Schmick, Bettina Schreiner, Kai Schubert, Martina Sebök, Carlo Serra, Adrian M. Siegel, Lukas Steinegger, Manuela Theiler, Matus Velicky, Julia Velz, Stefanos Voglis, Sandra Christine Waldmeier-Wilhelm, Laura Philine Westphal, Leopold Zizlsperger, Theodorus van Doormaal",German,"Clinical Courses III: Gynecology &amp; Obstetrics or Pediatrics, Family Medicine,",N/A,N/A,N/A,N/A
"Klinischer Kurs Ophthalmologie, im Kantonsspital Winterthur",KUR416AU,Exercise Group,"Fabian Gielen, Jeanne Gunzinger, Stefanie Hübner, Mark Scherrer, Sarah Sidler-Schuler, Julian Sromicki, Jörg Stürmer, Janine Tarantino-Scherrer",German,"Clinical Courses III: Gynecology &amp; Obstetrics or Pediatrics, Family Medicine,",N/A,N/A,N/A,N/A
"Klinischer Kurs Otorhinolaryngologie, im Kantonsspital St. Gallen",KUR416AJ,Exercise Group,"Claudia Lädrach, Christina Romer, Jochen Rosenfeld, Sandro Stöckli, Abel-Jan Tasman",German,"Clinical Courses III: Gynecology &amp; Obstetrics or Pediatrics, Family Medicine,",N/A,N/A,N/A,N/A
