Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
MCM1: Diagnostic Imaging 1b – Lecture and Practical,CPPRA114,Course,Miklos Csato,German,"Chiroractic Courses MCM1b: Chiropractic Technique, NMS Diagnosis Ib, Diagnostic",N/A,N/A,N/A,N/A
MCM1b: Neuromusculoskeletal Diagnosis 1b - Lecture,CPPRA110,Course,Mirjam Baechler,German,"Chiroractic Courses MCM1b: Chiropractic Technique, NMS Diagnosis Ib, Diagnostic",N/A,N/A,N/A,N/A
MCM2b: Active Rehabilitation 2b – Lecture and Practical,CPPRA211,Course,Eveline Della Casa,German,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Adjunctive Therapies 2b – Practical,CPPRA212,Exercise Group,"Jutta Affolter Helbling, Werner Michael Heller, Nadia Meier, Bernd Moll, Inga Daniela Paravicini Bürgi, Nathalie Rua",German,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Chiropractic Technique 2b – Lecture and Practical,CPPRA213,Course,"Andreas Fingal, Elisabeth Fingal, Lindsay Mary Gorrell, Werner Michael Heller, Christa Joder, Michel Kressig, Erman Kücük, Ivan Miletic-Wüst, Patricia M. Schaller, Marc Veenemans, Urs Beat Zahner","German, English","Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Diagnostic Imaging 2b – Lecture and Practical,CPPRA215,Course,"Reto Sutter, Miklos Csato",German,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Neuro-Musculo-Skeletal Diagnosis 2b – Lecture and Practical,CPPRA217,Course,"Stefan Fröhlich, Yulia Valko, Susanne Friedl, Christoph Gorbach, Nora Wieloch",German,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Radiography Practice 2b – Lecture and Practical,CPPRA218,Course,"Philipp Gähwiler, Sandra Schoch",German,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Current Topics in Clinical Chiropractic &amp; Clinical Problem Solving,CPPRA219,Block Course,"Petra Schweinhardt, Michael Meier, Mirjam Baechler, Anke Langenfeld Sickendieck, Kirsten Olesen, Nora Wieloch","German, English","Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2a: Introduction to Clinical Practice,CPPRA221,Course,"Fredrik Granelli, Léonie Hofstetter, Malin Mühlemann, Bernhard Pulver",German,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Advance Chiropractic Diagnosis und Technique,CPPRA220,Course,"Mirjam Baechler, Jochen Brenner, Gian-Reto Felix, Mette Hobaek Siegenthaler, Lukas Mayr, Rolf Nussbaumer, Luana Martha Nyirö","German, English","Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
Hospital Rotation,CPWSJ001,Practical Training,N/A,German,Hospital Rotation,N/A,N/A,N/A,N/A
Chiropractic Teaching Clinic,CPCTC002,Seminar,N/A,German,"MCM3: Chiropractic Teaching Clinic, Clinical Workshops, Tutorials &amp; Lectures",N/A,N/A,N/A,N/A
"Clinical Workshops, Tutorials and Lectur",CPCWT003,Seminar,N/A,German,"MCM3: Chiropractic Teaching Clinic, Clinical Workshops, Tutorials &amp; Lectures",N/A,N/A,N/A,N/A
Forschungskolloquium Chiropraktische Medizin,CPCTC004,Colloquium,N/A,"English, German","MCM3: Chiropractic Teaching Clinic, Clinical Workshops, Tutorials &amp; Lectures",N/A,N/A,N/A,N/A
Dinosaur palaeobiology,BIO270,Course,Torsten Scheyer,English,BIO 270 Dinosaur palaeobiology,Monday,Afternoon,13.0,13.75
Advanced Calculus (L),22MO0222,Course,Marc Paolella,English,Advanced Calculus (L),Tuesday,Morning,8.25,9.75
Vorlesung ETH,600k101a,Course,Michael Hagner,German,Vorlesung ETH,Tuesday,Evening,18.25,20.0
Vorlesung ETH,600k102a,Course,Harald Fischer-Tiné,English,Vorlesung ETH,Monday,Afternoon,12.25,14.0
Dialektkurs: Syrisch-Arabisch,306k052a,Exercise Group,Natalia Bachour,"Arabic, German",Syrian Arabic,Tuesday,Afternoon,14.0,15.75
Seminar in Data Science and Mathematical Modelling,MAT959.1,Seminar,"Reinhard Furrer, Ashkan Nikeghbali, Delia Coculescu, Alexandre Dominique Bovet",German,MAT 959 Seminar in Data Science and Mathematical Modelling,Thursday,Afternoon,12.0,13.75
Bachelorarbeit,272-BAa,Student Work,N/A,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
"«Zur glücklichen Zukunft» – Ethnologie,Engagement, Zürich",721k476a,Seminar,Daniela Andrea Dietz,German,"„Towards a Happy Future"" - Anthropology, Engagement, Zurich",Friday,Afternoon,14.0,17.0
Doctoral Seminar Dynamic and Distributed Information Systems,DINF1145,Seminar,Abraham Bernstein,English,Doctoral Seminar Dynamic and Distributed Information Systems,N/A,N/A,N/A,N/A
Seminar: Business and Economics of the Metaverse (BSc),22BIS100,Seminar,"Claudio Juan Tessone, Shengnan Li, Parminder Kaur Makode",English,Seminar: Business and Economics of the Metaverse (BSc),Friday,Afternoon,13.0,15.0
SurgeAHEAD – Chirurgiekurs für Medizinstudierende,ORT24001,Exercise Group,"Mazda Farshad, Josef Oberholzer, Hans-Christoph Pape, Isabelle Schmitt-Opitz, Philipp Fürnstahl, Ulrich Christoph Möhrlen-Wehrli, Omer Dzemali, Harald Essig",German,SurgeAHEAD – Chirurgiekurs für Medizinstudierende,N/A,N/A,N/A,N/A
Research Seminar Finance (MA),22MO0030,Seminar,"Steven Ongena, Zacharias Sautner, Yucheng Yang, Felix Hans Robert Von Meyerinck",English,Research Seminar Finance (MA),Friday,Afternoon,12.25,13.75
N/A,MAT005.2,Exercise Group,Joachim Rosenthal,German,MAT 005 Coding Theory,Monday,Afternoon,13.0,14.75
Finite Fields - Theory and Applications,MAT576.1,Course,Niklas Gassner,English,MAT 576 Finite Fields - Theory and Applications,Friday,Afternoon,13.0,14.75
Braids,MAT508.1,Course,Quentin Jean-Claude Bernard Faes,English,MAT 508 Braids,Wednesday,Afternoon,15.0,17.0
Exercises Braids,MAT508.2,Exercise Group,N/A,English,MAT 508 Braids,Tuesday,Afternoon,15.0,15.75
Seminar: Nonstandard Analysis,MAT676.1,Seminar,Marius Paul Furter,English,MAT 676 Seminar: Nonstandard Analysis,Friday,Afternoon,15.0,17.0
Re-examination Mathematical Finance: Mathematical Finance and Derivatives,DOEC0383,Examination,Marc Chesney,English,Mathematical Finance: Mathematical Finance and Derivatives (S),Tuesday,Afternoon,14.0,16.0
"Statistik II, Tutorat, Gruppe 01",240-007a,Tutorial,Philosophische Fakultät N.N.-Dozent,German,Statistics II,Monday,Afternoon,16.25,18.0
"Statistik II, Tutorat, Gruppe 02",240-007a,Tutorial,Philosophische Fakultät N.N.-Dozent,German,Statistics II,Tuesday,Afternoon,16.25,18.0
"Statistik II, Tutorat, Gruppe 03",240-007a,Tutorial,Philosophische Fakultät N.N.-Dozent,German,Statistics II,Wednesday,Afternoon,16.25,18.0
"Statistik II, Tutorat, Gruppe 04",240-007a,Tutorial,Philosophische Fakultät N.N.-Dozent,German,Statistics II,Wednesday,Afternoon,12.25,13.75
"Empirische Sozialforschung Tutorat, Gruppe 01",240-003a,Tutorial,Philosophische Fakultät N.N.-Dozent,German,Empirical Social Research,Tuesday,Afternoon,12.25,13.0
Emerging Technologies and Human Rights,DSID0024,Block Course,Roberto Luis Andorno,English,Emerging Technologies and Human Rights,Tuesday,Morning,10.0,13.0
"Empirische Sozialforschung Tutorat, Gruppe 02",240-003a,Tutorial,Philosophische Fakultät N.N.-Dozent,German,Empirical Social Research,Tuesday,Morning,9.0,9.75
"Empirische Sozialforschung Tutorat, Gruppe 03",240-003a,Tutorial,Philosophische Fakultät N.N.-Dozent,German,Empirical Social Research,Friday,Morning,9.0,9.75
"Empirische Sozialforschung Tutorat, Gruppe 04",240-003a,Tutorial,Philosophische Fakultät N.N.-Dozent,German,Empirical Social Research,Thursday,Afternoon,16.25,17.0
DSI: Summer School,DSID0009,Block Course,"Sarah Jane Summers, Markus Christen",English,DSI: Summer School,Monday,Morning,9.0,17.0
ST Seminar Ethics: Challenges at the end of life in Christianity and Islam,23SS113,Seminar,"Michael Coors, Hadil Lababidi",German,ST Seminar Ethik: Herausforderungen am Ende des Lebens in Christentum und Islam,Tuesday,Afternoon,16.25,18.0
Fieldwork in Swiss Palaeontology and Natural History Museums,BIO266,Block Course,"Marcelo R. Sanchez, Gabriel Aguirre Fernandez, Jorge Domingo Carrillo Briceno",English,BIO 266 Fieldwork in Swiss Palaeontology and Natural History Museums,Monday,Morning,8.0,17.0
Understanding digital in management and innovation research (S),DOEC1145,Seminar,Wirtschaftswiss. Fakultät N.N.-Dozent,English,Understanding digital in management and innovation research (S),Tuesday,Morning,9.5,17.0
Ethics and Reflection,DSID0014,Block Course,"Thomas Schlag, Michael Coors",English,Ethics and Reflection,Thursday,Morning,9.0,17.0
Interdisciplinary Reading Seminar,DSID0011,Seminar,"Joanna Kathleen Hastings, Viktor von Wyl",English,Interdisciplinary Reading Seminar,Tuesday,Afternoon,13.25,14.833333333333334
Exercises Finite Fields - Theory and Applications,MAT576.2,Exercise Group,Niklas Gassner,English,MAT 576 Finite Fields - Theory and Applications,Tuesday,Afternoon,15.0,17.0
Algebraic Combinatorics,MAT968.1,Course,Tsvi Lakrec,English,MAT 968 Algebraic Combinatorics,Thursday,Afternoon,16.25,18.0
Seminar on Symplectic Geometry,MAT710.1,Seminar,Manuel Tecchiolli,"English, German",MAT 710 Seminar on Symplectic Geometry,Thursday,Morning,10.25,12.0
"Excursion ""Colonial Oxford: Legacies of Race and Empire""",440k013a,Field Trip,Sophie Emma Battell,English,"Excursion ""Colonial Oxford: Legacies of Race and Empire""",N/A,N/A,N/A,N/A
Seminar: Introduction to Isogeny-based Cryptography,MAT017.1,Seminar,Silvia Sconza,English,MAT 017 Seminar: Introduction to Isogeny-based Cryptography,Thursday,Afternoon,13.0,14.75
Seminar Introduction to Partial Differential Equations,MAT688.1,Seminar,Cristina Caraci,English,MAT 688 Seminar Partial Differential Equations,Monday,Morning,10.25,12.0
Seminar Introduction to Spectral theory and applications to Quantum Mechanics,MAT818.1,Seminar,Andrea Ulliana,English,MAT 818 Seminar  Introduction to Spectral theory and applications to Quantum,Wednesday,Morning,8.0,9.75
Entrepreneurial skills: Facilitating collaborative innovation,K_ESPe,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Entrepreneurial skills: Facilitating collaborative innovation,Wednesday,Morning,9.0,17.5
Bachelor Thesis Literature (Mühlheim),440-BAa,Student Work,N/A,English,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelor Thesis Literature (Gutbrodt),440-BAa,Student Work,N/A,English,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelor Thesis Linguistics (Studer),440-BAa,Student Work,N/A,English,Bachelor's Thesis,N/A,N/A,N/A,N/A
Master Thesis Literature (Gutbrodt),440-MAa,Student Work,N/A,English,Master's Thesis,N/A,N/A,N/A,N/A
Master Thesis Literature (Mühlheim),440-MAa,Student Work,N/A,English,Master's Thesis,N/A,N/A,N/A,N/A
Master Thesis Linguistics (Studer),440-MAa,Student Work,N/A,English,Master's Thesis,N/A,N/A,N/A,N/A
Forschungswerkstatt Musikpresse im 20. Jh.: Othmar Schoeck,760k020a,Colloquium,Inga Mai Groote,German,Forschungswerkstatt Musikpresse im 20. Jh.: Othmar Schoeck,N/A,N/A,N/A,N/A
Short Internship: Englischsprachige Bücher einer historischen Kinderbuchsammlung,440k514a,Practical Training,Martin Mühlheim,"German, English",Short Internship: English-Language Books from a Historical Collection of Children's,N/A,N/A,N/A,N/A
Short Internship: Manuscripts and Monks on Wikipedia (Partner Institution: Stiftsbibliothek,440k515a,Practical Training,Nathalie Marina Meyer,English,Short Internship: Manuscripts and Monks on Wikipedia (Partner Institution:,N/A,N/A,N/A,N/A
Advanced Research Internship in the VARIAGE Project,440k516a,Practical Training,Simone Eveline Pfenninger,English,Advanced Research Internship in the VARIAGE Project,N/A,N/A,N/A,N/A
Publishing &amp; author rights,K_PARe,Block Course,"Melanie Röthlisberger, Regula Dorothea Zwicky",English,Publishing &amp; author rights,Tuesday,Morning,9.0,12.0
Die Stadt der Utopie - Die Stadt des Imperiums. Performative Praktiken der Macht: Moskau,Minsk480k011a,Exercise Group,Artur Klinau,German,The City of Utopia - The City of Empire. Performative Practices of Power: Moscow -,Friday,Afternoon,14.0,18.0
Exercises Hodge Theory and Algebraic Cycles part 2,MAT714,Exercise Group,Joseph Ayoub,English,MAT 714 Hodge Theory and Algebraic Cycles part 2,Monday,Afternoon,13.0,14.75
Political Science Didactics,615k518a,Other,N/A,German,Political Science Didactics,N/A,N/A,N/A,N/A
Research Colloquium UFSP Human Reproduction Reloaded | H2R,IUSW_3,Colloquium,"Katja Rost, Alice Margaria",German,Research Colloquium UFSP Human Reproduction Reloaded | H2R,N/A,N/A,N/A,N/A
"Bachelorarbeit ""Persönlichkeitspsychologie"" (G38)",200-BAa,Student Work,Christopher James Hopwood,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Français B2 : Société et questions d'actualité,_F_B2Soc,Language Course,Jean-Philippe Coen,French,Français B2 : Société et questions d'actualité,Wednesday,Evening,18.0,19.5
Bachelor Thesis Literature (Bevan Zlatar),440-BAa,Student Work,N/A,English,Bachelor's Thesis,N/A,N/A,N/A,N/A
Master Thesis Literature (Bevan Zlatar),440-MAa,Student Work,N/A,English,Master's Thesis,N/A,N/A,N/A,N/A
Scientific Writing for Evolutionary Biologists,BIO555,Seminar,"Simon Aeschbacher, Annegret Lesslauer",German,BIO 555 Scientific Writing for Evolutionary Biologists,Friday,Morning,8.0,17.0
BME 683 Wagi Lunch Seminar,BME683,Seminar,"Giovanni Guido Camici, Gabriela Kania",English,BME 683 Wagi Lunch Seminar,Wednesday,Afternoon,12.0,13.0
"Thomas Hobbes, Leviathan",160k021a,Seminar,Jörg Löschke,German,"Thomas Hobbes, Leviathan",Tuesday,Evening,18.25,20.0
Data Organization and Analysis: Sorting and Coding the Ethnographic Record,330G203a,Other,Esther Leemann,English,Data Organization and Analysis: Sorting and Coding the Ethnographic Record,N/A,N/A,N/A,N/A
MAT 737DP Dynamics of Cocycles and Applications part 2,MAT737DP,Course,Artur Avila,English,MAT 737DP Dynamics of Cocycles and Applications part 2,Thursday,Afternoon,14.0,15.75
The psychology of morality,200k556a,Seminar,Nicholas Poh-Jie Tan,English,The psychology of morality,Wednesday,Morning,10.25,12.0
Introduction to Genome-Wide Association Studies (GWAS),BIO692,Other,Thomas Wicker,German,BIO 692 Introduction to Genome-Wide Association Studies (GWAS),Tuesday,Morning,8.0,17.0
Bachelor Thesis Literature (Robe),440-BAa,Student Work,N/A,English,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelor Thesis Linguistics (Seiler Rübekeil),440-BAa,Student Work,N/A,English,Bachelor's Thesis,N/A,N/A,N/A,N/A
Research Colloquium Labour Geography (for MSc and Phd Students),GEODIPL,Colloquium,Karin Schwiter,German,GEO 511 Master Thesis,Wednesday,Afternoon,16.25,18.0
"Masterprüfung ""Evolutonary Neuroscience of Language"" (G41)",200-909a,Independent Study,Martin Ernst Meyer,"German, English",Master's Exam,N/A,N/A,N/A,N/A
(Wiederholungsprüfung) Politische Systeme und Theorien II,615-016a,Examination,N/A,German,Political Systems and Theories II,Monday,Morning,10.25,11.75
(Wiederholungsprüfung) Aufbaukurs Methoden und Statistik,615-019a,Examination,N/A,German,Intermediate Methods and Statistics,Tuesday,Morning,10.5,11.5
(Wiederholungsprüfung) Einführung in die qualitativen Methoden,615-021a,Examination,N/A,German,Introduction to Qualitative Methods,Wednesday,Afternoon,12.25,13.75
Current Topics in OT and Strategy – Practice Theory (S),DOEC1165,Seminar,Wirtschaftswiss. Fakultät N.N.-Dozent,English,Current Topics in OT and Strategy – Practice Theory (S),Monday,Afternoon,13.0,17.0
Short Course on Bunching Methods: Theory and Applications (L),DOEC1166,Course,Wirtschaftswiss. Fakultät N.N.-Dozent,English,Short Course on Bunching Methods: Theory and Applications (L),Monday,Afternoon,14.5,18.0
Klinischer Kurs Chirurgie - St. Galler Track,CHIST201,Exercise Group,"Daniel Engeler, Thomas Steffen, Ignazio Tarantino, Walter Florian Dick, Kristjan Ukegjini, Regula von Allmen",German,Klinischer Kurs Chirurgie - St. Galler Track,N/A,N/A,N/A,N/A
Klinischer Kurs Innere Medizin - St. Galler Track,INNST201,Exercise Group,"Werner Christian Albrich, Michael Brändle, Stefan Kuster, Hans Rickli, Otto Schoch, Philipp Patrick Kohler, Frank Rassouli, Irina Bergamin, Roman Brenner, Marc Buser, Lorenz Bärlocher, Ioannis Chronis, Remus Frei, David Hörburger, Lukas Kern, Simone Eva Krähenmann-Müller, Tino Schneider",German,Klinischer Kurs Innere Medizin - St. Galler Track,N/A,N/A,N/A,N/A
"Best Practices for Getting Papers ""Past the Desk"" In Management (S)",OEC1167,Seminar,Wirtschaftswiss. Fakultät N.N.-Dozent,English,"Best Practices for Getting Papers ""Past the Desk"" In Management (S)",Tuesday,Morning,9.0,12.0
Klinischer Kurs Ethische Fallanalysen - St. Galler Track,ETHST201,Exercise Group,Jürg Caspar Streuli,German,Klinischer Kurs Ethische Fallanalysen - St. Galler Track,N/A,N/A,N/A,N/A
Klinischer Kurs Bewegungsapparat - St. Galler Track,BEWST201,Exercise Group,"Bernhard Jost, Karlmeinrad Giesinger, Thomas Neumann, Matthijs Jacxsens, Andreas Toepfer",German,Klinischer Kurs Bewegungsapparat - St. Galler Track,N/A,N/A,N/A,N/A
Klinischer Kurs Psychosoziale Medizin - St. Galler Track,PSYST201,Exercise Group,"Dagmar Schmid, Funda Akkus, Jörg Bitter, Angela Brucher",German,Klinischer Kurs Psychosoziale Medizin - St. Galler Track,N/A,N/A,N/A,N/A
Klinischer Kurs Pathologie - St. Galler Track,PATST201,Exercise Group,"Wolfram Jochum, Michael Schmid",German,Klinischer Kurs Pathologie - St. Galler Track,N/A,N/A,N/A,N/A
Klinischer Kurs Chirurgie - Luzerner Track,CHILU201,Exercise Group,"Marc Schiesser, Fabian Baumann, Philipp Baumeister, Peter Dubsky, Jörn-Markus Gass, Patrick Levien, Jürg Metzger, Fabrizio Minervini, Peter Prömmel, Tobias Pötzel, Moritz Pascal Nikolaus Schwethelm, Herbert Wallimann, Reto Wettstein, Christoph Würnschimmel, Cem Yetimoglu",German,Klinischer Kurs Chirurgie - Luzerner Track,N/A,N/A,N/A,N/A
Klinischer Kurs Innere Medizin - Luzerner Track,INNLU201,Exercise Group,"Richard Kobza, Stefan Toggweiler, Benjamin Berte, Esther Brigitta Bächli, Ivana Begic, Matthias Bossard, Urs Bürgi, Michael Harder, Balthasar Hug, Andreas Jenny, Carla Kaufmann, Kamran Koligi, Federico Moccetti, Beat Oertli, Moritz Pascal Nikolaus Schwethelm, Lea Slahor, Dragan Stojanov, Annalina Tresch, Daniel Vogel, Joscha von Rappard",German,Klinischer Kurs Innere Medizin - Luzerner Track,N/A,N/A,N/A,N/A
Klinischer Kurs Ethische Fallanalysen - Luzerner Track,ETHLU201,Exercise Group,Bernhard Estermann,German,Klinischer Kurs Ethische Fallanalysen - Luzerner Track,N/A,N/A,N/A,N/A
Klinischer Kurs Bewegungsapparat - Luzerner Track,BEWLU201,Exercise Group,"Michael Fiechter, Roland Camenzind, Manuela Di Chiara, Inge Eriks Hoogland, Pascal Haefeli, Michael Harder, Stefan Johannes Hummler, Lukas Iselin, Gediminas Matulis, Torsten Pastor, Tobias Pötzel, Gernot Schmid, Dragan Stojanov, Nicole van Veelen, Bryan van de Wall",German,Klinischer Kurs Bewegungsapparat - Luzerner Track,N/A,N/A,N/A,N/A
