Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
"Basic Laboratory Course in Chemistry, Part 2 (group 1)",CHE112.1,Practical Training,"Greta R. Patzke, Jan Helbing, Ulrike Wais","German, English","CHE 112 Basic Laboratory Course in Chemistry, Part 2",Tuesday,Afternoon,13.0,18.0
"Basic Laboratory Course in Chemistry, Part 2 (group 2)",CHE112.1,Practical Training,"Greta R. Patzke, Jan Helbing, Ulrike Wais","German, English","CHE 112 Basic Laboratory Course in Chemistry, Part 2",Wednesday,Afternoon,13.0,18.0
Basic Laboratory Course in Chemistry for the Life Sciences,CHE171.1,Practical Training,"Greta R. Patzke, Jan Helbing, Ulrike Wais","German, English",CHE 171 Basic Laboratory Course in Chemistry for the Life Sciences,N/A,N/A,N/A,N/A
Bachelor's Thesis,CHE301.1,Student Work,"Kathrin Fenner, Karl Gademann, Peter Hamm, Jürg Hutter, Cristina Nevado Blazquez, Greta R. Patzke, Stefan Seeger, Roland K.O. Sigel, Eva Freisinger Sigel, Jason Philip Holland, Sandra Erika Luber, Pablo Marcelo Rivera Fuentes, Stanley David Tilley, Ilija Coric, Nina Hartrampf, Michal Juricek, Alexandria Deliz Liang, Laurent Bigler, Marcella Mauri-Iannuzzi, Bernhard Spingler, Felix Hubertus Zelder, Oliver Zerbe","German, English",CHE 301 Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelor's Thesis,CHE302.1,Student Work,"Kathrin Fenner, Karl Gademann, Peter Hamm, Jürg Hutter, Cristina Nevado Blazquez, Greta R. Patzke, Stefan Seeger, Roland K.O. Sigel, Eva Freisinger Sigel, Jason Philip Holland, Sandra Erika Luber, Pablo Marcelo Rivera Fuentes, Stanley David Tilley, Ilija Coric, Nina Hartrampf, Michal Juricek, Alexandria Deliz Liang, Laurent Bigler, Marcella Mauri-Iannuzzi, Bernhard Spingler, Felix Hubertus Zelder, Oliver Zerbe","German, English",CHE 302 Bachelor's Thesis,N/A,N/A,N/A,N/A
Master's Thesis,CHE420.1,Student Work,"Kathrin Fenner, Karl Gademann, Peter Hamm, Jürg Hutter, Cristina Nevado Blazquez, Greta R. Patzke, Stefan Seeger, Roland K.O. Sigel, Eva Freisinger Sigel, Jason Philip Holland, Sandra Erika Luber, Pablo Marcelo Rivera Fuentes, Stanley David Tilley, Ilija Coric, Nina Hartrampf, Michal Juricek, Alexandria Deliz Liang, Laurent Bigler, Sven Hans Gohla, Marcella Mauri-Iannuzzi, Bernhard Spingler, Felix Hubertus Zelder, Oliver Zerbe, Sandro Vicente Olveira","English, German",CHE 420 Master's Thesis,N/A,N/A,N/A,N/A
Department of Chemistry Seminars,CHE800.1,Seminar,"Nina Hartrampf, Alexandria Deliz Liang",English,CHE 800 Department of Chemistry Seminars,Tuesday,Afternoon,16.25,17.5
NT.S450 Fachwissenschaft Chemie 2,CHE403.1,PHZH SEK I Module,Laurent Bigler,German,NT.S450 Chemistry 2,Wednesday,Afternoon,14.0,16.0
Organic Chemistry for the Life Sciences,CHE172.1,Lecture with Practical Exercises,Oliver Zerbe,German,CHE 172 Organic Chemistry for the Life Sciences,Tuesday,Morning,8.0,9.75
Communication Skills for Leaders,CMS103.1,Exercise Group,Roberto Ricardo Vogt,English,CMS 103 Communication Skills for Leaders,N/A,N/A,N/A,N/A
Management Skills for Business Excellence,CMS104.1,Exercise Group,Paul-David Becker,English,CMS 104 Management Skills for Business Excellence,N/A,N/A,N/A,N/A
Leadership Skills for Executives,CMS105.1,Exercise Group,"Paul-David Becker, Roberto Ricardo Vogt",English,CMS 105 Leadership Skills for Executives,N/A,N/A,N/A,N/A
Laboratory Research Project,MDS201.1,Practical Training,Bernhard Spingler,"English, German",MDS 201 Master's Research in Chemical and Molecular Sciences,N/A,N/A,N/A,N/A
Master's Thesis and Defense,MDS201.2,Student Work,Bernhard Spingler,"English, German",MDS 201 Master's Research in Chemical and Molecular Sciences,N/A,N/A,N/A,N/A
Master's Exam,MDS201.3,Examination,Bernhard Spingler,"English, German",MDS 201 Master's Research in Chemical and Molecular Sciences,N/A,N/A,N/A,N/A
Introduction to Molecular Design and Synthesis,MDS101.1,Lecture with Practical Exercises,"Jason Philip Holland, Bernhard Spingler",English,MDS 101 Introduction to Molecular Design and Synthesis,Tuesday,Morning,10.25,12.0
Gespräche analysieren,360-105a,Seminar,Heiko Hausendorf,German,Analyzing language empirically: Present- day language,Wednesday,Morning,8.0,9.75
Comparative Civil Procedure,90CL2-1,Course,"Samuel P. Baumgartner, Tanja Domej, Lorenz Droese, Ulrich Haas",English,Comparative Civil Procedure,Wednesday,Afternoon,12.25,13.75
Cross-Border Litigation / Complex Procedure,Litigation,Course,Samuel P. Baumgartner,English,Cross-Border Litigation / Complex Procedure,Thursday,Afternoon,16.25,18.0
Immobiliarsachenrecht,NOPM7-1,Course,Ruth Arnet,German,Real Estate Law,Thursday,Morning,10.25,12.0
International Commercial Arbitration,90IL7-1,Course,"Lorenz Droese, Felix Dasser, Anya George, Daniel Girsberger, Anne Hossfeld, August Reinisch, Annett Rombach",English,International Commercial Arbitration,Tuesday,Afternoon,14.0,17.0
Introduction to U.S. Civil Procedure,90CL8-1,Lecture with Practical Exercises,Samuel P. Baumgartner,English,Introduction to U.S. Civil Procedure,Friday,Afternoon,12.25,13.75
Sanierungsrecht und Vertiefung im Konkursrecht,NOPM9-1,Course,"Ulrich Haas, Marjolaine Astrid Barbro Jakob, Marco Daniel Lucchinetti",German,Corporate Restructuring Law / Advanced Bankruptcy Law,Tuesday,Afternoon,12.25,13.75
Alternative Streitbeilegung,90WM38-1,Course,"Lorenz Droese, Stephan Netzle",German,Alternative Dispute Resolution,Thursday,Morning,8.0,9.75
Einführung in das Seerecht,90WM43-1,Course,"Alexander von Ziegler, Giovanna Montanaro",German,Introduction to Maritime Law,Thursday,Afternoon,12.25,13.75
European Civil Procedure,90WM51-2,Lecture with Practical Exercises,"Tanja Domej, Felix Dasser",English,European Civil Procedure,Thursday,Afternoon,14.0,15.75
Foundations and Trusts,90WM45-1,Course,"Dominique Hans Jakob, Michelle Kalt, Nathalie Simone Peter",English,Foundations and Trusts,Tuesday,Afternoon,14.0,18.0
Haftpflicht- und Versicherungsrecht,90WM48-1,Course,"Leander D. Loacker, Markus Borle",German,Tort and Insurance Law,Thursday,Afternoon,12.25,13.75
Internationales Privatrecht III,90WM13-1,Course,Pascal Grolimund,German,Private International Law (MLaw),Wednesday,Afternoon,14.0,15.75
"Practical course in Synthetic Chemistry, Part 1",CHE212.1,Practical Training,"Felix Hubertus Zelder, Ulrike Wais","German, English","CHE 213 Practical course in Synthetic Chemistry, Part 1",Monday,Afternoon,12.0,14.0
"Practical course in Synthetic Chemistry, Part 2",CHE212.2,Practical Training,"Felix Hubertus Zelder, Ulrike Wais","German, English","CHE 214 Practical course in Synthetic Chemistry, Part 2",Monday,Afternoon,12.0,18.0
Repetitorium der deutschen Grammatik; B2-C1 (Teil b),_D_RepTb,Language Course,Cornelia Steinmann,German,Repetitorium der deutschen Grammatik; B2-C1 (Teil b),Thursday,Afternoon,12.25,13.75
Chemical crystallography and crystal structure determination,KRI102.1,Lecture with Practical Exercises,"Bernhard Spingler, Birger Dittrich",English,KRI 102 Chemical Crystallography II,Friday,Morning,10.25,12.0
ME3: Organizational Economics (L),22MO0003,Course,Luis Aguiar,English,ME3: Organizational Economics (L+E),Friday,Morning,10.25,12.0
ME3: Organizational Economics (E),22MO0003,Exercise Group,Marita Freimane,English,ME3: Organizational Economics (L+E),Wednesday,Afternoon,14.0,15.75
Personal Branding Applications,22BO0063,Seminar,"René Algesheimer, Luca Giovanni Vittorio Lazzaro",English,Personal Branding Applications (S),Monday,Morning,10.0,16.0
R - a non-technical introduction with applications to Marketing (L),22BO0065,Course,"Luca Giovanni Vittorio Lazzaro, Katherine Tiffany Keely Rother",English,R - a non-technical introduction with applications to Marketing (L),Monday,Morning,9.0,17.0
"R - a non-technical introduction to big data techniques, team work and interactive",with22MO0120,Course,"Mariia Poiaganova, Radu Petru Tanase",English,"R - a non-technical introduction to big data techniques, team work and interactive",Monday,Morning,9.0,17.0
PhD Seminar in Quantitative Marketing Research (S),DOEC0384,Seminar,"René Algesheimer, Martin Natter",English,PhD Seminar in Quantitative Marketing Research (S),Tuesday,Morning,9.5,12.5
Foundations of Programming Languages and Program Analysis (L+E),22MI0024,Lecture with Practical Exercises,Guido Salvaneschi,English,Foundations of Programming Languages and Program Analysis (L+E),Tuesday,Morning,10.25,13.75
Seminar: Empirical Software Engineering (MSc),22MIS021,Seminar,"Alberto Bacchelli, Pooja Rani",English,Seminar: Empirical Software Engineering (MSc),Tuesday,Afternoon,16.25,18.0
Seminar: Empirical Software Engineering (BSc),22BIS021,Seminar,"Alberto Bacchelli, Pooja Rani",English,Seminar: Empirical Software Engineering (BSc),Tuesday,Afternoon,16.25,18.0
Business Economics Research Seminar FS24,DOEC1124,Seminar,"Ursula Backes-Gellner, Helmut Max Dietl, Egon-Peter Franck, Martin Natter, Luis Aguiar, Anja Schulze, Raphael Christoph Flepp, Patrick Lehnert, Katarina Zigova",English,Business Economics Research Seminar FS24,Tuesday,Afternoon,12.0,13.5
Doktorandenseminar Personal- und Bildungsökonomik FS24 (Seminar:Personnel,DOEC1123,Seminar,Ursula Backes-Gellner,German,Doktorandenseminar Personal- und Bildungsökonomik FS24 (Seminar:Personnel,Monday,Evening,18.25,20.0
Chemical crystallography practical course,KRI103.1,Practical Training,Bernhard Spingler,"German, English",KRI 103 Chemical Crystallography practical course,N/A,N/A,N/A,N/A
Advanced crystallography practical course,KRI104.1,Practical Training,Bernhard Spingler,"German, English",KRI 104 Advanced crystallography practical course,N/A,N/A,N/A,N/A
Foundations of Materials Science II,KRI203.1,Lecture with Practical Exercises,Math.-naturwiss. Fakultät N.N.-Dozent,German,KRI 203 Foundations of Materials Science II,Wednesday,Morning,11.75,13.5
Diffraction Physics in Materials Science,KRI209.1,Lecture with Practical Exercises,Math.-naturwiss. Fakultät N.N.-Dozent,English,KRI 209 Diffraction Physics in Materials Science,Monday,Morning,9.75,12.5
Molecular and Structural Biology V: Studying Macromolecules by NMR and EPR,KRI302.1,Course,Math.-naturwiss. Fakultät N.N.-Dozent,English,KRI 302 Molecular and Structural Biology V: Studying Macromolecules by NMR and,Thursday,Afternoon,15.75,17.5
Introduction to Macromolecular Chemistry,KRI303.1,Lecture with Practical Exercises,Math.-naturwiss. Fakultät N.N.-Dozent,English,KRI 303 Introduction to Macromolecular Chemistry,Tuesday,Morning,9.75,12.5
Supramolecular Chemistry,KRI304.1,Lecture with Practical Exercises,Math.-naturwiss. Fakultät N.N.-Dozent,English,KRI 304 Supramolecular Chemistry,Wednesday,Morning,9.75,11.5
Inorganic Chemistry II: Structure and Bonding of Inorganic Molecules,CHE202.1,Lecture with Practical Exercises,Thomas Fox,German,CHE 202 Inorganic Chemistry II: Structure and Bonding of Inorganic Molecules,Thursday,Morning,8.0,9.75
Research Seminar in Inorganic Chemistry,CHE813.1,Seminar,"Greta R. Patzke, Roland K.O. Sigel, Eva Freisinger Sigel, Jason Philip Holland, Stanley David Tilley, Roger Alberto, Alexandria Deliz Liang, Bernhard Spingler, Felix Hubertus Zelder, Henrik Braband, Michal Mazal Shoshan",English,CHE 813 Research Seminar in Inorganic Chemistry,Monday,Afternoon,16.0,18.0
Research Seminar: Applications in Chromatography and Mass Spectrometry,CHE816.1,Seminar,"Kathrin Fenner, Meredith Christine Schuman, Laurent Bigler",English,CHE 816 Research Seminar: Applications in Chromatography and Mass Spectrometry,Tuesday,Afternoon,14.75,16.25
Computer Applications in Chemistry,CHE103.1,Course,"Peter Hamm, Jürg Hutter, Stefano Battaglia","German, English",CHE 103 Computer Applications in Chemistry,Friday,Morning,8.0,9.75
Exercises Computer Applications in Chemistry,CHE103.2,Exercise Group,"Peter Hamm, Jürg Hutter, Stefano Battaglia","German, English",CHE 103 Computer Applications in Chemistry,Monday,Afternoon,13.0,15.0
Exercises Computer Applications in Chemistry,CHE103.2,Exercise Group,"Peter Hamm, Jürg Hutter, Stefano Battaglia","German, English",CHE 103 Computer Applications in Chemistry,Wednesday,Afternoon,13.0,15.0
(Wiederholungsprüfung) Skandinavische Sprachgeschichte,360-203a,Examination,Stefan Savic,German,History of the Scandinavian Languages,Thursday,Afternoon,14.0,15.75
Hindi-Sprachkurs II,330-003a,Language Course,Friederike Grenner,German,Hindi Language Course II,Monday,Morning,10.25,12.0
Hindi-Konversation,330-004a,Exercise Group,Divyaraj Amiya,German,Hindi Conversation Course,Friday,Afternoon,12.25,13.75
(Wiederholungsprüfung) Spracherwerb Dänisch,360-204a,Examination,Caroline Sörensen,German,Danish Language Acquisition,Tuesday,Afternoon,12.25,13.75
Yaśpāl und die progressivistische Hindi- Literatur,330-005a,Exercise Group,Friederike Grenner,German,Hindi Readings: Short Stories,Monday,Afternoon,14.0,15.75
Sanskrit-Sprachkurs II,330-009a,Language Course,Annemarie Mertens-Dietrich,German,Sanskrit Language Course II,Monday,Afternoon,16.25,18.0
Sanskrit-Repetitorium,330-010a,Exercise Group,Annemarie Mertens-Dietrich,German,Sanskrit Revision Course,Monday,Afternoon,14.0,15.75
Hindi-Repetitorium,330-014a,Exercise Group,Friederike Grenner,German,Hindi Revision Course,Monday,Afternoon,12.25,13.75
(Wiederholungsprüfung) Spracherwerb Norwegisch,360-205a,Examination,Elisabeth Petersen,German,Norwegian Language Acquisition,Wednesday,Afternoon,16.25,18.0
Buddhismus,330-052a,Course,Angelika Malinar,German,Buddhism,Tuesday,Afternoon,14.0,15.75
Verhandlungstheorie und -praxis (S) (Negotiations and Conflict Resolution: Theory and,22BO0066,Seminar,"Ursula Backes-Gellner, Patricia Maria Katharina Pálffy",German,Verhandlungstheorie und -praxis (S) (Negotiations and Conflict Resolution: Theory and,Friday,Afternoon,14.0,18.0
"Personnel and Education Economics: Theoretical and Empirical Analyses, Part 1 (S)",22MO0121,Seminar,"Ursula Backes-Gellner, Maddalena Davoli, Patricia Maria Katharina Pálffy",English,"Personnel and Education Economics: Theoretical and Empirical Analyses, Part 1 (S)",Tuesday,Afternoon,16.25,19.0
Managing Education and Training in Firms/for Firms (L),22MO0122,Course,Samuel Mühlemann,English,Managing Education and Training in Firms/for Firms (L),Monday,Afternoon,12.0,18.0
Personnel and Labor Economics for Education Economists (S),DOEC0172,Seminar,"Tor Eriksson, Anders Frederiksen",English,Personnel and Labor Economics for Education Economists (S),Monday,Afternoon,12.0,18.0
Introduction to Operations Research: Stochastic Models (L+E),22MO0123,Lecture with Practical Exercises,Christiane Barz,English,Introduction to Operations Research: Stochastic Models (L+E),Tuesday,Afternoon,14.0,18.0
Mathematik II (V) (Mathematics II (L)),22AOEC09,Course,Christiane Barz,German,Mathematik II (V+Ü) (Mathematics II),Monday,Morning,10.25,12.0
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,N/A,German,Mathematik II (V+Ü) (Mathematics II),Monday,Afternoon,12.25,13.75
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Monday,Afternoon,12.25,13.75
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Monday,Afternoon,12.25,13.75
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Monday,Afternoon,14.0,15.75
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Tuesday,Afternoon,12.25,13.75
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Tuesday,Afternoon,14.0,15.75
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Wednesday,Morning,10.25,12.0
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Wednesday,Morning,10.25,12.0
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Wednesday,Afternoon,12.25,13.75
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Wednesday,Afternoon,14.0,15.75
Physical Chemistry II: Molecular Quantum Mechanics and Spectroscopy,CHE206.1,Course,Peter Hamm,German,CHE 206 Physical Chemistry II: Molecular Quantum Mechanics and Spectroscopy,Tuesday,Morning,10.25,12.0
Exercises Physical Chemistry II,CHE206.2,Exercise Group,Peter Hamm,"German, English",CHE 206 Physical Chemistry II: Molecular Quantum Mechanics and Spectroscopy,Thursday,Morning,10.25,12.0
Climate change and finance: metrics to assess risks and opportunities (S),DOEC0828,Seminar,Stefano Battiston,English,Climate change and finance: metrics to assess risks and opportunities (S),Monday,Morning,11.0,18.0
Seminar: Interactive Visual Data Analysis (BSc),22BIS007,Seminar,Jürgen Bernard,English,Seminar: Interactive Visual Data Analysis (BSc),Monday,Afternoon,16.25,18.0
Seminar: Interactive Visual Data Analysis (MSc),22MIS007,Seminar,Jürgen Bernard,English,Seminar: Interactive Visual Data Analysis (MSc),Monday,Afternoon,16.25,18.0
Seminar: Interactive Data Science in Digital Health (MSc),22MIS101,Seminar,"Jürgen Bernard, Viktor von Wyl",English,Seminar: Interactive Data Science in Digital Health (MSc),Monday,Afternoon,12.25,13.75
"Seminar: Ethical, legal and social aspects of cybersecurity (MSc)",22MIS102,Seminar,"Markus Christen, Melanie Knieps",English,"Seminar: Ethical, legal and social aspects of cybersecurity (MSc)",Tuesday,Afternoon,16.25,18.0
Informatics II (V+Ü) (Informatik II),22AINF06,Lecture with Practical Exercises,Michael Hanspeter Böhlen,English,Informatics II (V+Ü) (Informatik II),Tuesday,Afternoon,14.0,15.75
Database Systems (V) (Datenbanksysteme),22BI0009,Lecture with Practical Exercises,Michael Hanspeter Böhlen,English,Database Systems (L+E) (Datenbanksysteme),Tuesday,Afternoon,12.25,13.75
XML and Databases (L),22MI0025,Course,Can Türker,English,XML and Databases (L),Thursday,Morning,8.0,9.75
DBTG PhD Seminar,DINF1140,Seminar,Michael Hanspeter Böhlen,English,DBTG PhD Seminar,N/A,N/A,N/A,N/A
Intermediate Econometrics (L),22BO0060,Course,Anne Ardila Brenoe,English,Intermediate Econometrics (L+E),Tuesday,Morning,10.25,12.0
Intermediate Econometrics (E),22BO0060,Exercise Group,Yuanxiaoyue Yang,English,Intermediate Econometrics (L+E),Monday,Afternoon,14.0,15.75
Intermediate Econometrics (E),22BO0060,Exercise Group,Yuanxiaoyue Yang,English,Intermediate Econometrics (L+E),Monday,Afternoon,16.25,18.0
Development Doctoral Workshop,DOEC0949,Seminar,"David Yanagizawa-Drott, Lorenzo Casaburi, Vera Amanda Malin Dahlstrand, Dina Pomeranz",English,Development Doctoral Workshop,Monday,Afternoon,13.0,14.25
Zurich GSE third-year seminar FS24,DOEC1125,Seminar,Lorenzo Casaburi,English,Zurich GSE third-year seminar FS24,Tuesday,Afternoon,14.5,17.0
Financial Reporting (L+E),22BO0013,Lecture with Practical Exercises,Hui Chen,English,Financial Reporting (L+E),Wednesday,Morning,10.25,12.0
Advanced Financial Accounting (L+E),22MO0124,Lecture with Practical Exercises,Hui Chen,English,Advanced Financial Accounting (L+E),Monday,Morning,10.25,12.0
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Wednesday,Afternoon,16.25,18.0
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Thursday,Morning,10.25,12.0
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Thursday,Morning,10.25,12.0
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Thursday,Afternoon,12.25,13.75
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Thursday,Afternoon,12.25,13.75
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Friday,Morning,8.0,9.75
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Friday,Morning,10.25,12.0
Mathematik II (Ü) (Mathematics II (E)),22AOEC09,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik II (V+Ü) (Mathematics II),Friday,Afternoon,14.0,15.75
Proseminararbeit griechische Linguistik,321-002a,Independent Study,Florian Sommer,German,"Term Paper (Proseminar, Greek Linguistics)",N/A,N/A,N/A,N/A
Proseminararbeit griechische Literatur,321-003a,Independent Study,Michèle Nadine Schlager,German,"Term Paper (Proseminar, Greek Literature)",N/A,N/A,N/A,N/A
Ba-Seminararbeit griechische Literatur,321-004a,Independent Study,Gunther Martin,German,"Term Paper (BA Seminar, Greek Literature)",N/A,N/A,N/A,N/A
Asset Pricing (V),22BO0011,Course,"Marc Chesney, Alexandre Ziegler",German,Asset Pricing (V+Ü),Monday,Afternoon,16.25,18.0
Asset Pricing (Ü),22BO0011,Exercise Group,"Timon Gehrig, Vincent Lars Wolff",German,Asset Pricing (V+Ü),Wednesday,Afternoon,14.0,15.75
Interdisziplinäre Sichtweisen zur Frage der Verantwortung und die (Dys-) Funktionen der,22BO0068,Course,"Marc Chesney, Carmen Tanner Calmonte, Brigitte Maranghino-Singer",German,Interdisziplinäre Sichtweisen zur Frage der Verantwortung und die (Dys-) Funktionen,Tuesday,Morning,10.25,11.75
Continuous Time Quantitative Finance (L),22MO0125,Course,Marc Chesney,English,Continuous Time Quantitative Finance (L),Monday,Morning,8.0,11.0
Gender Economics (L),22BO0070,Course,Ana Costa-Ramon,English,Gender Economics (L),Thursday,Afternoon,14.0,15.75
Introduction to Health Economics (L),22BO0071,Course,Ana Costa-Ramon,English,Introduction to Health Economics (L),Thursday,Afternoon,16.25,18.0
Industrial Perspectives on Operations Management (L),22BO0072,Course,Helmut Max Dietl,English,Industrial Perspectives on Operations Management (L),Tuesday,Afternoon,16.25,17.5
Doktorandenseminar Services &amp; Operations Management,DOEC1082,Seminar,Helmut Max Dietl,"German, English",Doktorandenseminar Services &amp; Operations Management,N/A,N/A,N/A,N/A
Rechnungslegung nach IFRS: Vertiefung anhand ausgewählter Themen (V) - IFRS – in-,topics22BO0074,Course,Frank Richter,German,Rechnungslegung nach IFRS: Vertiefung anhand ausgewählter Themen (V) - IFRS –,Tuesday,Afternoon,16.25,18.0
Introductory course on Islam,56LB003,Course,Dominik Müller,German,RT Introductory course on Islam,Monday,Morning,10.25,12.0
Introductory course on Christianity,56LB007,Tutorial,Rafael Walthert,German,RT Introductory readings on Christianity,Monday,Afternoon,16.25,18.0
Seminar in Smart Contracts and Blockchain Technology FS24,22BO0116,Seminar,Christian Ewerhart,English,Seminar in Smart Contracts and Blockchain Technology FS24,Friday,Afternoon,12.25,13.75
(Wiederholungsprüfung) Spracherwerb Schwedisch,360-206a,Examination,Anna Schaffner,German,Swedish Language Acquisition,Thursday,Morning,10.25,12.0
Pali-Sprachkurs,330-400a,Language Course,Annemarie Mertens-Dietrich,German,Pali Language Course,Thursday,Afternoon,14.0,15.75
Forschungskompetenz Philologische Vertiefung I (Seminararbeit),330-505a,Independent Study,Angelika Malinar,German,Research Methods in Philology I (Seminar Paper),N/A,N/A,N/A,N/A
Forschungskompetenz Philologische Vertiefung II (Seminararbeit),330-506a,Independent Study,Angelika Malinar,German,Research Methods in Philology II (Seminar Paper),N/A,N/A,N/A,N/A
Forschungskompetenz Kultur I (Seminararbeit),330-507a,Independent Study,Angelika Malinar,German,Research Methods in Cultural Studies I (Seminar Paper),N/A,N/A,N/A,N/A
Forschungskompetenz Kultur II (Seminararbeit),330-508a,Independent Study,Angelika Malinar,German,Research Methods in Cultural Studies II (Seminar Paper),N/A,N/A,N/A,N/A
Forschungskompetenz Gesellschaft I (Seminararbeit),330-509a,Independent Study,Nicolas Emilio Martin,German,Research Methods in Social Sciences I (Seminar Paper),N/A,N/A,N/A,N/A
Forschungskompetenz Gesellschaft II (Seminararbeit),330-510a,Independent Study,Nicolas Emilio Martin,German,Research Methods in Social Sciences II (Seminar Paper),N/A,N/A,N/A,N/A
Majoritarianism and Religious Minorities in South Asia,330-701a,Seminar,Julien Levesque,English,Majorities and Minorities in South Asia,Wednesday,Afternoon,16.25,18.0
Fachwissen Indologie im Überblick (Ma- Prüfung),330-801a,Independent Study,"Angelika Malinar, Nicolas Emilio Martin",German,Advanced Survey of Indian Studies (Ma- Exam),N/A,N/A,N/A,N/A
Praktikum Indologie,330-802a,Practical Training,Annemarie Mertens-Dietrich,German,Internship Indian Studies,N/A,N/A,N/A,N/A
Bachelorarbeit,330-BAa,Student Work,N/A,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Masterarbeit,330-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Interskandinavisch,360-212a,Language Course,Anna Schaffner,German,Scandinavian Languages: Comparative Language Studies,Monday,Afternoon,14.0,15.75
"Spring School FS24 ""Language""",330k416a,Independent Study,Angelika Malinar,German,"Spring School 2024 ""Language""",N/A,N/A,N/A,N/A
Spring School FS24,330k417a,Independent Study,Angelika Malinar,German,Spring School 2024,N/A,N/A,N/A,N/A
Lektürekurs Dänisch,360-216a,Language Course,Caroline Sörensen,"Danish, German",Danish Reading Course,Tuesday,Afternoon,14.0,15.75
Lektürekurs Norwegisch,360-217a,Language Course,Elisabeth Petersen,German,Norwegian Reading Course,Wednesday,Afternoon,12.25,13.75
Lektürekurs Schwedisch,360-218a,Language Course,Anna Schaffner,Swedish,Swedish Reading Course,Thursday,Afternoon,12.25,13.75
Einführung in die Geschichte der germanischen Sprachen 1,360-301a,Course,Mirjam Marti Heinzle,German,Introduction to the History of the Germanic Languages 1,Thursday,Morning,10.25,12.0
(Wiederholungsprüfung) Einführung in die Geschichte der germanischen Sprachen 1,360-301a,Examination,Mirjam Marti Heinzle,German,Introduction to the History of the Germanic Languages 1,Tuesday,Morning,10.25,12.0
Einführung in die Geschichte der germanischen Sprachen 2,360-302a,Independent Study,Mirjam Marti Heinzle,German,Introduction to the History of the Germanic Languages 2,Thursday,Morning,10.25,11.0
(Wiederholungsprüfung) Einführung in die Geschichte der germanischen Sprachen 2,360-302a,Examination,Mirjam Marti Heinzle,German,Introduction to the History of the Germanic Languages 2,Tuesday,Morning,10.25,11.0
Einführung ins Altsächsische,360-306a,Seminar,Mirjam Marti Heinzle,German,Historical languages: Introduction to Old Saxon,Thursday,Afternoon,16.25,18.0
