Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
Introduction to Social Norms and Cooperation,240-505a,Seminar,Alexander Ehlert,English,Introduction to Social Norms and Cooperation
Current Sociological Research,240-507a,Colloquium,Heiko Rauhut,English,Current Sociological Research
Einführung in Wirtschaftssoziologie,240-509a,Seminar,Jörg Rössel,German,Introduction to Economic Sociology
Bachelorarbeit Soziologie,240-BAa,Student Work,N/A,German,Bachelor's Thesis
Bachelorarbeit,240-BAa,Seminar,Marco Giesselmann,German,Bachelor's Thesis
Masterarbeit,240-MAa,Student Work,N/A,German,Master's Thesis
Get R_eady: Prognostic &amp; Prediction Modeling in Research,GETR_3,Block Course,Ulrike Held,English,Get R_eady: Prognostic &amp; Prediction Modeling in Research
Raumanalysen interdisziplinär: GIS als digitale Methode,GIS_2,Seminar,Daniel Ursprung,German,Raumanalysen interdisziplinär: GIS als digitale Methode
Risk Preferences and Economic Development,615-005a,Seminar,Karl Philipp Wilhelm Kerler,English,Public Choice (Seminar)
"Parteien, politisches Verhalten und Demokratie in Lateinamerika",615-006a,Seminar,Simon Bornschier,German,Political Behavior (Seminar)
"Conflict, Crisis, and Change in Party Systems",615-006a,Seminar,David Aaron Newman Attewell,English,Political Behavior (Seminar)
The whole world is watching: Climate activism between support and repression,615-006a,Seminar,Jessica Patricia Lang,English,Political Behavior (Seminar)
American Politics,615-006a,Seminar,Jonathan B. Slapin,English,Political Behavior (Seminar)
The Politics of Artificial Intelligence,615-008a,Seminar,Fabrizio Gilardi,"English, German",Political Processes and Public Policy (Seminar)
Causes and Consequences of War,615-010a,Seminar,Iryna Lukianova,English,International Politics (Seminar)
The UN Security Council in the 21st Century,615-010a,Seminar,Johannes Scherzinger,English,International Politics (Seminar)
China in International Affairs,615-010a,Seminar,Aleksandra Tirziu,English,International Politics (Seminar)
Multiperspektivische Konfliktanalysen: Der China-Taiwan-Konflikt,615-010a,Seminar,Manuela Spindler,German,International Politics (Seminar)
"Citizens, Voters, and Democratic Practice",615-012a,Seminar,Iva Srbinovska,English,Democracy Studies (Seminar)
How citizens think about democracy,615-012a,Seminar,Hannah Iris Werner,English,Democracy Studies (Seminar)
Digitale Demokratie - Risiken und Möglichkeiten,615-012a,Seminar,Valeria Vuk,German,Democracy Studies (Seminar)
Integrationspolitik: Ist das zu schaffen?,615-013a,Seminar,Deniz Danaci,German,Swiss Politics (Seminar)
Woran krankt es? Analysen der Schweizer Gesundheitspolitik,615-013a,Seminar,Daniela Eberli,German,Swiss Politics (Seminar)
Die Sozialdemokratie im 21. Jahrhundert in der Schweiz und in Europa,615-013a,Seminar,Reto Mitteregger,German,Swiss Politics (Seminar)
"Politische Systeme und Theorien II, Tutorat Gr. 01",615-016a,Tutorial,N/A,German,Political Systems and Theories II
"Politische Systeme und Theorien II, Tutorat Gr. 02",615-016a,Tutorial,N/A,German,Political Systems and Theories II
"Politische Systeme und Theorien II, Tutorat Gr. 03",615-016a,Tutorial,N/A,German,Political Systems and Theories II
"Politische Systeme und Theorien II, Tutorat Gr. 04",615-016a,Tutorial,N/A,German,Political Systems and Theories II
Master Thesis in Paleontology,BIO512,Student Work,Hugo Bucher,German,BIO 512 Master Thesis in Paleontology
Paleontological Colloquium,BIO571,Colloquium,Torsten Scheyer,German,BIO 571 Paleontological Colloquium
"Mass extinctions, macroevolution and macroecology through the Phanerozoic",BIO274,Course,Michael Hautmann,German,"BIO 274 Mass extinctions, macroevolution and macroecology through the Phanerozoic"
Research Internship in Paleontology (in the research groups 4- 12 weeks),BIO269,Practical Training,Hugo Bucher,German,BIO 269 Research Internship in Paleontology (in the research groups 4- 12 weeks)
Paleontological Excursions (on weekends),BIO279,Field Trip,Michael Hautmann,German,BIO 279 Paleontological Excursions (on weekends)
Paläontologische Feldarbeit,BIO268,Block Course,Christian Klug,German,BIO 268 Paleontological Fieldwork
Die Ethik pädagogischer Beziehungen,222EpB,Seminar,Franziska Felder,German,Die Ethik pädagogischer Beziehungen
"Politische Systeme und Theorien II, Tutorat Gr. 05",615-016a,Tutorial,N/A,German,Political Systems and Theories II
"Politische Systeme und Theorien II, Tutorat Gr. 06",615-016a,Tutorial,N/A,German,Political Systems and Theories II
"Politische Systeme und Theorien II, Tutorat Gr. 07",615-016a,Tutorial,N/A,German,Political Systems and Theories II
"Desinformationen, Fehlinformationen und Verschwörungstheorien in der",Gesundheitskommunikation254k105a,Seminar,Sabrina Heike Kessler,German,"Disinformation, misinformation, and conspiracy theories in health communication"
"Politische Systeme und Theorien II, Tutorat Gr. 08",615-016a,Tutorial,N/A,German,Political Systems and Theories II
"Politische Systeme und Theorien II, Tutorat Gr. 09",615-016a,Tutorial,N/A,German,Political Systems and Theories II
"Politische Systeme und Theorien II, Tutorat Gr. 10",615-016a,Tutorial,N/A,German,Political Systems and Theories II
"Moral Panics auf der Spur: Was ist dran an Filterblasen, Fake News, Informationsflut und",254k106a,Seminar,Anne Schulz,German,"Moral panics? What do we know about filter bubbles, fake news, information overload"
Politische Systeme und Theorien II,615-016a,Course,Francis Cheneval,German,Political Systems and Theories II
Politik und Regulierung von Social Media Plattformen,254k107a,Seminar,Sedef Biçer,German,Politics and Regulation of Social Media Platforms
Jugendlich = newsdepriviert? Medien- und Informationsnutzung von Jugendlichen,254k108a,Seminar,Jens Peter Christoph Lucht,German,Adolescents = newsdeprived? Media and information use by young people
Medienvielfalt in digitalen Informationsumgebungen,254k109a,Seminar,Quirin Yannis Ryffel,German,Media diversity in digital information environments
Einfluss der Digitalisierung auf Medienunternehmen und Handlungsoptionen aus,Sicht254k110a,Seminar,David Elsasser,German,Influence of digitization on media companies and options for action from an economic
Transparenz durch Forschung: Die Quantifizierung von Aufmerksamkeit,254k111a,Seminar,Florin Büchel,German,Transparency through research: Quantifying attention
"Einführung in die qualitativen Methoden, Tutorat Gr. 01",615-021a,Exercise Group,N/A,German,Introduction to Qualitative Methods
"Einführung in die qualitativen Methoden, Tutorat Gr. 02",615-021a,Exercise Group,N/A,German,Introduction to Qualitative Methods
"Artificial Intelligence, Big Data and Social Media Analysis",254k504a,Course,Sulkhan Metreveli,English,"Artificial Intelligence, Big Data and Social Media Analysis"
Einführung in die qualitativen Methoden,615-021a,Course,Christian Ewert,German,Introduction to Qualitative Methods
Science Communication 2.0: Rezeption und Wirkung digitaler,Wissenschaftskommunikation254k505a,Course,Niels Göran Mede,German,Science Communication 2.0: Reception and Effects of Digital Science Communication
Communication in Social Relationships,254k602a,Seminar,Jihye Park,English,Communication in Social Relationships
Digital Inequalities in Marginalized Communities,254k603a,Seminar,Annalise Frances Baines,English,Digital Inequalities in Marginalized Communities
Qualifikationsarbeit ohne Veranstaltung bei Prof. Dr. Dominik Petko,222QAOVP,Seminar,Dominik Petko,German,Term paper supervised by Prof. Dr. Dominik Petko
Evolutionary Morphology of Vertebrates - Issues and Methods,BIO262,Block Course,Marcelo R. Sanchez,English,BIO 262 Evolutionary Morphology of Vertebrates - Issues and Methods
Qualifikationsarbeit ohne Veranstaltung bei Prof. Dr. Yves Karlen,222QAOVK,Seminar,Yves Karlen,German,Qualifikationsarbeit ohne Veranstaltung bei Prof. Dr. Yves Karlen
Qualifikationsarbeit ohne Veranstaltung bei Prof. Dr. Sascha Schneider,222QASch,Seminar,Sascha Schneider,German,Qualifikationsarbeit ohne Veranstaltung bei Prof. Dr. Sascha Schneider
"PhD-Seminar ""Care and Rehabilitation Sciences"", Teil 6",22CR_006,Seminar,Claudia Witt,German,"PhD-Seminar ""Care and Rehabilitation Sciences"", part 6"
Fachdidaktik Chemie II,090Ch2,Course,Amadeus Bärtsch,German,Subject Didactics Chemistry II
Fachdidaktik Religion II,090Rel2,Course,Karel Hanke,German,Subject Didactics Religion II
Vergleichende und Internationale Politische Ökonomie (Vorlesung),615-022a,Course,Silja Häusermann,German,Comparative and International Political Economy (Lecture)
Security and Conflict (Lecture),615-024a,Course,Maria Belen Gonzalez,English,Security and Conflict (Lecture)
Politische Theorie (Vorlesung),615-027a,Course,Francis Cheneval,German,Political Theory (Lecture)
Einführung in die Entwicklungspolitik und -ökonomik,615-029a,Course,Karl Philipp Wilhelm Kerler,German,Development and Sustainability (Lecture)
European Integration,615-031a,Course,Jonathan B. Slapin,English,European Politics (Lecture)
The Politics of Inequality,615-034a,Course,Thomas Christian Kurer,English,Current Issues of Political Sciences (Lecture)
Politik und Demokratie in der Stadt,615-035a,Course,Christian Ewert,German,Governance (Lecture)
Research Seminar: The Political Economy of Africa's Development,615-502a,Seminar,Daniel Ofoe Chachu,English,"Research Seminar Democracy, Development and International Relations"
Research Seminar: Democracy and Development in Low- and Middle-Income Economies,615-502a,Seminar,Marcela Ibanez De Foerster,English,"Research Seminar Democracy, Development and International Relations"
Research seminar: Political Representation in Comparative Perspective,615-502a,Seminar,Kiran Rose Auerbach,English,"Research Seminar Democracy, Development and International Relations"
"Research Seminar: Comparative Authoritarianism: How Dictators Come, Stay and Go",615-502a,Seminar,Mahmoud Farag,English,"Research Seminar Democracy, Development and International Relations"
Research Design,615-504a,Course,Marco Steenbergen,English,Research Design
Forschungsseminar: Private or public? The politics of public good provision,615-506a,Seminar,Francis Cheneval,English,Research Seminar Political Economy and Philosophy
Forschungsseminar Politischer Datenjournalismus,615-508a,Seminar,Lucas Thomas Leemann,German,Research Seminar Political Data Journalism
Forschungsseminar: Entscheidungsprozesse in der Schweizer Politik,615-510a,Seminar,Thomas Widmer,German,Research Seminar Swiss Politics
Exkursionen zu Grundlagen Boden-Pflanze- Umwelt,GEO241.4,Field Trip,Michael W.I. Schmidt,German,GEO 241 Physical Geography IV
Uebungen zu Grundlagen Boden-Pflanze-Umwelt; Gruppe 3,GEO241.2,Exercise Group,Michael W.I. Schmidt,German,GEO 241 Physical Geography IV
"Vertiefung Wirtschaftsgeographie: Forschungsseminar, Gruppe 2",GEO362.1,Exercise Group,Xavier Balaguer Rasillo,German,GEO 362 Advanced Economic Geography
Exkursion Sizilien – Landschaftliche Vielfalt und Nutzung,GEO708.1,Field Trip,Markus Egli,German,"GEO 708 Sicily Excursion – Diversity of Landscape, soils and land use"
Seminar zur Sizilien Exkursion - Land- schaftliche Vielfalt und Nutzung,GEO708.2,Seminar,Markus Egli,German,"GEO 708 Sicily Excursion – Diversity of Landscape, soils and land use"
Google Earth Engine,GEO717.1,Block Course,Hendrik Wulf,English,N/A
Exercise: Google Earth Engine,GEO717.2,Exercise Group,Hendrik Wulf,English,N/A
Applied Machine Learning and Computer Vision for Remote Sensing,GEO868.1,Block Course,Math.-naturwiss. Fakultät N.N.-Dozent,English,GEO 868 Applied Machine Learning and Computer Vision for Remote Sensing
Wasser in der Schweiz,GEO866.1,Independent Study,Jan Martin Rudolf Seibert,German,GEO 866 Water in Switzerland
Current Immunological Research in Zurich,BIO631,Seminar,Burkhard Becher,English,BIO 631 Current Immunological Research in Zurich
Mouse physiology and pathophysiology,ZIHP,Block Course,Lubor Borsig,English,Mouse physiology and pathophysiology
Statistische Textanalyse,TXA,Seminar,Tilmann Martin Altwicker,German,Statistische Textanalyse
Kompetenzentraining C1-C2 (German),_D_GerC1,Language Course,Stefanie McKenna,German,Kompetenzentraining C1-C2 (German)
Development of Multicellular Systems,BIO125,Course,Darren Gilmour,English,BIO 125 Development of Multicellular Systems
Verhaltensbiologie (Vorlesung),BIO122.1,Course,Marta Manser,German,BIO 122 Animal Behaviour
Neurobiologie (Vorlesung),BIO143.1,Course,Stephan Neuhauss,German,BIO 143 Neurobiology
Neurobiologie (Praktikum: Gruppe A),BIO143.2,Practical Training,Stephan Neuhauss,German,BIO 143 Neurobiology
Neurobiologie (Praktikum: Gruppe B),BIO143.2,Practical Training,Stephan Neuhauss,German,BIO 143 Neurobiology
Projektarbeiten Biologie,BIO500,Practical Training,N/A,German,BIO 500 Research Projects in Biology
Evolution und Biodiversität II: (Vorlesung),BIO121.1,Course,Florian P. Schiestl,German,BIO 121 Evolution and Biodiversity II
Evolution und Biodiversität II: (Praktikum: Gruppe A),BIO121.2,Practical Training,Michael Kessler,German,BIO 121 Evolution and Biodiversity II
Masterarbeit,MEBMAAR,Student Work,N/A,German,Master Thesis
Masterprüfung,MEBMAPR,Examination,N/A,German,Master Exam
Entwicklungsbiologie (Vorlesung),BIO142.1,Course,Ueli Grossniklaus,German,BIO 142 Developmental Biology
Entwicklungsbiologie Praktikum Gruppe A,BIO142.2,Practical Training,Hannes Vogler,German,BIO 142 Developmental Biology
Entwicklungsbiologie (Praktikum Gruppe B),BIO142.2,Practical Training,Hannes Vogler,German,BIO 142 Developmental Biology
Evolution und Biodiversität II (Praktikum Gruppe B),BIO121.2,Practical Training,Michael Kessler,German,BIO 121 Evolution and Biodiversity II
Verhaltensbiologie (Praktikum: Gruppe A),BIO122.2,Practical Training,Marta Manser,English,BIO 122 Animal Behaviour
Verhaltensbiologie (Praktikum: Gruppe B),BIO122.2,Practical Training,Marta Manser,English,BIO 122 Animal Behaviour
Quantitative und Molekulare Systembiologie (Vorlesung),BIO123.1,Course,Lucas Pelkmans,English,BIO 123 Quantitative and Molecular Systems Biology
Ethics in Scientific Practice,BIO630,Lecture with Practical Exercises,Anna Deplazes Zemp,English,BIO 630 Ethics in Scientific Practice
Einführung in die Ethik und Theorie der Biologie,BIO124,Course,Marcus Clauss,German,BIO 124 Introduction to the ethics and theory of biology
Development of Multicellular Systems B,BIO125,Practical Training,N/A,English,BIO 125 Development of Multicellular Systems
Development of Multicellular Systems A,BIO125,Practical Training,N/A,English,BIO 125 Development of Multicellular Systems
Development of Multicellular Systems C,BIO125,Practical Training,N/A,German,BIO 125 Development of Multicellular Systems
Development of Multicellular Systems D,BIO125,Practical Training,N/A,English,BIO 125 Development of Multicellular Systems
Verhaltensbiologie (Praktikum: Gruppe C),BIO122.2,Practical Training,Marta Manser,English,BIO 122 Animal Behaviour
Quantitative and Molecular Systems Biology GR. A (Practical Course),BIO123.2,Practical Training,Valentina Marcelli,German,BIO 123 Quantitative and Molecular Systems Biology
Quantitative and Molecular Systems Biology GR. B (Practical Course),BIO123.2,Practical Training,Valentina Marcelli,German,BIO 123 Quantitative and Molecular Systems Biology
Quantitative and Molecular Systems Biology GR. C (Practical Course),BIO123.2,Practical Training,Valentina Marcelli,German,BIO 123 Quantitative and Molecular Systems Biology
Cutting Edge Topics: Immunology and Infection Biology,BIO636,Seminar,Burkhard Becher,English,BIO 636 Cutting Edge Topics: Immunology and Infection Biology
Evolution of Bacterial Pathogens,BME326,Block Course,Rolf Kümmerli,German,BME 326 Evolution of Bacterial Pathogens
Research Progress Reports,BME640,Seminar,Michael Krauthammer,English,BME 640 DQBM Research Progress Reports
Tissue Imaging,BME331,Block Course,Christian Münz,English,BME 331 Tissue Imaging
Current Approaches in Single Cell Analysis,BME327,Course,Mark D. Robinson,English,BME 327 Current Approaches in Single Cell Analysis
Research in Orthopedic Computer Science,BME646,Seminar,Philipp Fürnstahl,English,BME 646 Research in Orthopedic Computer Science
Formatives und kompetenzförderliches Begleiten und Prüfen an Maturitätsschulen,222FBP,Seminar,Doreen Flick-Holtsch,German,Formatives und kompetenzförderliches Begleiten und Prüfen an Maturitätsschulen
Lernende an der Berufsmaturitätsschule unterstützen und begleiten (LBM),090LLB2,Seminar,Clarissa Koller-Marangi,German,Support and Accompany Learners at the Federal Vocational Baccalaureate School
Greek II (Graecum),_Gr_II,Language Course,Christian Utzinger,German,Greek II (Graecum)
Latin II (Latinum),_Lat_II,Language Course,Martin Amann,German,Latin II (Latinum)
"Basic Latin, Part 1 (of 2)",_Lat_Gl,Language Course,Beate Beer,German,Basic Latin
"Basic Latin, Part 2 (of 2), Group 1",_Lat_Gl,Language Course,Christian Utzinger,German,Basic Latin
"Grundlagen Latein, Teil 2 (von 2), 2. Gruppe",_Lat_Gl,Language Course,Martin Amann,German,Basic Latin
"Basic Latin, Part 2 (of 2), Group 3",_Lat_Gl,Language Course,Beate Beer,German,Basic Latin
"Basic Latin, Part 2 (of 2), Group 4",_Lat_Gl,Language Course,Beate Beer,German,Basic Latin
"Basic Latin, Part 2 (of 2), Group 5",_Lat_Gl,Language Course,Anna Regula Broger,German,Basic Latin
Einführung in die formale Logik 2,160-002a,Exercise Group,Julian Hofmann,German,Introduction to Formal Logic 2
Einführung in die formale Logik 2,160-002a,Course,Katia Saporiti,German,Introduction to Formal Logic 2
Einführung in die theoretische Philosophie,160-003a,Exercise Group,David Benjamin Dolby,German,Introduction to theoretical philosophy
Einführung in die theoretische Philosophie,160-003a,Course,Hans-Johann Glock,German,Introduction to theoretical philosophy
Einführung in die praktische Philosophie,160-004a,Exercise Group,Aline Rickli,German,Introduction to Practical Philosophy
Einführung in die praktische Philosophie,160-004a,Course,Christoph Halbig,German,Introduction to Practical Philosophy
Verfassen philosophischer Texte,160-005a,Exercise Group,Christoph Caspar Pfisterer,German,Philosophical Writing
Präsentieren und Debattieren - Kurs 1,160-008a,Exercise Group,Alexander Belak,English,Presenting and debating
German B1: Kommunizieren,_D_ZB1Ko,Language Course,Sabine Schilling,German,German B1: Kommunizieren
German B1: Diskutieren und Präsentieren,_D_GB1Di,Language Course,Miriam Vorbrugg,German,German B1: Diskutieren und Präsentieren
Introductory Course in Laboratory Animal Science (LTK Modul 1 - Theory part),IDB412,Course,Thorsten Buch,English,IDB 412 Introductory Course in Laboratory Animal Science (LTK Module 1 - Theory
Introductory Course in Laboratory Course in Laboratory Animal Science (LTK Module 1 -,IDB413,Practical Training,Thorsten Buch,English,IDB 413 Introductory Course in Laboratory Animal Science (LTK Module 1 - Practical
Master Thesis in Interdisciplinary Brain Sciences,IDB500,Student Work,Math.-naturwiss. Fakultät N.N.-Dozent,English,IDB 500 Master Thesis in Interdisciplinary Brain Sciences
Master Thesis Exam Interdisciplinary Brain Sciences,IDB501,Examination,Math.-naturwiss. Fakultät N.N.-Dozent,English,IDB 501 Master Thesis Exam Interdisciplinary Brain Sciences
Internship in Company or Clinic,IDB520,Practical Training,Math.-naturwiss. Fakultät N.N.-Dozent,English,IDB 520 Internship in Company or Clinic
"Translational, Clinical and Cognitive Neuroscience",IDB403,Block Course,Armin Curt,English,"IDB 403 Translational, Clinical and Cognitive Neuroscience"
Präsentieren und Debattieren - Kurs 2,160-008a,Exercise Group,Alexander Belak,English,Presenting and debating
Einführung in die Geschichte der Philosophie,160-009a,Exercise Group,Claire Anne Field,German,Introduction to the history of philosophy
Einführung in die Geschichte der Philosophie,160-009a,Course,Hans-Johann Glock,German,Introduction to the history of philosophy
Dentale Materialwissenschaften I,Z_ZMT3.2,Course,Mutlu Özcan,German,"Individual Examination Bachelor 3.2, theoretical, dental and medical Basics"
Kraniofaziale Entwicklung,Z_KO3,Course,Theodore Eliades,German,"Individual Examination Bachelor 3.2, theoretical, dental and medical Basics"
Entwicklung der Sprachorgane,Z_Logo_B,Course,Patrick D'Haene,German,"Individual Examination Bachelor 3.2, theoretical, dental and medical Basics"
"Embryonale Entwicklung der Mundhöhle, der Zähne und des Zahnhalteapparates",Z_OSD3.3,Course,Thimios A. Mitsiadis,German,"Individual Examination Bachelor 3.2, theoretical, dental and medical Basics"
Präventivzahnmedizin II,Z_PZM3.2,Course,Thomas Attin,German,"Individual Examination Bachelor 3.2, theoretical, dental and medical Basics"
Mikroskopie-Kurs in Histologie und Histopathologie der Zähne und des,ZMHZHH3,Exercise Group,Thimios A. Mitsiadis,German,Microscopy Course in Histology and Histopathology of Teeth and Periodontium
Rhinopharyngologie,ZRP,Course,Tobias Kleinjung,German,"Individual Examination Master 1.2, theoretical, dental and medical Basics"
Myoarthropathien des Kausystems,ZKFS,Course,Vera Colombo,German,"Individual Examination Master 1.2, theoretical, dental and medical Basics"
Kieferorthopädische Therapie,ZKO,Course,Raphael Patcas,German,"Individual Examination Master 1.2, theoretical, dental and medical Basics"
Entwicklungsstörungen der Sprache und der Sprachorgane,Z_Logo_M,Course,Patrick D'Haene,German,"Individual Examination Master 1.2, theoretical, dental and medical Basics"
Kinderzahnmedizin,ZKZM,Course,Blend Hamza,German,"Individual Examination Master 1.2, theoretical, dental and medical Basics"
Propädeutischer Kurs in Kieferorthopädie,Z_KOKZM4,Practical Training,Rolf Ammann,German,Propaedeutic Course in Orthodontics and Pediatric Dentistry
Repetitorium in Kinderzahnmedizin,P_KZM,Revision Course,Blend Hamza,German,"Revision, Lectures of 5th Study Year of Dental Medicine"
Klinischer Kurs in Kinderzahnmedizin,ZKI_M2.1,Exercise Group,Blend Hamza,German,Clinical Course in Pediatric Dentistry
Schulzahnärztlicher Dienst,ZKI_M2.2,Exercise Group,Blend Hamza,German,Clinical Course in Pediatric Dentistry
Repetitorium orofaziale Schmerzen,P_KFS,Revision Course,Kathrin Kohout,German,"Revision, Lectures of 5th Study Year of Dental Medicine"
Klinischer Kurs in der Diagnostik und Behandlung akuter und chronischer orofazialer,SchmerzenZKFSM2,Exercise Group,Kathrin Kohout,German,Clinical Course in Orofacial Pain
Theoretische Philosophie und Geschichte der Philosophie,160-503a,Colloquium,Katia Saporiti,"German, English",Research Colloquium
Political Philosophy,160-503a,Colloquium,Francis Cheneval,"English, German",Research Colloquium
Werte und Gründe,160-503a,Colloquium,Christoph Halbig,"German, English",Research Colloquium
Eine neue Theorie des Sehens,160k020a,Seminar,Katia Saporiti,German,A New Theory of Vision
Aristoteles: Nikomachische Ethik,160k022a,Seminar,Christoph Halbig,German,"Aristotle, Nicomachean Ethics"
Die Philosophie von Gilbert Ryle,160k023a,Seminar,Nicole Corinne Dolby-Rathgeb,German,The Philosophy of Gilbert Ryle
Philosophy and the Holocaust,160k024a,Seminar,Adam Jeffrey Knowles,English,Philosophy and the Holocaust
Platon: Protagoras,160k025a,Seminar,Kathrin Hönig,German,Plato: Protagoras
Philosophy and Real Politics,160k026a,Seminar,Hwa Young Kim,English,Philosophy and Real Politics
Introduction to International Comparative Media Research,254k058a,Course,Frank Esser,English,Introduction to International Comparative Media Research
"Wahlen, Präsidentschaft und Medien in den USA",254k103a,Seminar,Frank Esser,German,"Elections, Presidency and Media in the United States"
Von der Strategie zum Image – wie erfolgreiche Marken positioniert werden,254k114a,Seminar,Patrick Andersen,German,From strategy to image – how to position successful brands
"Platforms, Power and Politics - Introduction to Political Communication in the Digital Age",254k503a,Course,Ulrike Klinger,English,"Platforms, Power and Politics - Introduction to Political Communication in the Digital"
"Geschlecht, Computer und Code - die Entstehung der digitalen Gesellschaft",254k601a,Seminar,Ulrike Klinger,German,"Gender, Computers, and Code - the emergence of the digital society"
Neuere deutsche Literatur – historisch I (Begleitseminar 1),360-111a,Seminar,Anatol Jonas Heller,German,German Literary Studies: History I
Neuere deutsche Literatur – historisch I (Begleitseminar 2),360-111a,Seminar,Roland Spalinger,German,German Literary Studies: History I
Neuere deutsche Literatur – historisch I (Begleitseminar 3),360-111a,Seminar,Clemens Özelt,German,German Literary Studies: History I
Neuere deutsche Literatur – historisch I (Begleitseminar 4),360-111a,Seminar,Sabine Schneider,German,German Literary Studies: History I
Neuere deutsche Literatur – historisch I (Begleitseminar 5),360-111a,Seminar,Demian Aristide Berger,German,German Literary Studies: History I
Deutsche Literatur 1730-1930 im Überblick,360-111a,Course,Daniel Müller Nielaba,German,German Literary Studies: History I
Lektürekurs Isländisch,360-221a,Language Course,Ursula Giger,German,Icelandic Reading Course
Literatur im Bildungswesen,360-533a,Colloquium,Daniel Müller Nielaba,German,Literatur im Bildungswesen
Literatur im Bildungswesen,360-533a,Seminar,Daniel Müller Nielaba,German,Literatur im Bildungswesen
E.T.A. Hoffmann,360k127a,Course,Sabine Schneider,German,E.T.A. Hoffmann
BIO 212 Language evolution: insights from animal communication,BIO212,Lecture with Practical Exercises,Simon William Townsend,English,BIO 212 Language evolution: insights from animal communication
DE.S420.1 Linguistik 2,360x420a,PHZH SEK I Module,Res Mezger,German,DE.S420 Linguistik 2
DE.S420.2 Linguistik 2,360x420a,PHZH SEK I Module,Martin Businger,German,DE.S420 Linguistik 2
DE.S420.3 Linguistik 2,360x420a,PHZH SEK I Module,Vreni Markwardt,German,DE.S420 Linguistik 2
DE.S420.4 Linguistik 2,360x420a,PHZH SEK I Module,Simone Berchtold Schiestl,German,DE.S420 Linguistik 2
DE.S430.1 Literaturwissenschaft 1,360x430a,PHZH SEK I Module,Franziska Struzek-Krähenbühl,German,DE.S430 Literaturwissenschaft 1
DE.S430.2 Literaturwissenschaft 1,360x430a,PHZH SEK I Module,Franziska Struzek-Krähenbühl,German,DE.S430 Literaturwissenschaft 1
DE.S430.3 Literaturwissenschaft 1,360x430a,PHZH SEK I Module,Christian Villiger,German,DE.S430 Literaturwissenschaft 1
DE.S430.4 Literaturwissenschaft 1,360x430a,PHZH SEK I Module,Thomas Forrer,German,DE.S430 Literaturwissenschaft 1
DE.S450.1 Fachwissenschaftliche Vertiefung,360x450a,PHZH SEK I Module,Res Mezger,German,DE.S450 Fachwissenschaftliche Vertiefung
DE.S450.2 Fachwissenschaftliche Vertiefung,360x450a,PHZH SEK I Module,Simone Berchtold Schiestl,German,DE.S450 Fachwissenschaftliche Vertiefung
Ethnologische Forschungsmethoden,721-003a,Course,Jan Patrick Heiss,German,Research Methods in Anthropology
Ethnologische Forschungsmethoden Tutorat A,721-003a,Tutorial,Milena Frei,German,Research Methods in Anthropology
Ethnologische Forschungsmethoden Tutorat B,721-003b,Tutorial,Enea Marti,English,Research Methods in Anthropology
Ethnologische Forschungsmethoden Tutorat C,721-003c,Tutorial,Lena Lunai Oberholzer,German,Research Methods in Anthropology
Ethnologische Forschungsmethoden Tutorat D,721-003d,Tutorial,Frederik Güntensperger,German,Research Methods in Anthropology
Fachgeschichte,721-004a,Course,Peter Finke,German,History and Theory in Anthropology
Fachgeschichte Übungsgruppe A,721-004a,Exercise Group,Désirée Ruth Gmür,German,History and Theory in Anthropology
Fachgeschichte Übungsgruppe B,721-004b,Exercise Group,Esther Horat,German,History and Theory in Anthropology
Fachgeschichte Übungsgruppe C,721-004c,Exercise Group,Jan Patrick Heiss,German,History and Theory in Anthropology
Property and Property Rights,160k027a,Seminar,Francis Cheneval,English,Property and Property Rights
Feminist Political Philosophy,160k028a,Seminar,Sara Amighetti,English,Feminist Political Philosophy
Ethik von Krieg und Frieden,160k029a,Seminar,Regina Sibylle Surber,German,Ethics of War and Peace
"Meinungen, die Unrecht tun? Die Debatte um ""Doxastic Wronging""",160k030a,Seminar,Sebastian Schmidt,German,Beliefs that wrong? The debate on doxastic wronging
Flowers and Pollinators (Blüten und Bestäuber),BIO221,Block Course,Florian P. Schiestl,English,BIO 221 Flowers and Pollinators
Field Course Evolutionary Biology Orchideen- und blütenbiologische Exkursion,BIO223,Field Trip,Florian P. Schiestl,English,BIO 223 Field Course Evolutionary Biology Orchid and flower biology excursion
Deutsch verstehen und sprechen; B1,_D_VESB1,Language Course,Sabine Schilling,German,Deutsch verstehen und sprechen; B1
Fachgeschichte Übungsgruppe D,721-004d,Exercise Group,Esther Horat,German,History and Theory in Anthropology
Fachgeschichte Übungsgruppe E,721-004e,Exercise Group,Kiah Lian Rutz,English,History and Theory in Anthropology
On the concepts of meaning and arbitrariness: A cross-species and evolutionary approach,160k031a,Seminar,Piera Filippi,English,On the concepts of meaning and arbitrariness: A cross-species and evolutionary
Philosophie der Kunst - Einführung in die philosophische Ästhetik,160k032a,Seminar,Jürg Berthold,German,Philosophy of Art: An Introduction to Philosophical Aesthetics
"Theorien, Verschwörungstheorien, und Pseudowissenschaft",160k033a,Seminar,Kevin Reuter,German,"Theories, Conspiracy Theories, and Pseudoscience"
Bedeutung und Verstehen,160k034a,Seminar,Hans-Johann Glock,German,Meaning and Understanding
Zwischen Empirismus und Realismus: Eine Einführung in die zeitgenössische,Wissenschaftstheorie160k035a,Seminar,Reto Jonas Gubelmann,German,Between Empirism and Realism: An Introduction to Contemporary Philosophy of
