Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
Praktikum für Nebenfachstudierende,PHY102.1,Practical Training,Katharina Müller,German,PHY 102 Physics Lab for Minor Students
Praktikum zu Physik II,PHY122.1,Practical Training,Matthias Hengsberger,German,PHY 122 Lab Physics II
Praktikum zu Physik II,PHY122.1,Practical Training,Matthias Hengsberger,German,PHY 122 Lab Physics II
Grundlagenpraktikum Messtechnik,PHY129,Practical Training,N/A,German,PHY 129 Practical introduction to measurement technologies
Grundlagenpraktikum Messtechnik,PHY129,Practical Training,N/A,German,PHY 129 Practical introduction to measurement technologies
Physics III (Lab),PHY132,Block Course,Matthias Hengsberger,German,PHY 132 Physics III &amp; IV (Lab)
Zusätzliche Praktikumsversuche,PHY271.1,Practical Training,N/A,German,PHY 271 Additional Lab Experiments
Forschungspraktikum Elementarteilchenphysik,PHY463.1,Practical Training,Urs Langenegger,German,PHY 463 Research internship astro (particle) physics
Physics research lab,PHY471,Practical Training,N/A,German,PHY 472 Research internship in physics
Proseminar Experimentalphysik,PHY291.1,Proseminar,Laura Baudis,German,PHY 291 Proseminar Experimental Physics
Aktuelles aus der Teilchen- und Astrophysik,PHY003.1,Seminar,Laura Baudis,German,PHY 003 Current Topics in Particle Physics and Astrophysics
Seminar in Condensed Matter Physics,PHY004.1,Seminar,Andreas Schilling,English,PHY 004 Seminar in Condensed Matter Physics
Journal Club für Doktorierende,PHY011.1,Seminar,Titus Mangham-Neupert,German,PHY 011 Journal Club for PhD students
Seminar für Bachelor- und Mastervorträge,PHY012.1,Seminar,Laura Baudis,German,PHY 012 Seminar for Bachelor and Master thesis
Schrödinger Colloquium,PHY013.1,Colloquium,N/A,English,PHY 013 Schrödinger Colloquium
NT.S460 Fachwissenschaft Physik 2,PHY192.1,PHZH SEK I Module,Olaf Steinkamp,German,NT.S460 Fachwissenschaft Physik 2
NT.S460 Fachwissenschaft Physik 2 Übungen,PHY192.2,PHZH SEK I Module,Olaf Steinkamp,German,NT.S460 Fachwissenschaft Physik 2
Physics against cancer: The physics of imaging and treating cancer,PHY361.1,Course,Uwe Schneider,English,PHY 361 Physics against cancer: The physics of imaging and treating cancer
Exercises Physics against cancer: The physics of imaging and treating cancer,PHY361.2,Exercise Group,Uwe Schneider,English,PHY 361 Physics against cancer: The physics of imaging and treating cancer
Applications of General Relativity in Astrophysics and Cosmology,PHY519.1,Course,Philippe Jetzer,English,PHY 519 Applications of General Relativity in Astrophysics and Cosmology
Exercises Applications of General Relativity,PHY519.2,Exercise Group,Philippe Jetzer,English,PHY 519 Applications of General Relativity in Astrophysics and Cosmology
The Standard Model and Beyond,PHY563.1,Course,Gino Isidori,German,PHY 563 The Standard Model and Beyond
Exercises The Standard Model and Beyond,PHY563.2,Exercise Group,Gino Isidori,German,PHY 563 The Standard Model and Beyond
Introduction to Contemporary Quantum Matter Physics,PHY575.1,Block Course,Johan Chang,English,PHY 575 Introduction to Contemporary Quantum Matter Physics
Tutorat,PHY261.1,Tutorial,Matthias Hengsberger,German,PHY 261 Tutorial
Vorlesungsassistenz Physik II,PHY263.1,Other,Matthias Hengsberger,German,PHY 263 Assistence lecturers Physics II
Forschungs-Proposal für eine Masterarbeit,PHY403.1,Student input,Andreas Schilling,German,PHY 403 Research Proposal for a Master's Thesis
"Summer school Physics graduate school, first year",PHY701DP,Other,N/A,German,"PHY 701DP Summer school Physics graduate school, first year"
Übungen Physik II,PHY121.2,Exercise Group,Christof Aegerter,"German, English",PHY 121 Physics II
Übung Physik für die Life Sciences II,PHY127.2,Exercise Group,N/A,English,PHY 127 Physics for Life Sciences II
Übung Physik für die Life Sciences II,PHY127.2,Exercise Group,N/A,English,PHY 127 Physics for Life Sciences II
Übungen Physik II für Naturwissenschaften,PHY128.2,Exercise Group,N/A,"English, German",PHY 128 Physics II for Natural Sciences
Übungen Mathematische Methoden in der Physik II,PHY322.2,Exercise Group,Massimiliano Grazzini,English,PHY 322 Mathematical methods of Physics II
Übungen Quantenmechanik II,PHY351.2,Exercise Group,Thomas Gehrmann,German,PHY 351 Quantum Mechanics II
Exercises Machine Learning for the Sciences,PHY371,Exercise Group,Jan Dirk Wegner,English,PHY 371 Machine Learning for the Sciences
Exercises Solid State Theory A,PHY411.2,Exercise Group,N/A,English,PHY 411 Solid State Theory
Exercises Solid State Theory B,PHY411.2,Exercise Group,N/A,English,PHY 411 Solid State Theory
Exercises Electron Spectroscopy,PHY420.2,Exercise Group,Vladimir Strokov,"German, English",PHY 420 Electron Spectroscopy
Physik mit Myonen: Von der Atomphysik zur Festkörperphysik,PHY432.2,Exercise Group,Alex Amato,German,PHY 432 Physics with Muons: From Atomic Physics to Solid State Physics
Exercises Phenomenology of Particle Physics I Exercises Elementary Particle Physics I,PHY451.2,Exercise Group,Benjamin John Kilminster,English,PHY 451 Elementary Particle Physics
Übungen Computational Quantum Physics,PHY522,Lecture with Practical Exercises,N/A,English,N/A
PHY 552 Quantum Field Theory II Übungen,PHY552.2,Exercise Group,Charalampos Anastasiou,German,N/A
Vertiefung zu Physik II,PHY120.1,Course,Matthias Hengsberger,German,PHY 120 Supplementary class for Physics II
Physik II,PHY121.1,Course,Christof Aegerter,German,PHY 121 Physics II
Vorlesung Physik für Life Sciences II,PHY127.1,Course,Benjamin John Kilminster,English,PHY 127 Physics for Life Sciences II
Vorlesung Physik II für Naturwissenschaften,PHY128.1,Course,Nicola Serra,English,PHY 128 Physics II for Natural Sciences
Physik IV,PHY141.1,Course,Florencia Canelli,English,PHY 141 Physics IV
Datenanalyse II,PHY241,Course,N/A,German,PHY 241 Data Analysis II
Elektronik,PHY250.1,Course,Achim Vollhardt,German,PHY 250 Electronics
Mathematische Methoden in der Physik II,PHY322.1,Course,Massimiliano Grazzini,English,PHY 322 Mathematical methods of Physics II
Quantenmechanik II,PHY351.1,Course,Thomas Gehrmann,German,PHY 351 Quantum Mechanics II
Machine Learning for the Sciences,PHY371,Lecture with Practical Exercises,Jan Dirk Wegner,English,PHY 371 Machine Learning for the Sciences
Solid State Theory,PHY411.1,Course,Titus Mangham-Neupert,English,PHY 411 Solid State Theory
Electron Spectroscopy,PHY420.1,Course,Vladimir Strokov,"German, English",PHY 420 Electron Spectroscopy
Modern Optics and Microscopy,PHY425,Course,Christof Aegerter,German,PHY 425 Modern Optics and Microscopy
Biology for Physicists - Selected Topics in Biophysics,PHY431.1,Course,Christof Aegerter,German,PHY 431 Biology for Physicists
Physik mit Myonen: Von der Atomphysik zur Festkörperphysik,PHY432.1,Course,Alex Amato,German,PHY 432 Physics with Muons: From Atomic Physics to Solid State Physics
Nanomagnetism and Spintronics,PHY434.1,Course,Pietro Gambardella,German,PHY 434 Nanomagnetism and Spintronics
Phenomenology of Particle Physics I Elementary Particle Physics I,PHY451.1,Course,Benjamin John Kilminster,English,PHY 451 Elementary Particle Physics
PHY 552 Quantum Field Theory II,PHY552.1,Course,Charalampos Anastasiou,English,N/A
Scientific Computing,PHY124,Lecture with Practical Exercises,Prasenjit Saha,"German, English",PHY 124 Scientific Computing
Lab Scientific Computing Gr. 2,PHY124,Lecture with Practical Exercises,Prasenjit Saha,"German, English",PHY 124 Scientific Computing
Lab Scientific Computing Gr. 1,PHY124,Lecture with Practical Exercises,Prasenjit Saha,"German, English",PHY 124 Scientific Computing
Physik der weichen Materie (mit Übungen),PHY212.1,Course,Johan Chang,English,PHY 212 Solid State Physics II
Nuclear and Particle Physics II,PHY213.1,Course,Lea Caminada,English,PHY 213 Nuclear and Particle Physics II
Computational Quantum Physics,PHY522,Lecture with Practical Exercises,N/A,English,N/A
Scientific Programming in Python,PHY225.1,Block Course,Nicola Chiapolini,German,PHY 225 Scientific Programming in Python
"Introducing Photons, Neutrons and Muons for Materials Characteristion",PHY435,Block Course,N/A,German,"PHY 435 Introducing Photons, Neutrons and Muons for Materials Characterisation"
Exercises Solid State Theory C,PHY411.2,Exercise Group,N/A,English,PHY 411 Solid State Theory
Übungen Kontinuumsmechanik,PHY352.2,Exercise Group,Manfred Sigrist,"German, English",PHY 352 Continuum mechanics
PHY 552 Quantum Field Theory II Übungen,PHY552.2,Exercise Group,Charalampos Anastasiou,German,N/A
Computational problems in medical physics and radiation oncology,PHY475,Course,Jan Unkelbach,English,PHY475 Computational problems in medical physics and radiation oncology
Exercise Computational problems in medical physics and radiation oncology,PHY476,Exercise Group,Jan Unkelbach,German,PHY 476 Exercise Computational problems in medical physics and radiation oncology
Principles of Non-Relativistic Scattering Applications to Quantum Matter,PHY585,Exercise Group,Johan Chang,"German, English",PHY 585 Principles of Non-Relativistic Scattering Applications to Quantum Matter
Advanced Banking (E),22MO0017,Exercise Group,Olimpia Carradori,English,Advanced Banking (L+E)
Dynamic Systems Thinking for Psychology,200k800b,Seminar,Charles Conrad Driver,English,Dynamic Systems Thinking for Psychology
Strukturgleichungsmodelle (SEM),200k800d,Seminar,David Jendryczko,German,Structural Equation Modeling (SEM)
"Spezialisierung: Technologischer Wandel, soziale Transformation und politisches",Verhalten615-BAa,Seminar,Fabienne Sarah Eisenring,German,Bachelor's Thesis
Populism and Electoral Protest in the International Context,615-BAa,Seminar,Kiran Rose Auerbach,English,Bachelor's Thesis
Agenda Setting: Wie werden Themen wichtig?,615-BAa,Seminar,Klaus Jonathan Klüser,German,Bachelor's Thesis
"Debatten, Diskurse, Dialoge - Politische Kommunikation in der Schweiz",615-BAa,Seminar,Christian Ewert,German,Bachelor's Thesis
Macht Politik einen Unterschied?,615-BAa,Seminar,Thomas Widmer,German,Bachelor's Thesis
"Masterarbeit, Gruppe A",615-MAa,Colloquium,Klaus Jonathan Klüser,English,Master's Thesis
Praktikum,615k001a,Practical Training,N/A,German,Internship
Schweizerische Sicherheitspolitik im internationalen Kontext,615k002a,Course,Martin Dahinden,German,Swiss Security Policy in an International Context
"Specialisation: Elections, Party Competition and Representation in Europe",615k003a,Seminar,Jonathan B. Slapin,English,"Specialisation: Elections, Party Competition and Representation in Europe"
Advanced Industrial Economics (L),22MO0171,Course,Armin Rolf M. Schmutzler,English,Advanced Industrial Economics (L+E)
Advanced Industrial Economics (E),22MO0171,Exercise Group,Lorenzo Arcà,English,Advanced Industrial Economics (L+E)
"Agroecology, Food Security &amp; Sustainable Production",BIO295,Lecture with Practical Exercises,Ueli Grossniklaus,German,UWW 290 Research Seminars
Español: Curso de preparación al DELE B2,_Sp_DEB2,Language Course,Maria Victoria Ruiz Lozano Hänni,Spanish,Español: Curso de preparación al DELE B2
Español: Curso de preparación al DELE C1,_Sp_DEC1,Language Course,Maria Victoria Ruiz Lozano Hänni,Spanish,Español: Curso de preparación al DELE C1
Español: Curso de preparación al DELE C2,_Sp_DEC2,Language Course,Maria Victoria Ruiz Lozano Hänni,Spanish,Español: Curso de preparación al DELE C2
Specialisation: The Psychology of Development Politics,615k004a,Seminar,Kassandra Maja Birchler,English,Specialisation: The Psychology of Development Politics
Evolutionary Medicine: Health and disease in modern humans,BIO442,Block Course,Adrian V. Jaeggi,German,BIO 442 Evolutionary Medicine: Health and disease in modern humans
Governance and Institutions in Africa,615k501a,Seminar,Daniel Ofoe Chachu,English,Governance and Institutions in Africa
Aktuelle Debatten in der Demokratisierungs- und Autokratisierungsforschung,615k503a,Seminar,Simon Bornschier,German,Current Debates in Research on Democratization and Autocratization
Current research in galaxy evolution,AST007.1,Seminar,Robert Feldmann,English,AST 007 Galaxy and star formation
Exercises Introduction to Data Science,ESC403.2,Exercise Group,Robert Feldmann,English,ESC 403 Introduction to Data Science
Exercises The Sun and Planets Gr.1,AST248.2,Exercise Group,Ravit Helled,English,AST 248 The Sun and Planets
Exercises The Sun and Planets Gr.2,AST248.2,Exercise Group,Ravit Helled,English,AST 248 The Sun and Planets
"Exercises The Universe: Contents, Origin, Evolution and Future",AST202.2,Exercise Group,Lucio Massimiliano Mayer,English,"AST 202 The Universe: Contents, Origin, Evolution and Future"
Exercises Physical Cosmology,AST513.2,Exercise Group,Jaiyul Yoo,English,AST 513 Physical Cosmology
Introduction to Data Science,ESC403.1,Course,Robert Feldmann,English,ESC 403 Introduction to Data Science
Recent research highlights in astrophysics,AST006.1,Seminar,Ravit Helled,English,AST 006 Students Seminar
Research Seminar Computational Science,ESC001.1,Seminar,Lucio Massimiliano Mayer,English,ESC 001 Research Seminar Computational Science
Research Seminar Theoretical Astrophysics,AST001.1,Seminar,Ravit Helled,English,AST 001 Research Seminar Theoretical Astrophysics
"The Universe: Contents, Origin, Evolution and Future",AST202.1,Course,Lucio Massimiliano Mayer,English,"AST 202 The Universe: Contents, Origin, Evolution and Future"
Physical Cosmology,AST513.1,Course,Jaiyul Yoo,English,AST 513 Physical Cosmology
Data driven Modelling of dynamical systems,ESC805,Block Course,Sven Hirsch,English,ESC 805 Data driven Modelling of dynamical systems
Research seminar in Astrophysics,AST547.1,Seminar,Ravit Helled,English,AST 547 Research seminar in Astrophysics
Einsatz der Computersimulation in den Naturwissenschaften II,SC202.1,Course,Joachim Gerhard Stadel,German,ESC 202 Simulations in the Natural Sciences II
Praktikum Einsatz der Computersimulation in den Naturwissenschaften II,ESC202.2,Practical Training,Stefan Schafroth,German,ESC 202 Simulations in the Natural Sciences II
Astronomy Field Trips,AST210.1,Field Trip,Ravit Helled,German,AST 210 Astronomy Field Trips
Astrobiology Proseminar,AST295,Seminar,Benjamin Moore,German,AST 295 Astrobiology Proseminar
Astronomy practicum: II,AST232,Practical Training,Benjamin Moore,German,AST 231 Astronomy practicum: II
Computational Astrophysics Lab,AST243.1,Practical Training,Joachim Gerhard Stadel,German,AST 243 Computational Astrophysics Project
The Sun and Planets,AST248.1,Course,Ravit Helled,German,AST 248 The Sun and Planets
Computational Methods for Radiative Transfer,ESC204,Course,Lucio Massimiliano Mayer,German,ESC 204 Computational Methods for Radiative Transfer
Advanced Simulation in Natural Science,ESC203,Course,Joachim Gerhard Stadel,German,ESC 203 Advanced Simulation in Natural Science
Lab Advanced Simulation in Natural Science,ESC203,Practical Training,Joachim Gerhard Stadel,German,ESC 203 Advanced Simulation in Natural Science
Astrophysical thinking FS,AST801,Seminar,Jaiyul Yoo,German,AST 801 Astrophysical thinking FS
Exercises Introduction to Astronomy,AST203,Exercise Group,Aurel Schneider,German,AST 203 Introduction to Astronomy
Computational Thinking II,ESC406,Course,Robert Feldmann,English,ESC 406 Computational Thinking II
Advanced High-Performance Computing,ESC412,Course,James Douglas Potter,German,ESC 412 Advanced High-Performance Computing
Exercises Advanced High-Performance Computing,ESC412,Exercise Group,James Douglas Potter,German,ESC 412 Advanced High-Performance Computing
