Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
Seminar Direktion Forschung und Lehre,PHA17002,Seminar,"Gabriela Senti, Andreas Freiburghaus, Regina Maria Grossmann, Silke Ludwig, Fabian Tay",German,Seminar Direktion Forschung und Lehre,N/A,N/A,N/A,N/A
Kinder- und jugendpsychiatrisches Kolloquium,PSY17006,Seminar,"Susanne Walitza, Silvia Brem, Gregor Berger, Dagmar Pauli, Anna Maria Werling",German,Kinder- und jugendpsychiatrisches Kolloquium,N/A,N/A,N/A,N/A
Experimentelle Diagnostische Ansätze,DER17006,Seminar,Emmanuella Guenova,German,Experimentelle Diagnostische Ansätze,N/A,N/A,N/A,N/A
Klinische-pathologische Gegenüberstellung in der Dermatopathologie,DER17007,Seminar,"Antonio Cozzio, Emmanuella Guenova",German,Klinische-pathologische Gegenüberstellung in der Dermatopathologie,N/A,N/A,N/A,N/A
"Morbidity &amp; Mortality-Konferenz, Interdisziplinäre Fallbesprechung",ANE17001,Seminar,"Donat R. Spahn, Peter Biro",German,"Morbidity &amp; Mortality-Konferenz, Interdisziplinäre Fallbesprechung",N/A,N/A,N/A,N/A
Journal Club und Basiswissen Anästhesiologie,ANE17002,Seminar,"Donat R. Spahn, Peter Biro",German,Journal Club und Basiswissen Anästhesiologie,N/A,N/A,N/A,N/A
radiz - Fallbesprechungen Seltene Krankheiten,PED17004,Colloquium,"Matthias Baumgartner, Felix Beuschlein, Onur Boyman, Olivier Devuyst, Oliver Distler, Anita Rauch, Christina Gerth-Kahlert, Matthias Greutmann, Martina Huemer, Marianne Rohrbach, Michel Hochuli, Lisa Weibel",German,radiz - Fallbesprechungen Seltene Krankheiten,N/A,N/A,N/A,N/A
Journal Club der Abteilung Inflammation Research des Instituts für Experimentelle,ImmunologieIMM17004,Seminar,Burkhard Becher,English,Journal Club der Abteilung Inflammation Research des Instituts für Experimentelle,Tuesday,Morning,8,12
Labmeeting der Abteilung Inflammation Research des Instituts für Experimentelle,ImmunologieIMM17005,Seminar,Burkhard Becher,English,Labmeeting der Abteilung Inflammation Research des Instituts für Experimentelle,Wednesday,Morning,8,12
Labmeeting der Abteilung Virale Immunbiologie des Instituts für Experimentelle,ImmunologieIMM17007,Seminar,Christian Münz,English,Labmeeting der Abteilung Virale Immunbiologie des Instituts für Experimentelle,Thursday,Morning,9,12
Progress Meeting Medical Virology,IMM17008,Seminar,"Huldrych Günthard, Alexandra Trkola, Benjamin Geoffrey Hale, Roger Kouyos, Silke Stertz, Karin Metzner, Nicolas Johannes Müller, Peter Rusert",English,Progress Meeting Medical Virology,Thursday,Afternoon,12,14
Seminar in Otorhinolaryngologie,ORL17003,Seminar,"Alexander Huber, Tobias Kleinjung, David Holzmann, Gerhard Huber, Christof Röösli, Michael Soyka, Jörg Bohlender, Dorothe Veraguth",German,Seminar in Otorhinolaryngologie,N/A,N/A,N/A,N/A
Clinical Dermatology for the Next Generation,DER17008,Seminar,"Florian Anzengruber, Julia-Tatjana Maul, Thierry Nordmann",German,Clinical Dermatology for the Next Generation,N/A,N/A,N/A,N/A
Aktuelle Themen der Pädiatrischen Neurorehabilitation,PED17005,Seminar,"Andreas Meyer, Hubertus Van Hedel, Rob Labruyère, Volker Ressel",German,Aktuelle Themen der Pädiatrischen Neurorehabilitation,N/A,N/A,N/A,N/A
Journal Club Pädiatrische Neurorehabilitation,EPED1700,Seminar,"Andreas Meyer, Hubertus Van Hedel, Rob Labruyère, Volker Ressel",German,Journal Club Pädiatrische Neurorehabilitation,N/A,N/A,N/A,N/A
Forschungsseminar Pädiatrische Neurorehabilitation,PED17007,Seminar,"Andreas Meyer, Hubertus Van Hedel, Rob Labruyère, Volker Ressel",German,Forschungsseminar Pädiatrische Neurorehabilitation,N/A,N/A,N/A,N/A
Ausgewählte neuropsychologische Themen,PSY18001,Seminar,"Sarah Dinah Broicher, Christian Mondadori, Olivia Zindel-Geisseler",German,Ausgewählte neuropsychologische Themen,N/A,N/A,N/A,N/A
Herz-Pathologie-Präparate Demonstration,MED18001,Course,"Felix Christoph Tanner, Peter Karl Bode, Aju Pazhenkottil",German,Herz-Pathologie-Präparate Demonstration,N/A,N/A,N/A,N/A
Kardiale Auskultation - Kurs am Patienten,MED18002,Seminar,"Georg Noll, Christophe Wyss, Patric Biaggi, David Hürlimann",German,Kardiale Auskultation - Kurs am Patienten,N/A,N/A,N/A,N/A
"Neuroimaging Blockkurs (Neuroscience Center Zurich, ZNZ)",NEU18001,Colloquium,"Daniel Nanz, Ruth Tuura O'Gorman, Lars Michels, Philipp Stämpfli, Roger Lüchinger",English,"Neuroimaging Blockkurs (Neuroscience Center Zurich, ZNZ)",Tuesday,Morning,9,18
Inflammatory skin diseases: current understanding and perspectives based on the,literatureDER18001,Other,"Marie-Charlotte Brüggen, Peter Schmid-Grendelmeier, Florian Anzengruber, Emmanuel Franck Contassot, Julia-Tatjana Maul, Barbara Meier-Schiesser, Thierry Nordmann",English,Inflammatory skin diseases: current understanding and perspectives based on the,N/A,N/A,N/A,N/A
Innate immunity in dermatological diseases,DER18002,Seminar,"Marie-Charlotte Brüggen, Peter Schmid-Grendelmeier, Emmanuel Franck Contassot, Barbara Meier-Schiesser",English,Innate immunity in dermatological diseases,N/A,N/A,N/A,N/A
Genetisches Literaturseminar und Diskussion wissenschaftlicher Arbeiten,GEN18001,Seminar,Wolfgang Berger,English,Genetisches Literaturseminar und Diskussion wissenschaftlicher Arbeiten,N/A,N/A,N/A,N/A
BioEntrepreneurship &amp; Innovation: Module B - Fundamental Skills,PSY18008,Other,"Simon Hoerstrup, Roger M. Nitsch, Andreea-Loredana Cretu, Marco Claudio Riguzzi, Marie-Therese Schultes, Elke Gabriele Zappe",English,BioEntrepreneurship &amp; Innovation (BEI) Program: Module B - Fundamentals,Wednesday,Afternoon,13,17
BioEntrepreneurship &amp; Innovation: Module D – Founders Lab,PSY18010,Other,"Simon Hoerstrup, Roger M. Nitsch, Anneke Hibbel, Elke Gabriele Zappe",German,BioEntrepreneurship &amp; Innovation (BEI) Program: Module D - FoundersLab,N/A,N/A,N/A,N/A
Alzheimer`s Disease: Mechanisms and Models,IRM18011,Seminar,"Roger M. Nitsch, Uwe Konietzko, Ruslan Rust, Christian Tackenberg",German,Alzheimer`s Disease: Mechanisms and Models,N/A,N/A,N/A,N/A
Innovations in Regenerative Medicine,PSY18012,Seminar,"Simon Hoerstrup, Maximilian Yosri Emmert, Janine Reichenbach, Ataman Sendöl, Melanie Generali, Ruslan Rust, Christian Tackenberg",English,Innovations in Regenerative Medicine,N/A,N/A,N/A,N/A
"Innovative approaches in cell-, gene-and immunotherapy",IRM18013,Seminar,"Simon Hoerstrup, Maximilian Yosri Emmert, Janine Reichenbach, Ataman Sendöl, Anton Gietl, Uwe Konietzko, Ruslan Rust, Christian Tackenberg",German,"Innovative approaches in cell-, gene-and immunotherapy",N/A,N/A,N/A,N/A
Research Seminar on Developmental Neuropsychology and Brain Mapping,PED17003,Seminar,"Silvia Brem, Daniel Brandeis, Renate Drechsler, Karin Kucian, Ursina McCaskey, Volker Ressel, Beat Werner",English,Research Seminar on Developmental Neuropsychology and Brain Mapping,N/A,N/A,N/A,N/A
Kinderkardiologische Fallbesprechungen,PED18002,Other,"Oliver Kretschmar, Christian Balmer, Walter Knirsch, Emanuela Valsangiacomo Büchel, Barbara Elisabeth Ursula Burkhardt, Daniel Quandt, Roland Weber, Dominik Stambach",German,Kinderkardiologische Fallbesprechungen,N/A,N/A,N/A,N/A
Evidenz in der Hausarztmedizin,HAM18001,Seminar,"Thomas J. Rosemann, Philip Bruggmann, Oliver Reich, Stefania Di Gangi, Markus Gnädinger",German,Evidenz in der Hausarztmedizin,N/A,N/A,N/A,N/A
Fallkolloquium Klinik für Alterspsychiatrie,PSY18014,Seminar,"Christoph Hock, Egemen Savaskan, Paul Gerson Unschuld, Anton Gietl",German,Fallkolloquium Klinik für Alterspsychiatrie,N/A,N/A,N/A,N/A
Fortbildungsveranstaltung zum Thema Alterserkrankungen,PSY18015,Seminar,"Christoph Hock, Egemen Savaskan, Paul Gerson Unschuld, Anton Gietl",German,Fortbildungsveranstaltung zum Thema Alterserkrankungen,N/A,N/A,N/A,N/A
Research Seminar of the Institute for Regenerative Medicine,IRM18016,Seminar,"Simon Hoerstrup, Maximilian Yosri Emmert, Janine Reichenbach, Ataman Sendöl, Anton Gietl, Uwe Konietzko, Ruslan Rust, Christian Tackenberg",English,Research Seminar of the Institute for Regenerative Medicine,N/A,N/A,N/A,N/A
Forschungskolloquium Aufmerksamkeitsdefizit / Hyperaktivitätsstörung (ADHS),Aufmerksamkeitsdefizit,Seminar,"Ana Buadze, Michael Liebrenz",German,Forschungskolloquium Aufmerksamkeitsdefizit / Hyperaktivitätsstörung (ADHS),N/A,N/A,N/A,N/A
"Praktische Radiologie, Nuklearmedizin und Radioonkologie",RAD18002,Seminar,"Justus Roos, Klaus Strobel, Gabriela Studer",German,"Praktische Radiologie, Nuklearmedizin und Radioonkologie",N/A,N/A,N/A,N/A
Radiologisches und nuklearmedizinisches Literaturkolloquium,RAD18003,Seminar,"Justus Roos, Klaus Strobel",German,Radiologisches und nuklearmedizinisches Literaturkolloquium,N/A,N/A,N/A,N/A
Core Curriculum Kardiologie am Stadtspital Triemli,MED18004,Seminar,"Franz Eberli, David Kurz, Matthias Meyer, Alain Bernheim, Roger Patrik Dillier, Christine Franzini, Stephan Andreas Müller, Annina Stauber, Annina Studer Brüngger, David Tüller",German,Core Curriculum Kardiologie am Stadtspital Triemli,N/A,N/A,N/A,N/A
"Grundlagen, Methoden und Anwendungen der MR-Bildgebung: Kolloquium der Kinder-,",ErwachsenenpsychiatriePSY18018,Seminar,"Silvia Brem, Philipp Stämpfli",English,"Grundlagen, Methoden und Anwendungen der MR-Bildgebung: Kolloquium der",N/A,N/A,N/A,N/A
Joint Immunology Progress Report,IMM18001,Seminar,"Burkhard Becher, Christian Münz, Nicole Christine Joller, Maries van den Broek, Richard Chahwan, Wendy Wei-Lynn Wong",English,Joint Immunology Progress Report,Tuesday,Morning,8,11
Doktorandenbetreuung PET/CT/MR Forschung,RAD18004,Seminar,Martin Hüllner,German,Doktorandenbetreuung PET/CT/MR Forschung,N/A,N/A,N/A,N/A
Cardiovasculäres Curriculum,CHI18003,Seminar,Diana Reser,German,Cardiovasculäres Curriculum,N/A,N/A,N/A,N/A
Psychiatrisches Projektseminar,18019,Course,"Birgit Kleim, Erich Seifritz, Christopher Pryce, Boris B. Quednow, Philipp Homan",English,Psychiatrisches Projektseminar,N/A,N/A,N/A,N/A
Versorgungswissenschaftliches Forschungskolloquium,Y18020,Colloquium,"Niklaus Samuel Stulz, Nesrin Destan, Dominik Krähenbühl, Stephan Kupferschmid",German,Versorgungswissenschaftliches Forschungskolloquium,N/A,N/A,N/A,N/A
Scientific Presentation,DER19001,Exercise Group,"Nicole Borel, Benjamin Geoffrey Hale, Emmanuella Guenova",German,Scientific Presentation,N/A,N/A,N/A,N/A
Probleme der Fahreignung,JUM0M050,Exercise Group,Michael Thali,German,Probleme der Fahreignung,Tuesday,Afternoon,13,14
Doktoratskolloquium,PHA0S050,Colloquium,"Michael Arand, Hanns U. Zeilhofer, Gerald Schwank",German,Doktoratskolloquium,N/A,N/A,N/A,N/A
Progress Meeting Translational Infectious Disease Research,MED0M320,Seminar,"Huldrych Günthard, Karin Metzner, Nicolas Johannes Müller, Roberto Speck, Beda Joos",English,Progress Meeting Translational Infectious Disease Research,Thursday,Afternoon,15,15
Erzählte Medizingeschichte,GDM0S040,Colloquium,Christoph Mörgeli,German,Erzählte Medizingeschichte,Thursday,Afternoon,12,14
Anleitung zum wissenschaftlichen Arbeiten (Doktorandenbetreuung),CHE0M070,Exercise Group,Arnold von Eckardstein,German,Anleitung zum wissenschaftlichen Arbeiten (Doktorandenbetreuung),N/A,N/A,N/A,N/A
Einführung in die medizinisch-ökonomische Evaluationsforschung,SPM0S140,Course,Thomas Szucs,German,Einführung in die medizinisch-ökonomische Evaluationsforschung,N/A,N/A,N/A,N/A
Klinische-pathologische Gegenüberstellung in der Dermatopathologie,DER17007,Seminar,"Antonio Cozzio, Emmanuella Guenova",German,Klinische-pathologische Gegenüberstellung in der Dermatopathologie,N/A,N/A,N/A,N/A
Aktuelle Fallbesprechungen in der Positronenemissionstomographie,RAD17002,Course,"Philipp Kaufmann, Irene A. Burger, Ronny Ralf Büchel, Lars Husmann, Paul Stolzmann, Martin Hüllner, Ivette Engel, Cäcilia Elisabeth Mader",German,Aktuelle Fallbesprechungen in der Positronenemissionstomographie,N/A,N/A,N/A,N/A
Neuroradiologische-psychiatrische- neurologische Fallbesprechung,RAD17003,Seminar,"Sabine Sartoretti-Schefer, Christopher David Czell, Andreas Horst",German,Neuroradiologische-psychiatrische- neurologische Fallbesprechung,N/A,N/A,N/A,N/A
Fallbeispiele in Neuroradiologie,RAD17004,Seminar,Sabine Sartoretti-Schefer,German,Fallbeispiele in Neuroradiologie,N/A,N/A,N/A,N/A
Kolloquium für Sozialpsychiatrie und Psychotherapie,PSY18006,Seminar,Erich Seifritz,German,Kolloquium für Sozialpsychiatrie und Psychotherapie,N/A,N/A,N/A,N/A
Journal Club der Abteilung Virale Immunbiologie des Instituts für Experimentelle,ImmunologieIMM17006,Seminar,Christian Münz,German,Journal Club der Abteilung Virale Immunbiologie des Instituts für Experimentelle,Monday,Morning,9,12
Applied Machine Learning in Diagnostic Imaging,RAD18001,Seminar,"Hatem Alkadhi, Jan Unkelbach, Cristina Rossi, Alexander Philipp Ciritsis, Stephanie Tanadini-Lang, Bettina Baessler",English,Applied Machine Learning in Diagnostic Imaging,N/A,N/A,N/A,N/A
Peer Student Projekt «Lungenauskultation»,MED18005,Other,Urs Bürgi,German,Peer Student Projekt «Lungenauskultation»,N/A,N/A,N/A,N/A
Notfallsituationen/Interventionen - Praktisches Interprofessionelles Training,MED18007,Other,"Marco Maggiorini, Christophe Wyss, Martin Brüesch, Bernard Krüger",German,Notfallsituationen/Interventionen - Praktisches Interprofessionelles Training,N/A,N/A,N/A,N/A
Klinisches Seminar Urologie,CHI18002,Seminar,"Dominik Abt, Daniel Engeler, Gautier Müllhaupt",German,Klinisches Seminar Urologie,N/A,N/A,N/A,N/A
Praktikum in Chiropraktischer Radiologie,CHIR1900,Other,"Reto Sutter, Nadja Farshad-Amacker, Benjamin Fritz, Veronika Zubler, Miklos Csato, Roy Paul Marcus, Christoph Stern",German,Praktikum in Chiropraktischer Radiologie,N/A,N/A,N/A,N/A
Ein Morgen auf der Intensivstation,CHI19001,Exercise Group,"Gregor Zünd, Peter Christian Steiger",German,Ein Morgen auf der Intensivstation,N/A,N/A,N/A,N/A
Forschungskolloquium für Doktoranden der Dermatologie,DER18003,Seminar,Pal Johansen,English,Forschungskolloquium für Doktoranden der Dermatologie,N/A,N/A,N/A,N/A
Data analysis for medical research using R,BST005,Exercise Group,"Ulrike Held, Monika Karin Hebeisen",German,Data analysis for medical research using R,N/A,N/A,N/A,N/A
Differentialdiagnose und Pathophysiologie der ophthalmologischen,VorderabschnittserkrankungenOPTH001,Exercise Group,"Claude Kaufmann, Michael Thiel, Frank Bochmann, Philipp Bänninger, Martin Schmid",German,Differentialdiagnose und Pathophysiologie der ophthalmologischen,N/A,N/A,N/A,N/A
Research Seminar in Neuroradiology,NEU19001,Seminar,"Andrea Bink, Lars Michels, Tilman Schubert, Sebastian Winklhofer, Maria Blatow, Zsolt Kulcsar, Athina Pangalu",English,Research Seminar in Neuroradiology,Wednesday,Afternoon,12,13
Research Colloquium Language &amp; Medicine,271G608a,Colloquium,"Johannes Kabatek, Birgit Kleim, Tobias Kleinjung, Nathalie Régine Giroud Rickenbacher, Susanne Wegener, Yvonne Ilg, Anke Maatz","German, English",Research Colloquium Language &amp; Medicine,Tuesday,Morning,9,12
PINA-Seminar,PED20002,Seminar,"Alexander Möller, Alice Köhli",German,PINA-Seminar,Thursday,Afternoon,12,13
Schnittbildgebung des Bewegungsapparates,CHIR2001,Seminar,"Reto Sutter, Nadja Farshad-Amacker, Benjamin Fritz, Veronika Zubler, Miklos Csato, Christoph Stern",German,Schnittbildgebung des Bewegungsapparates,N/A,N/A,N/A,N/A
"Arbeiten im Laboratorium, Experimentelle Mikrobiologie",MIK0M120,Exercise Group,"Hubert Hilbi, Peter Sander",German,"Arbeiten im Laboratorium, Experimentelle Mikrobiologie",N/A,N/A,N/A,N/A
Academic Scientific Writing,PED20004,Other,"Matthias Baumgartner, Kimberly Lewis",English,Academic Scientific Writing,N/A,N/A,N/A,N/A
Fortbildung EEG/Epileptologie/Schlaf,PED21001,Seminar,"Georgia Ramantani, Bernhard Schmitt, Bigna Bölsterli Heinzle, Sarah Elisabeth Bürki",German,Fortbildung EEG/Epileptologie/Schlaf,N/A,N/A,N/A,N/A
Aktuelle Themen aus der Neuropädiatrie,PED20003,Course,"Georgia Ramantani, Annette Hackenberg",German,Aktuelle Themen aus der Neuropädiatrie,N/A,N/A,N/A,N/A
iPSC Seminar,IRM20001,Seminar,"Ruxandra Bachmann-Gagescu, Edna Grünblatt, Christian Tackenberg",German,iPSC Seminar,N/A,N/A,N/A,N/A
Journalclub Entwicklungspädiatrie Universitäts-Kinderspital Zürich &amp; Marie,KindPED21002,Seminar,"Oskar Gian Jenni, Patricia Lannen, Flavia Wehrle",German,Journalclub Entwicklungspädiatrie Universitäts-Kinderspital Zürich &amp; Marie,N/A,N/A,N/A,N/A
Research Updates in Biomedical Image Analysis,BMT21001,Seminar,Bjoern Menze,English,Research Updates in Biomedical Image Analysis,N/A,N/A,N/A,N/A
Data science for dermatological research,DER21001,Exercise Group,"Pal Johansen, Phil Cheng, Patrick William Turko",English,Data science for dermatological research,N/A,N/A,N/A,N/A
Chirurgische Therapie angeborener Herzfehler,CHI21002,Other,"Markus Wilhelm, Michael Hofmann, Martin Oliver Schmiady",German,Chirurgische Therapie angeborener Herzfehler,N/A,N/A,N/A,N/A
Strukturierte Lehrmodule im Wahlstudienjahr am Universitäts- Kinderspital Zürich,PED21004,Exercise Group,"Julia Geiger, Cornelia Franziska Hagmann, Christian Kellenberger, Barbara Elisabeth Ursula Burkhardt, Michelle Seiler, Roland Weber, Michael von Rhein, Florian Berger, Camilla Lavagno, Angela Oxenius, Christian Pohl, Beate Rücker, Leopold Simma",German,Strukturierte Lehrmodule im Wahlstudienjahr am Universitäts- Kinderspital Zürich,N/A,N/A,N/A,N/A
iPSZürich Lecture,IRM21001,Seminar,Melanie Generali,English,iPSZürich Lecture,N/A,N/A,N/A,N/A
Angewandte Physiologie anhand kinderanästhesiologischer Fallbeispiele,PED22001,Seminar,"Achim Johannes Schmitz, Mital Dave, Jörg Thomas, Christian Peter Both",German,Angewandte Physiologie anhand kinderanästhesiologischer Fallbeispiele,N/A,N/A,N/A,N/A
Grundlagen der pädiatrischen und neonatologischen Intensivmedizin,PED21003,Seminar,"Cornelia Franziska Hagmann, Barbara Brotschi Aufdenblatten, Janet-Fiona Kelly, Luregn Schlapbach, Dimitris Siabalis",German,Grundlagen der pädiatrischen und neonatologischen Intensivmedizin,N/A,N/A,N/A,N/A
Klinisches Assessment Traumatologie,CHI22001,Exercise Group,"Roman Pfeifer, Valentin Neuhaus, Ladislav Mica, Till Berk, Sandro-Michael Heining, Kai Oliver Jensen, Thomas Rauer, Henrik Teuber, Dirk Zschocke",German,Klinisches Assessment Traumatologie,N/A,N/A,N/A,N/A
Zufallsbilder,640i044a,Exercise Group,Joris van Gastel,German,Zufallsbilder,Tuesday,Afternoon,12,13
Morphologie,272-002a,Lecture with Practical Exercises,Borja Herce Calleja,English,Morphology,Tuesday,Morning,10,12
Syntax,272-004a,Lecture with Practical Exercises,Erika Claudia Just,"German, English",Syntax,Monday,Afternoon,14,15
MCM1b: Chiropractic Technique 1b – Lecture and Practical,CHMCM2FS,Course,"Patricia M. Schaller, Marc Veenemans, Urs Beat Zahner","German, English","Chiroractic Courses MCM1b: Chiropractic Technique, NMS Diagnosis Ib, Diagnostic",N/A,N/A,N/A,N/A
MCM1b: Diagnostic Imaging 1b – Lecture and Practical,CHMCM4FS,Course,N/A,English,"Chiroractic Courses MCM1b: Chiropractic Technique, NMS Diagnosis Ib, Diagnostic",N/A,N/A,N/A,N/A
Wissenschaftliches Schreiben in der Linguistik,272-005a,Exercise Group,Stefan Schnell,"German, English",Scientific Writing in Linguistics,Thursday,Morning,10,12
MCM2b: Active Rehabilitation 2b – Lecture and Practical,CPPRA211,Course,Eveline Della Casa,German,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Adjunctive Therapies 2b – Practical,CPPRA212,Exercise Group,Inga Daniela Paravicini Bürgi,German,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Chiropractic Technique 2b – Lecture and Practical,CPPRA213,Course,"Patricia M. Schaller, Marc Veenemans, Urs Beat Zahner",German,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Diagnostic Imaging 2b – Lecture and Practical,CPPRA215,Course,N/A,German,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Neuro-Musculo-Skeletal Diagnosis 2b – Lecture and Practical,CPPRA217,Course,Christoph Gorbach,German,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Radiography Practice 2b – Lecture and Practical,CPPRA218,Course,Sandra Schoch,German,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Current Topics in Clinical Chiropractic &amp; Clinical Problem Solving,CPPRA219,Block Course,Mirjam Baechler,English,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Introduction to Clinical Practice,CPPRA221,Course,Daniel Mühlemann,German,"Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MCM2b: Advance Chiropractic Diagnosis und Technique,CPPRA220,Course,"Mirjam Baechler, Mette Hobaek Siegenthaler, Yann Le Clech","German, English","Chiropractic Courses MCM2b: Chiro Tech, NMS Diagnosis, Clin. Problem Solving,",N/A,N/A,N/A,N/A
MEBEKO Passerelle,CPMEBEKO,Other,N/A,"German, English",MEBEKO Passerelle,N/A,N/A,N/A,N/A
Hospital Rotation,CPWSJ001,Practical Training,N/A,German,Hospital Rotation,N/A,N/A,N/A,N/A
"Clinical Workshops, Tutorials and Lectur",CPCWT003,Seminar,N/A,German,"MCM3: Chiropractic Teaching Clinic, Clinical Workshops, Tutorials &amp; Lectures",N/A,N/A,N/A,N/A
Forschungskolloquium Chiropraktische Medizin,CPCTC004,Colloquium,N/A,English,"MCM3: Chiropractic Teaching Clinic, Clinical Workshops, Tutorials &amp; Lectures",N/A,N/A,N/A,N/A
Muskuloskelettale Radiologie für Chiropraktik-Studenten,CPCTC004,Other,"Reto Sutter, Nadja Farshad-Amacker, Benjamin Fritz, Christoph Stern",German,Muskuloskelettale Radiologie für Chiropraktik-Studenten,N/A,N/A,N/A,N/A
Dynamik sprachlicher Vielfalt,272-007a,Course,Jessica Katiuscia Ivani,English,Dynamics of Linguistic Diversity,Tuesday,Afternoon,16,18
Linguistische Datenwissenschaft,272-015a,Exercise Group,Taras Zakharko,"German, English",Linguistic Data Science,Tuesday,Afternoon,14,15
Sprachentwicklung,272-014a,Course,Morgane Danièle Noëlla Jourdain,English,Language Development,Thursday,Afternoon,14,15
Modalität und Überlieferung historischer Sprachdaten,272-021a,Course,Paul Widmer,"German, English",Modality and Transmission of Historical Linguistic Data,Tuesday,Afternoon,16,18
Evolution of Bacterial Pathogens,BME326,Block Course,Rolf Kümmerli,German,BME 326 Evolution of Bacterial Pathogens,Tuesday,Afternoon,13,17
Mechanismen der kindlichen Sprachentwicklung,272-507a,Seminar,Sabine Stoll,"German, English",Mechanisms in Child Language Development,Wednesday,Afternoon,14,15
Statistische Modellierung der Sprachdynamik,272-506a,Exercise Group,Natalia Chousou Polydouri,English,Statistical Modeling of Language Dynamics,Monday,Afternoon,16,18
Linguistische Theorie in evolutionärer Perspektive,272-510a,Seminar,Carmen Catalina Saldana Gascon,English,Linguistic Theory in Evolutionary Perspective,Thursday,Afternoon,14,15
Colloquium Comparative Language Science,272-501a,Colloquium,"Balthasar Bickel, Paul Widmer, Martin Ernst Meyer, Sabine Stoll, Simon William Townsend",English,Master's Thesis Colloquium,Wednesday,Afternoon,16,18
Feldforschung: Elizitationstechniken,272-513a,Exercise Group,Marine Louise Vuillermet,English,Field Methods: Elicitation Techniques,Monday,Afternoon,14,15
Sprachverarbeitung,272-525a,Seminar,Sebastian Sauppe,English,Language Processing,Tuesday,Morning,8,9
Strukturen in Sprachfamilien und Spracharealen,272-517a,Seminar,Catalina Torres Orjuela,English,Structures in Language Families and Areas,Thursday,Afternoon,16,18
Ethnologische Forschungsmethoden Tutorat A,721-003a,Tutorial,Michael David Schuler,German,Research Methods in Anthropology,Tuesday,Afternoon,14,15
Sprache und Kognition,272-524a,Seminar,Basil Christoph Preisig,"German, English",Language and Cognition,Thursday,Morning,10,12
Ethnologische Forschungsmethoden Tutorat B,721-003b,Tutorial,Tatjana Thomann,German,Research Methods in Anthropology,Wednesday,Morning,10,12
Das Nomen im Lateinischen (Vorlesung lateinische Linguistik),272f608a,Course,Salvatore Scarlata,German,Das Nomen im Lateinischen (Vorlesung lateinische Linguistik),Monday,Afternoon,12,13
Ethnologische Forschungsmethoden Tutorat C,721-003c,Tutorial,Caroline van Waes,German,Research Methods in Anthropology,Wednesday,Afternoon,12,13
Ethnologische Forschungsmethoden Tutorat D,721-003d,Tutorial,"Nadja Kempter, Ha Phuong Nguyen",English,Research Methods in Anthropology,Wednesday,Afternoon,16,18
Fachgeschichte,721-004a,Course,"Peter Finke, Jan Patrick Heiss",German,History and Theory in Anthropology,Tuesday,Morning,10,12
Lektüre wissenschaftlicher Arbeiten (Chinesisch),280-773a,Exercise Group,Zhengying Cai,Chinese,Readings in Scientific Texts (Chinese),Wednesday,Morning,10,12
Fachgeschichte Übungsgruppe A,721-004a,Exercise Group,Daniela Andrea Dietz,German,History and Theory in Anthropology,Wednesday,Afternoon,14,15
Fachgeschichte Übungsgruppe B,721-004b,Exercise Group,Kiah Lian Rutz,German,History and Theory in Anthropology,Thursday,Afternoon,14,15
Fachgeschichte Übungsgruppe C,721-004c,Exercise Group,Jan Patrick Heiss,German,History and Theory in Anthropology,Thursday,Afternoon,16,18
Fachgeschichte Übungsgruppe D,721-004d,Exercise Group,Molly Jess Fitzpatrick,English,History and Theory in Anthropology,Friday,Morning,10,12
Fachgeschichte Übungsgruppe E,721-004e,Exercise Group,Molly Jess Fitzpatrick,English,History and Theory in Anthropology,Friday,Afternoon,12,13
Fachliche Kompetenz: Forschung und Entwicklung im Bereich sprachbezogene,Lehrpersonen226G861a,Seminar,"Lukas Matthias Bleichenbacher, Catherine Diederich, Thomas Roderer","German, English",Research and Development in the Field of Teachers’ Language Competences,Monday,Morning,9,12
Forschen mit der Grounded Theory Methodologie (GTM),226G827a,Seminar,Peter Rieker,German,Qualitative Methoden: Forschen mit der Grounded Theory Methodologie (GTM),Thursday,Morning,9,17
Kernbereich Politik und Recht,721-103a,Course,Olivia Killias,German,Core field: Political Anthropology,Tuesday,Afternoon,12,13
